GeneID	GYAPG	GYAOY	GYAOZ	GYAPA	GYAPB	GYAPC	GYAPH	GYAPN	GYAPO	GYAPP	GYAPS	GYAPT
jgi.p|Debha1|3610	284	339	678	354	249	429	922	273	441	636	659	293
jgi.p|Debha1|3611	264	698	860	791	431	928	2637	798	1261	912	949	437
jgi.p|Debha1|3612	100	79	195	124	55	124	816	216	287	155	170	79
jgi.p|Debha1|3613	32	145	104	106	76	122	511	164	223	109	121	54
jgi.p|Debha1|3614	62	126	212	147	61	77	674	266	342	148	144	72
jgi.p|Debha1|3615	16	78	72	83	44	59	533	202	214	93	68	35
jgi.p|Debha1|3616	41	87	71	77	28	80	364	148	147	59	77	28
jgi.p|Debha1|3617	1225	7176	5786	6981	3703	6704	7322	4522	3296	4241	5164	2339
jgi.p|Debha1|3618	34	97	115	107	47	90	374	119	135	107	107	33
jgi.p|Debha1|3619	108	189	230	181	127	172	605	179	269	195	218	98
jgi.p|Debha1|362	35832	38059	87107	44922	22026	42444	356998	71589	140422	44932	47259	24593
jgi.p|Debha1|3620	21	88	96	43	36	53	397	138	120	75	78	48
jgi.p|Debha1|3621	9	20	24	48	14	13	147	70	72	25	19	6
jgi.p|Debha1|3622	58	206	137	203	75	102	119	100	75	87	64	45
jgi.p|Debha1|3623	22	31	80	12	24	19	481	93	141	46	42	28
jgi.p|Debha1|3624	27	40	39	44	16	41	400	181	164	35	18	13
jgi.p|Debha1|3625	10	20	15	30	5	9	77	15	21	17	16	11
jgi.p|Debha1|3626	23	85	54	72	23	48	113	72	57	20	50	25
jgi.p|Debha1|3627	41	130	127	117	70	79	289	123	85	103	118	52
jgi.p|Debha1|3628	140	240	326	204	136	225	841	215	382	271	281	124
jgi.p|Debha1|3629	110	367	304	411	183	245	389	197	197	188	216	116
jgi.p|Debha1|363	76	177	203	187	73	109	558	162	248	136	151	77
jgi.p|Debha1|3630	217	1117	685	1149	598	1135	694	1068	608	710	771	335
jgi.p|Debha1|3631	52	82	97	99	34	58	219	73	107	62	72	33
jgi.p|Debha1|3632	1126	8920	5497	8798	4205	7724	6279	4776	3039	2679	3556	1639
jgi.p|Debha1|3633	4719	19213	19725	21306	9337	19363	20565	8363	9718	11259	14356	6584
jgi.p|Debha1|3634	59	129	171	127	83	135	1119	283	442	180	167	79
jgi.p|Debha1|3635	794	1359	2762	1563	887	1910	5088	1400	2439	1769	2032	948
jgi.p|Debha1|3636	49	188	161	207	42	98	504	142	178	129	102	45
jgi.p|Debha1|3637	53	190	158	183	78	115	274	121	122	156	144	72
jgi.p|Debha1|3638	11	38	32	49	14	12	195	64	111	31	41	10
jgi.p|Debha1|3639	1012	3068	3560	3010	1459	2330	2227	1039	1147	2044	2317	1006
jgi.p|Debha1|364	29	162	107	149	70	126	247	119	105	101	102	51
jgi.p|Debha1|3640	153	1065	601	1073	331	634	362	328	229	290	318	177
jgi.p|Debha1|3641	30	206	119	204	85	149	269	156	119	94	89	63
jgi.p|Debha1|3642	2436	18249	12105	18480	9248	19250	3937	3310	2316	6847	7593	3661
jgi.p|Debha1|3643	16	60	70	60	22	88	160	65	78	85	97	49
jgi.p|Debha1|3644	39	163	149	163	90	95	872	393	344	155	144	68
jgi.p|Debha1|3645	703	3012	2616	3178	1248	1748	1194	515	537	1452	1589	619
jgi.p|Debha1|3646	27	108	88	77	37	42	249	66	96	88	81	39
jgi.p|Debha1|3647	20	138	125	122	61	109	177	119	85	110	105	48
jgi.p|Debha1|3648	587	468	1019	617	266	529	866	143	349	413	475	220
jgi.p|Debha1|3649	1082	566	2193	692	422	754	24100	3391	10655	1621	1626	810
jgi.p|Debha1|365	330	574	891	538	321	731	1041	311	514	878	871	398
jgi.p|Debha1|3650	1123	4695	5054	4983	2716	6522	3061	1305	1408	3267	4019	2005
jgi.p|Debha1|3651	556	710	1447	861	470	776	706	156	311	906	899	437
jgi.p|Debha1|3652	15	49	36	64	31	31	110	96	48	27	29	20
jgi.p|Debha1|3653	1	1	4	0	1	0	13	2	6	1	6	1
jgi.p|Debha1|3654	316	557	628	586	200	275	1998	385	860	357	355	194
jgi.p|Debha1|3655	27	183	94	329	54	111	150	88	73	52	39	30
jgi.p|Debha1|3656	116	607	399	552	255	549	720	380	376	366	371	179
jgi.p|Debha1|3657	17	31	32	30	4	35	75	34	34	26	23	12
jgi.p|Debha1|3658	216	1518	1022	1529	750	1262	12696	7699	7237	850	843	367
jgi.p|Debha1|3659	998	2071	3340	2345	1142	2318	2235	939	1118	2436	2634	1122
jgi.p|Debha1|366	1168	5317	5015	5847	3175	6267	2533	1463	1462	2800	3733	1676
jgi.p|Debha1|3660	256	548	733	509	334	554	2575	718	1142	669	585	328
jgi.p|Debha1|3661	5	20	16	25	6	15	199	71	66	5	13	16
jgi.p|Debha1|3662	442	412	933	388	280	576	1967	438	688	811	940	494
jgi.p|Debha1|3663	1389	2186	5050	2357	1410	2941	1131	290	541	3196	3224	1543
jgi.p|Debha1|3664	69	194	204	239	107	173	872	291	405	201	193	99
jgi.p|Debha1|3665	36	154	127	162	118	80	62	43	48	97	123	48
jgi.p|Debha1|3666	74	233	186	267	154	187	244	154	114	161	157	76
jgi.p|Debha1|3667	14	32	50	21	22	24	445	138	148	46	54	24
jgi.p|Debha1|3668	30	65	61	56	48	33	144	54	57	58	63	25
jgi.p|Debha1|3669	52	104	133	108	76	111	582	257	231	101	113	65
jgi.p|Debha1|367	68	155	229	184	108	139	794	250	339	167	183	89
jgi.p|Debha1|3670	1937	3039	6089	3273	2161	3870	1796	513	826	5157	5150	2308
jgi.p|Debha1|3671	18	46	60	79	35	46	106	27	37	30	41	15
jgi.p|Debha1|3672	6132	14835	21839	17692	10488	18263	9833	4822	4703	14848	17427	7592
jgi.p|Debha1|3673	421	418	941	481	206	452	1959	446	812	783	738	335
jgi.p|Debha1|3674	348	425	705	414	260	320	945	258	521	445	532	260
jgi.p|Debha1|3675	16	31	30	18	16	18	154	69	72	28	17	21
jgi.p|Debha1|3676	9	20	30	33	10	19	21	10	19	35	37	15
jgi.p|Debha1|3677	42	97	108	121	48	92	601	196	195	81	80	53
jgi.p|Debha1|3678	57	205	169	218	96	145	128	69	51	140	125	66
jgi.p|Debha1|3679	22	89	64	77	34	41	148	57	73	51	52	37
jgi.p|Debha1|368	38	135	147	115	51	62	195	75	80	70	99	51
jgi.p|Debha1|3680	22	71	38	81	34	41	456	190	196	52	46	28
jgi.p|Debha1|3681	5	16	10	28	9	6	2	1	4	7	4	3
jgi.p|Debha1|3682	69	167	207	221	102	136	495	172	233	179	154	92
jgi.p|Debha1|3683	115	213	355	187	140	228	1142	278	488	297	292	123
jgi.p|Debha1|3684	74	184	224	169	107	111	119	68	61	160	159	74
jgi.p|Debha1|3685	0	4	0	1	3	3	23	10	11	0	0	0
jgi.p|Debha1|3686	23	51	62	32	23	32	208	72	63	65	57	26
jgi.p|Debha1|3687	698	2605	2344	2393	1023	1425	1816	1268	921	1232	1556	686
jgi.p|Debha1|3688	58	145	168	131	71	119	375	126	150	139	131	79
jgi.p|Debha1|3689	13	38	42	43	32	44	65	31	23	34	32	11
jgi.p|Debha1|369	123	527	411	529	229	380	523	404	294	416	440	195
jgi.p|Debha1|3690	14	58	67	61	14	36	134	77	72	28	27	25
jgi.p|Debha1|3691	170	383	550	413	259	509	638	247	428	472	426	235
jgi.p|Debha1|3692	7	24	29	20	10	14	275	122	122	18	13	8
jgi.p|Debha1|3693	42	74	79	79	35	34	94	21	41	46	36	11
jgi.p|Debha1|3694	49	128	92	138	80	132	374	147	130	84	70	39
jgi.p|Debha1|3695	193	798	705	939	287	522	445	266	224	416	466	234
jgi.p|Debha1|3696	61	134	170	144	99	88	222	63	96	98	117	66
jgi.p|Debha1|3697	36257	428064	182052	434923	205042	374096	145426	205531	76192	112854	130920	61292
jgi.p|Debha1|3698	207	186	431	157	92	253	1394	257	606	474	493	233
jgi.p|Debha1|3699	6440	33638	28157	36766	17675	36684	45244	32801	22121	14724	18627	8563
jgi.p|Debha1|37	38	79	120	94	49	62	189	40	75	102	83	48
jgi.p|Debha1|370	197	456	633	491	260	504	1198	292	514	520	498	249
jgi.p|Debha1|3700	43	70	97	90	37	56	691	249	247	97	106	42
jgi.p|Debha1|3701	528	1480	1798	1495	713	933	924	467	376	893	1081	421
jgi.p|Debha1|3702	150	244	401	266	115	190	413	114	200	291	288	164
jgi.p|Debha1|3703	9	28	34	33	13	18	174	64	71	23	27	10
jgi.p|Debha1|3704	34	93	118	127	88	135	422	203	167	93	99	50
jgi.p|Debha1|3705	48	174	189	131	125	164	277	114	130	165	143	87
jgi.p|Debha1|3706	11	69	51	62	30	52	68	27	35	46	31	10
jgi.p|Debha1|3707	34937	358863	176668	378342	181187	310078	49519	57937	27206	83897	117229	50968
jgi.p|Debha1|3708	107	261	384	374	129	368	702	188	273	228	287	149
jgi.p|Debha1|3709	113	279	318	260	174	229	549	214	242	290	270	130
jgi.p|Debha1|371	179	436	634	412	423	403	364	187	177	569	571	262
jgi.p|Debha1|3710	209	496	505	534	196	326	1093	198	358	353	382	159
jgi.p|Debha1|3711	65	76	93	112	37	97	262	67	140	104	94	43
jgi.p|Debha1|3712	42	59	83	84	39	69	453	159	160	81	85	39
jgi.p|Debha1|3713	347	599	874	543	328	467	1591	342	632	595	634	279
jgi.p|Debha1|3714	59	178	129	241	93	135	134	37	44	77	69	46
jgi.p|Debha1|3715	24	74	58	64	31	64	277	126	143	64	51	29
jgi.p|Debha1|3716	1567	4444	5185	4770	2889	4140	4447	2505	2218	3743	4727	2091
jgi.p|Debha1|3717	33618	140782	150982	143319	89152	221129	80134	34271	35274	93668	116190	52954
jgi.p|Debha1|3718	113	215	257	204	107	116	330	123	176	143	102	53
jgi.p|Debha1|3719	18	37	41	47	25	37	50	47	39	22	18	17
jgi.p|Debha1|372	28	66	64	59	29	43	339	137	150	79	54	38
jgi.p|Debha1|3720	20	48	58	70	40	37	268	75	102	50	34	28
jgi.p|Debha1|3721	43	86	157	144	101	73	168	82	72	85	134	54
jgi.p|Debha1|3722	61	197	236	254	90	260	288	176	154	153	172	72
jgi.p|Debha1|3723	1878	1888	5418	2370	1082	2673	14372	3435	7207	3174	3749	1882
jgi.p|Debha1|3724	77	229	238	299	127	178	405	146	176	134	125	65
jgi.p|Debha1|3725	71	390	239	390	85	133	592	350	310	134	128	63
jgi.p|Debha1|3726	1370	6905	5080	6620	3798	5933	2410	2505	1671	3421	3971	1621
jgi.p|Debha1|3727	35	61	65	74	29	73	120	49	53	59	64	31
jgi.p|Debha1|3728	214	434	493	458	202	236	1506	401	590	555	610	250
jgi.p|Debha1|3729	28	101	83	81	43	59	268	103	118	70	78	36
jgi.p|Debha1|373	209	391	620	409	208	551	798	197	348	827	889	365
jgi.p|Debha1|3730	76	191	269	222	99	225	578	153	249	188	210	86
jgi.p|Debha1|3731	71	230	257	225	99	251	530	172	238	231	257	133
jgi.p|Debha1|3732	256	448	589	608	295	345	954	241	347	335	394	193
jgi.p|Debha1|3733	96	108	222	113	48	95	520	114	157	202	196	75
jgi.p|Debha1|3734	1	10	9	15	6	1	13	10	0	9	2	1
jgi.p|Debha1|3735	121	191	268	150	75	137	533	131	231	203	188	93
jgi.p|Debha1|3736	102	226	259	183	102	110	999	348	552	187	218	108
jgi.p|Debha1|3737	20	59	58	84	21	24	222	88	92	52	61	23
jgi.p|Debha1|3738	13	73	47	69	23	19	117	45	41	35	33	16
jgi.p|Debha1|3739	40	99	122	92	68	117	245	61	100	83	90	46
jgi.p|Debha1|374	224	418	635	391	229	370	1851	601	827	741	680	315
jgi.p|Debha1|3740	143	148	283	89	103	185	882	184	389	283	282	116
jgi.p|Debha1|3741	2741	2721	6953	2476	1432	3487	9517	2037	3446	5530	5653	2758
jgi.p|Debha1|3742	7	28	18	17	6	11	113	62	44	16	15	3
jgi.p|Debha1|3743	138	348	475	382	196	370	827	277	360	395	411	193
jgi.p|Debha1|3744	32	110	106	108	59	83	266	132	152	96	104	47
jgi.p|Debha1|3745	30	118	88	121	40	52	507	219	242	51	67	20
jgi.p|Debha1|3746	69	119	184	123	57	125	634	229	257	140	106	64
jgi.p|Debha1|3747	545	1234	1488	1339	763	1514	1204	372	570	1298	1206	537
jgi.p|Debha1|3748	4	22	31	54	11	37	111	48	38	22	37	19
jgi.p|Debha1|3749	105	248	256	291	143	199	1074	247	462	274	314	134
jgi.p|Debha1|375	15	91	56	105	43	42	64	44	36	49	48	20
jgi.p|Debha1|3750	88	364	284	390	184	339	428	239	252	224	256	104
jgi.p|Debha1|3751	42	96	84	82	36	56	399	89	158	56	96	35
jgi.p|Debha1|3752	44	97	99	71	71	58	410	191	153	124	120	37
jgi.p|Debha1|3753	22	64	89	104	27	47	302	89	127	59	58	42
jgi.p|Debha1|3754	43	77	160	101	39	81	1513	317	638	94	91	41
jgi.p|Debha1|3755	76	140	176	99	92	83	1197	215	474	149	169	77
jgi.p|Debha1|3756	56	204	189	173	89	141	950	216	422	157	168	69
jgi.p|Debha1|3757	182	451	461	481	220	416	1450	480	627	395	356	141
jgi.p|Debha1|3758	31	193	143	245	80	119	233	128	98	80	62	32
jgi.p|Debha1|3759	675	785	1426	946	448	705	1434	376	697	1032	1025	497
jgi.p|Debha1|376	49	184	153	163	87	165	800	269	316	240	178	73
jgi.p|Debha1|3760	2	18	9	13	5	7	27	17	12	8	12	2
jgi.p|Debha1|3761	2286	11849	12214	12932	6085	11297	14820	8265	8511	8479	10196	4267
jgi.p|Debha1|3762	74	158	226	174	93	180	530	202	248	149	165	99
jgi.p|Debha1|3763	23109	150245	101634	134544	81214	120903	11758	17229	8023	57814	71988	30471
jgi.p|Debha1|3764	37	50	94	82	38	56	321	171	152	92	70	28
jgi.p|Debha1|3765	83	98	210	63	41	48	624	122	237	157	151	78
jgi.p|Debha1|3766	38	35	111	45	22	35	108	32	34	52	68	25
jgi.p|Debha1|3767	31	40	53	50	36	35	340	100	139	58	50	15
jgi.p|Debha1|3768	28	95	115	131	41	81	325	137	154	55	85	37
jgi.p|Debha1|3769	286	297	580	406	166	281	1472	312	530	433	470	226
jgi.p|Debha1|377	6387	31892	27595	31683	17990	28233	9943	9313	6256	11583	15638	6632
jgi.p|Debha1|3770	60	163	183	185	76	178	399	104	128	113	134	75
jgi.p|Debha1|3771	164	801	498	783	316	484	276	239	138	327	421	187
jgi.p|Debha1|3772	208	410	589	482	273	400	1608	455	620	531	520	246
jgi.p|Debha1|3773	157	339	442	338	260	223	244	69	106	301	344	172
jgi.p|Debha1|3774	33	185	112	183	62	102	202	87	72	79	108	55
jgi.p|Debha1|3775	32	75	84	120	41	51	251	99	114	72	64	25
jgi.p|Debha1|3776	8	55	39	42	11	19	90	39	42	32	35	10
jgi.p|Debha1|3777	21	20	62	35	20	21	335	70	141	46	36	21
jgi.p|Debha1|3778	12	13	25	16	11	20	49	13	19	18	28	12
jgi.p|Debha1|3779	3	7	5	4	7	9	13	5	4	12	9	11
jgi.p|Debha1|378	106	261	353	222	240	157	113	70	44	208	266	110
jgi.p|Debha1|3780	11	25	18	28	11	19	107	40	37	24	28	19
jgi.p|Debha1|3781	36	130	114	96	84	123	292	98	139	125	136	43
jgi.p|Debha1|3782	20	79	58	82	32	64	174	165	103	53	58	19
jgi.p|Debha1|3783	1274	1156	3067	1106	690	1180	2657	526	1323	1826	2047	1035
jgi.p|Debha1|3784	201	305	460	343	172	280	446	106	200	361	379	150
jgi.p|Debha1|3785	57	111	146	141	65	105	149	38	43	154	138	70
jgi.p|Debha1|3786	1330	1128	2675	1205	649	1263	1701	303	702	2029	2022	1002
jgi.p|Debha1|3787	327	332	670	380	252	308	1346	287	543	592	536	253
jgi.p|Debha1|3788	180	452	438	421	158	203	1319	336	432	259	259	136
jgi.p|Debha1|3789	9	31	37	37	14	33	99	39	53	39	32	15
jgi.p|Debha1|379	32	150	90	170	64	96	177	127	89	66	48	21
jgi.p|Debha1|3790	568	1564	1705	1667	1187	1415	642	269	386	1239	1521	615
jgi.p|Debha1|3791	25	81	91	115	41	69	516	197	183	106	116	45
jgi.p|Debha1|3792	243	631	659	719	406	766	1674	590	762	736	691	319
jgi.p|Debha1|3793	11	34	37	36	23	46	88	53	48	19	40	20
jgi.p|Debha1|3794	706	671	1411	700	395	699	3077	550	1297	1102	1085	618
jgi.p|Debha1|3795	152	531	719	635	256	518	583	135	312	618	607	322
jgi.p|Debha1|3796	305	496	719	537	355	534	2712	752	1061	591	663	297
jgi.p|Debha1|3797	413	1366	1396	1279	941	1093	794	509	549	1021	1066	402
jgi.p|Debha1|3798	125	462	387	489	220	408	961	366	354	401	398	198
jgi.p|Debha1|3799	68	166	208	226	128	144	765	202	352	181	201	90
jgi.p|Debha1|38	130	597	556	641	277	689	5786	4861	3853	492	544	207
jgi.p|Debha1|380	97	111	179	101	65	128	896	225	364	167	140	83
jgi.p|Debha1|3800	567	1444	1736	1441	1201	902	261	161	154	1248	1369	513
jgi.p|Debha1|3801	0	4	0	2	0	1	1	0	0	1	1	0
jgi.p|Debha1|3802	1916	8621	9198	9188	4226	7518	3021	1863	1651	4465	5177	2303
jgi.p|Debha1|3803	469	684	1148	731	384	576	3411	770	1231	1058	1055	461
jgi.p|Debha1|3804	7	38	37	62	16	24	136	71	58	18	23	19
jgi.p|Debha1|3805	93	257	246	272	186	330	387	161	183	276	259	127
jgi.p|Debha1|3806	57	96	171	117	58	85	1045	222	399	117	120	58
jgi.p|Debha1|3807	698	677	1593	752	419	730	3808	939	1804	1333	1327	660
jgi.p|Debha1|3808	2266	9513	8237	9363	4147	4721	1662	1830	1116	3731	4476	1859
jgi.p|Debha1|3809	1363	2651	4707	2639	1489	2253	1420	394	533	2259	2912	1247
jgi.p|Debha1|381	78	202	230	184	119	200	818	214	283	170	171	70
jgi.p|Debha1|3810	14	66	57	67	38	78	203	70	84	52	53	26
jgi.p|Debha1|3811	72	104	158	91	66	110	802	162	323	168	146	75
jgi.p|Debha1|3812	0	3	2	1	2	5	8	1	2	2	10	2
jgi.p|Debha1|3813	2583	4600	7546	4188	2691	5333	6845	3709	3786	7250	6506	2947
jgi.p|Debha1|3814	66	152	156	157	89	173	424	171	154	144	156	78
jgi.p|Debha1|3815	883	827	1677	834	529	957	2436	456	884	1356	1323	691
jgi.p|Debha1|3816	85	364	356	378	170	246	377	251	210	206	223	85
jgi.p|Debha1|3817	5384	10538	19013	12785	5732	16008	10444	3128	4435	14106	15875	7440
jgi.p|Debha1|3818	116	149	277	137	78	187	1530	330	652	346	331	153
jgi.p|Debha1|3819	41	309	139	333	45	115	89	50	44	82	64	39
jgi.p|Debha1|382	57	268	254	249	120	248	677	232	264	222	214	106
jgi.p|Debha1|3820	126	342	282	321	159	161	795	370	282	181	234	93
jgi.p|Debha1|3821	147	355	424	390	164	274	1102	290	465	448	379	185
jgi.p|Debha1|3822	34	46	53	40	22	24	99	27	49	59	49	26
jgi.p|Debha1|3823	68	204	190	194	133	272	209	195	138	220	193	84
jgi.p|Debha1|3824	159	182	337	183	103	137	439	87	220	211	251	105
jgi.p|Debha1|3825	26	76	75	59	45	88	222	110	110	62	60	34
jgi.p|Debha1|3826	269	472	725	505	291	464	1529	619	655	742	711	287
jgi.p|Debha1|3827	597	1316	1430	1184	889	646	1191	792	600	810	953	391
jgi.p|Debha1|3828	62	128	144	112	99	93	173	87	100	104	135	51
jgi.p|Debha1|3829	50	101	119	103	52	95	408	90	130	131	109	48
jgi.p|Debha1|383	66	286	282	300	175	328	591	257	302	314	291	121
jgi.p|Debha1|3830	3	14	11	9	6	9	3	5	4	0	1	4
jgi.p|Debha1|3831	231	3157	1090	2211	703	1251	225	315	168	1360	1560	791
jgi.p|Debha1|3832	696	1361	2342	1336	1089	1839	789	387	466	1835	2045	938
jgi.p|Debha1|3833	41	83	113	72	50	83	653	178	319	144	138	49
jgi.p|Debha1|3834	20	115	81	98	47	47	337	91	128	71	65	35
jgi.p|Debha1|3835	160	230	433	230	106	195	1157	234	485	331	308	122
jgi.p|Debha1|3836	45	102	107	98	66	88	378	131	174	77	99	36
jgi.p|Debha1|3837	4189	16335	14690	16638	11454	20458	7477	4449	4587	11697	14045	6167
jgi.p|Debha1|3838	1140	2288	3674	2585	1344	3206	2789	730	1472	2640	3029	1535
jgi.p|Debha1|3839	31	66	76	101	35	62	373	189	160	72	58	21
jgi.p|Debha1|384	15887	20805	39619	18241	18476	17461	12013	4046	5251	27648	30750	12269
jgi.p|Debha1|3840	432	425	860	481	275	379	2057	401	702	393	433	265
jgi.p|Debha1|3841	872	2406	3052	2610	1398	3103	2805	1517	1518	2423	2943	1225
jgi.p|Debha1|3842	492	1005	1815	1061	653	1565	1515	795	761	1464	1689	819
jgi.p|Debha1|3843	1291	4350	5426	4471	2263	5127	3768	1311	2140	3323	3997	1920
jgi.p|Debha1|3844	5530	11138	18916	13767	6873	10363	11910	4363	5457	7657	9558	4674
jgi.p|Debha1|3845	413	511	1005	484	332	445	957	197	452	650	796	325
jgi.p|Debha1|3846	82	112	156	108	83	101	305	88	132	143	130	55
jgi.p|Debha1|3847	3205	28529	15410	34285	14492	31335	21997	27138	12449	8072	10581	5313
jgi.p|Debha1|3848	92	98	269	174	112	158	799	184	298	239	294	91
jgi.p|Debha1|3849	10	56	40	82	20	36	104	68	50	25	17	12
jgi.p|Debha1|385	2019	3968	6730	4396	2384	6064	5697	2723	3244	4962	5087	2380
jgi.p|Debha1|3850	145	355	477	339	188	302	1412	342	543	379	397	169
jgi.p|Debha1|3851	60	110	142	161	67	136	344	77	149	102	129	60
jgi.p|Debha1|3852	213	744	713	787	389	551	1403	508	625	1012	1059	478
jgi.p|Debha1|3853	427	1240	1389	1416	788	1527	3994	2306	2287	1420	1424	694
jgi.p|Debha1|3854	77	164	219	202	101	224	519	195	231	273	254	116
jgi.p|Debha1|3855	113	326	324	321	168	285	770	254	323	280	300	124
jgi.p|Debha1|3856	10	60	50	104	37	42	229	112	104	49	63	15
jgi.p|Debha1|3857	731	951	1679	825	471	981	3126	753	1398	1585	1621	722
jgi.p|Debha1|3858	217	635	698	639	349	703	866	341	396	404	502	250
jgi.p|Debha1|3859	60	123	173	106	79	144	901	208	364	212	202	101
jgi.p|Debha1|386	492	822	1302	839	497	1083	1704	705	856	957	1106	456
jgi.p|Debha1|3860	519	621	1298	624	334	535	1728	431	748	876	934	399
jgi.p|Debha1|3861	56	221	256	304	98	182	1252	376	497	169	154	129
jgi.p|Debha1|3862	8095	13746	27019	15702	8275	21888	62582	19953	27279	18853	20725	10031
jgi.p|Debha1|3863	711	1281	2183	1449	755	1983	3898	1409	1695	1599	1772	830
jgi.p|Debha1|3864	378	504	1142	561	359	637	894	181	449	873	1032	421
jgi.p|Debha1|3865	88	179	194	216	88	123	303	103	120	88	94	60
jgi.p|Debha1|3866	18	71	67	63	54	64	285	126	134	94	64	28
jgi.p|Debha1|3867	10	21	28	23	12	8	102	26	47	27	31	9
jgi.p|Debha1|3868	0	0	1	0	2	0	5	6	3	1	1	1
jgi.p|Debha1|3869	0	4	1	4	0	2	57	34	28	6	0	2
jgi.p|Debha1|387	930	662	1669	734	488	879	1867	269	724	1469	1546	732
jgi.p|Debha1|3870	5	44	35	48	19	39	80	45	44	26	23	12
jgi.p|Debha1|3871	46	70	114	46	31	53	173	25	60	88	80	41
jgi.p|Debha1|3872	138	212	307	261	158	240	1381	328	534	317	275	132
jgi.p|Debha1|3873	35	167	110	149	67	96	68	73	41	85	73	33
jgi.p|Debha1|3874	85	113	142	144	88	191	382	113	180	149	154	76
jgi.p|Debha1|3875	84	227	290	240	160	167	197	60	64	191	194	86
jgi.p|Debha1|3876	264	1060	1080	1188	627	819	495	296	222	506	729	288
jgi.p|Debha1|3877	14	48	59	70	34	52	258	85	91	50	41	18
jgi.p|Debha1|3878	133	357	287	343	107	184	869	204	430	162	137	76
jgi.p|Debha1|3879	8	6	12	10	4	4	73	28	29	11	16	5
jgi.p|Debha1|388	2300	1627	5030	1639	1056	2110	7625	1317	3036	3570	3414	1727
jgi.p|Debha1|3880	80	233	198	230	179	281	909	305	375	258	214	112
jgi.p|Debha1|3881	230	526	550	512	218	483	1624	409	567	363	361	182
jgi.p|Debha1|3882	0	3	1	14	7	1	6	5	6	3	5	3
jgi.p|Debha1|3883	141	535	585	686	260	482	1094	349	395	302	356	142
jgi.p|Debha1|3884	585	4123	2818	3992	2239	3405	563	432	305	2125	2729	1164
jgi.p|Debha1|3885	5175	7836	16529	9303	5338	12287	16295	5018	7462	17630	19823	9469
jgi.p|Debha1|3886	44	9	32	15	6	31	3131	455	1085	58	53	34
jgi.p|Debha1|3887	192	130	254	168	145	340	7342	1650	2727	589	631	285
jgi.p|Debha1|3888	68	217	150	205	104	143	902	311	380	145	133	75
jgi.p|Debha1|3889	30	48	75	44	24	41	312	100	161	50	63	20
jgi.p|Debha1|389	109	266	346	276	149	243	531	211	290	249	290	138
jgi.p|Debha1|3890	439	1248	1075	966	518	572	1025	488	458	602	673	277
jgi.p|Debha1|3891	54	222	191	220	104	166	298	173	156	130	154	68
jgi.p|Debha1|3892	73	235	193	207	96	167	703	238	245	151	174	69
jgi.p|Debha1|3893	231	833	830	912	410	511	1025	292	455	705	684	403
jgi.p|Debha1|3894	300	881	857	853	484	630	3476	1445	1482	797	787	347
jgi.p|Debha1|3895	8	45	31	51	31	51	155	53	59	27	41	21
jgi.p|Debha1|3896	1020	2728	3065	2496	1385	2378	8274	2122	3593	3481	3356	1549
jgi.p|Debha1|3897	51	97	139	166	66	105	721	163	338	119	108	56
jgi.p|Debha1|3898	3	56	22	38	4	6	112	97	34	21	13	6
jgi.p|Debha1|3899	81	181	222	198	107	189	2003	606	876	200	220	110
jgi.p|Debha1|39	42	155	172	156	91	146	327	93	143	160	149	90
jgi.p|Debha1|390	122	214	299	246	171	248	1264	351	466	236	233	138
jgi.p|Debha1|3900	816	1254	2373	1410	727	1359	2258	800	1011	1664	1672	826
jgi.p|Debha1|3901	46	209	149	181	79	156	418	142	177	120	99	54
jgi.p|Debha1|3902	18	48	46	63	11	23	121	40	49	28	24	16
jgi.p|Debha1|3903	24	36	55	53	13	41	227	73	85	53	46	29
jgi.p|Debha1|3904	27	54	98	90	68	46	48	21	28	53	92	30
jgi.p|Debha1|3905	27	122	123	147	44	73	301	124	146	109	94	42
jgi.p|Debha1|3906	633	3296	2091	3079	1119	1665	2161	2221	1224	1066	1323	574
jgi.p|Debha1|3907	26	106	72	79	35	40	233	141	111	49	62	32
jgi.p|Debha1|3908	31	173	97	165	81	105	196	171	94	64	89	32
jgi.p|Debha1|3909	3	32	16	10	5	5	75	47	31	14	10	11
jgi.p|Debha1|391	38719	82134	151878	90100	59954	144643	31952	8436	12856	100889	119018	57320
jgi.p|Debha1|3910	720	1696	2048	1581	1130	1762	12437	3341	5191	2424	2493	1098
jgi.p|Debha1|3911	124	516	486	548	245	643	1232	582	663	356	366	198
jgi.p|Debha1|3912	79	203	272	255	111	270	671	220	323	332	326	107
jgi.p|Debha1|3913	30	45	57	69	34	62	365	87	191	64	52	34
jgi.p|Debha1|3914	98	171	199	168	110	142	718	192	305	199	195	103
jgi.p|Debha1|3915	145	303	412	302	137	178	647	129	269	345	301	145
jgi.p|Debha1|3916	81	246	222	264	109	238	1216	393	473	191	179	89
jgi.p|Debha1|3917	229	273	387	328	110	171	1498	311	655	402	434	211
jgi.p|Debha1|3918	294	293	645	309	161	304	639	178	261	472	460	219
jgi.p|Debha1|3919	47	97	142	121	56	76	201	70	72	92	83	47
jgi.p|Debha1|392	2130	3488	5691	3297	2562	4707	16621	6486	8085	6688	6516	2809
jgi.p|Debha1|3920	237	437	560	447	193	296	2903	761	1160	232	198	120
jgi.p|Debha1|3921	877	1624	2048	1545	801	1090	2727	703	1216	1289	1312	710
