GeneID	GYAPG	GYAOY	GYAOZ	GYAPA	GYAPB	GYAPC	GYAPH	GYAPN	GYAPO	GYAPP	GYAPS	GYAPT
jgi.p|Debha1|1872	56	107	94	81	31	51	477	72	192	387	478	163
jgi.p|Debha1|1873	15	32	37	20	25	22	235	105	94	16	23	17
jgi.p|Debha1|1874	51	216	156	178	136	178	258	89	110	133	150	62
jgi.p|Debha1|1875	148	350	464	387	233	382	852	280	312	427	429	175
jgi.p|Debha1|1876	240	396	503	302	215	343	5277	1154	2417	411	435	246
jgi.p|Debha1|1877	49	102	143	119	72	77	463	163	170	91	97	65
jgi.p|Debha1|1878	273	330	656	306	211	400	2026	586	833	513	548	262
jgi.p|Debha1|1879	42	83	100	98	41	76	719	281	251	88	76	34
jgi.p|Debha1|188	2064	7532	7672	7320	5219	10626	15007	9181	8264	7236	8778	3938
jgi.p|Debha1|1880	712	364	1462	385	309	561	920	202	374	1367	1361	676
jgi.p|Debha1|1881	358	376	933	383	238	394	1357	307	635	587	649	325
jgi.p|Debha1|1882	108	123	165	76	54	101	842	122	274	141	119	81
jgi.p|Debha1|1883	202	141	399	162	113	218	1205	261	512	389	362	212
jgi.p|Debha1|1884	192	432	465	387	250	382	909	343	519	502	613	247
jgi.p|Debha1|1885	215	323	486	386	260	337	1080	269	382	488	576	197
jgi.p|Debha1|1886	201	258	385	315	198	329	1028	290	483	434	387	180
jgi.p|Debha1|1887	87	224	275	226	119	224	546	220	239	222	210	119
jgi.p|Debha1|1888	59	114	161	164	73	142	548	149	205	172	165	85
jgi.p|Debha1|1889	38	73	94	80	44	53	305	81	106	91	96	31
jgi.p|Debha1|189	22	71	72	89	50	80	373	149	141	65	84	36
jgi.p|Debha1|1890	106	246	286	239	161	226	557	151	243	235	239	99
jgi.p|Debha1|1891	325	539	1006	603	386	568	708	296	351	963	906	387
jgi.p|Debha1|1892	300	1267	1708	1316	592	1251	41191	22393	20855	1321	1242	615
jgi.p|Debha1|1893	914	1249	2070	1264	772	1162	4361	1195	2404	1539	1692	762
jgi.p|Debha1|1894	725	1514	2117	1590	946	1866	6252	1990	2904	2064	2085	986
jgi.p|Debha1|1895	36	113	108	105	31	56	354	116	158	41	50	23
jgi.p|Debha1|1896	30	108	104	121	44	54	376	82	156	67	57	33
jgi.p|Debha1|1897	493	390	999	353	263	360	2227	435	973	425	486	206
jgi.p|Debha1|1898	6895	37324	38179	34342	18657	31499	3307	2385	2220	19531	21537	9253
jgi.p|Debha1|1899	39	51	117	72	37	85	117	14	55	88	80	26
jgi.p|Debha1|19	1934	3954	6372	5217	2013	3202	47485	9293	23904	3020	3288	1620
jgi.p|Debha1|190	39	129	98	136	59	74	329	163	118	83	91	34
jgi.p|Debha1|1900	2	56	47	51	13	35	60	34	24	33	27	13
jgi.p|Debha1|1901	29	57	67	61	29	49	312	119	155	83	78	29
jgi.p|Debha1|1902	88	370	305	364	159	233	1057	509	515	321	359	139
jgi.p|Debha1|1903	2	23	10	9	5	22	4	3	0	16	11	12
jgi.p|Debha1|1904	62906	393423	298046	461337	212693	448289	221283	170587	111310	177228	223549	105391
jgi.p|Debha1|1905	178	345	474	367	180	341	1329	244	454	281	326	177
jgi.p|Debha1|1906	222	357	472	337	205	319	904	150	351	568	558	220
jgi.p|Debha1|1907	96	371	349	347	178	263	1185	438	590	427	382	155
jgi.p|Debha1|1908	55	213	220	185	93	138	309	93	125	111	157	73
jgi.p|Debha1|1909	20	50	65	40	25	47	319	89	116	58	58	33
jgi.p|Debha1|191	0	3	2	4	0	12	14	25	8	3	1	2
jgi.p|Debha1|1910	3832	5832	8467	5985	3468	7248	45667	9250	16698	9269	9514	4287
jgi.p|Debha1|1911	113	39	176	37	33	88	1095	95	424	167	143	109
jgi.p|Debha1|1912	25	98	72	114	53	74	342	116	149	70	58	28
jgi.p|Debha1|1913	24	92	95	85	37	48	381	117	146	61	45	21
jgi.p|Debha1|1914	55	76	136	123	50	98	443	205	216	96	111	46
jgi.p|Debha1|1915	2880	6863	8707	6370	3330	5878	5898	1911	2733	5678	6695	3010
jgi.p|Debha1|1916	135	208	381	258	150	132	113	43	34	217	227	97
jgi.p|Debha1|1917	35	219	139	210	106	200	447	219	195	164	153	76
jgi.p|Debha1|1918	1483	1947	3828	1883	1196	2492	1444	398	617	2860	3347	1635
jgi.p|Debha1|1919	421	957	1343	840	523	1168	4180	1666	2139	1386	1420	621
jgi.p|Debha1|192	410	474	1016	510	251	558	2154	471	994	985	974	459
jgi.p|Debha1|1920	296	2025	1339	1724	640	1207	2573	1616	1596	816	901	375
jgi.p|Debha1|1921	710	898	1779	1004	481	1249	3392	801	1442	1692	1965	979
jgi.p|Debha1|1922	577	376	1092	391	248	496	2550	509	1169	914	1097	551
jgi.p|Debha1|1923	1276	2890	4458	2370	2166	2579	14315	5824	6982	5289	4552	2007
jgi.p|Debha1|1924	99	917	452	898	371	843	245	230	165	391	376	168
jgi.p|Debha1|1925	795	578	1481	579	454	682	2215	469	1034	1162	1083	573
jgi.p|Debha1|1926	213	194	496	256	111	356	3718	710	1711	277	334	187
jgi.p|Debha1|1927	7327	10340	19542	10992	6213	10424	11257	4006	6639	9769	12040	5897
jgi.p|Debha1|1928	101	207	250	252	104	214	686	210	235	195	233	114
jgi.p|Debha1|1929	7	14	13	21	10	10	68	37	37	16	10	6
jgi.p|Debha1|193	803	1268	2191	1231	706	1654	3765	1259	2071	1978	2224	957
jgi.p|Debha1|1930	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Debha1|1931	1164	3095	4194	3266	1971	3076	4307	2420	2178	3069	3316	1530
jgi.p|Debha1|1932	17	43	45	28	14	33	138	54	63	37	24	18
jgi.p|Debha1|1933	65	205	174	209	93	216	231	84	93	170	145	77
jgi.p|Debha1|1934	7	11	19	12	11	19	180	48	59	16	25	11
jgi.p|Debha1|1935	15	26	46	14	10	23	314	85	127	29	34	18
jgi.p|Debha1|1936	612	839	1449	945	540	763	2417	603	1026	1510	1611	747
jgi.p|Debha1|1937	952	1316	2056	1405	886	1569	5465	1289	2062	2067	2203	1097
jgi.p|Debha1|1938	648	518	1288	603	435	697	2533	416	1059	1011	1017	475
jgi.p|Debha1|1939	87	118	172	171	105	97	463	134	197	155	176	69
jgi.p|Debha1|194	18	74	67	75	38	63	264	65	76	57	47	29
jgi.p|Debha1|1940	206	294	446	347	196	366	666	125	302	421	423	201
jgi.p|Debha1|1941	2622	13391	10140	15288	6907	10156	3569	2700	2253	5633	7541	3244
jgi.p|Debha1|1942	6	12	12	20	7	16	71	44	43	13	12	9
jgi.p|Debha1|1943	246	312	553	373	163	218	422	87	216	313	332	155
jgi.p|Debha1|1944	51	101	187	123	62	116	445	158	174	112	116	47
jgi.p|Debha1|1945	95	118	242	120	122	149	684	207	247	195	167	111
jgi.p|Debha1|1946	10616	19391	35411	20936	12754	28028	59015	19723	31765	22902	28674	14009
jgi.p|Debha1|1947	730	1207	2163	1313	740	1328	1824	584	754	1667	1734	737
jgi.p|Debha1|1948	52	87	108	86	55	68	319	99	120	81	59	39
jgi.p|Debha1|1949	62	209	241	202	112	244	859	226	375	255	260	128
jgi.p|Debha1|195	46	127	136	164	66	132	381	100	135	126	109	58
jgi.p|Debha1|1950	192	310	446	287	177	264	1432	314	659	467	505	252
jgi.p|Debha1|1951	21	81	95	73	43	54	326	135	163	136	152	52
jgi.p|Debha1|1952	50	166	151	158	59	119	650	260	256	131	119	51
jgi.p|Debha1|1953	59	141	123	104	40	50	76	38	44	71	67	31
jgi.p|Debha1|1954	16206	71120	71086	76292	42166	94009	79123	48762	41521	58138	74166	34905
jgi.p|Debha1|1955	65	86	164	111	64	120	700	229	270	150	154	99
jgi.p|Debha1|1956	12	26	27	14	9	11	130	39	57	15	12	12
jgi.p|Debha1|1957	209	146	456	175	113	188	997	193	371	410	366	202
jgi.p|Debha1|1958	97	208	200	186	54	125	1586	425	715	238	233	100
jgi.p|Debha1|1959	579	1179	1778	1200	776	1630	891	425	475	1566	1484	633
jgi.p|Debha1|196	19	60	72	39	29	64	121	34	53	65	72	18
jgi.p|Debha1|1960	311	635	993	664	309	453	2017	593	815	562	584	285
jgi.p|Debha1|1961	26	35	48	54	21	47	277	116	122	47	38	18
jgi.p|Debha1|1962	159	296	385	263	196	245	864	225	385	263	297	142
jgi.p|Debha1|1963	112	169	278	169	86	185	424	116	174	249	281	137
jgi.p|Debha1|1964	166	288	324	307	154	253	1709	410	811	338	297	145
jgi.p|Debha1|1965	37	117	112	130	66	88	120	59	42	116	110	43
jgi.p|Debha1|1966	412	683	1001	697	541	586	654	246	295	933	857	385
jgi.p|Debha1|1967	25	96	78	69	29	40	355	106	137	55	76	31
jgi.p|Debha1|1968	67	146	197	148	94	165	998	290	454	279	226	99
jgi.p|Debha1|1969	592	376	1173	492	240	465	4565	878	1978	572	607	368
jgi.p|Debha1|197	114	258	312	221	121	232	686	191	328	279	303	133
jgi.p|Debha1|1970	2	3	3	0	2	2	5	4	0	1	3	0
jgi.p|Debha1|1971	3	12	6	8	3	8	11	3	3	14	12	7
jgi.p|Debha1|1972	3	17	14	18	7	10	4	0	4	18	15	9
jgi.p|Debha1|1973	62	553	265	586	261	550	152	163	88	141	169	76
jgi.p|Debha1|1974	103	320	323	254	169	282	505	154	213	191	234	89
jgi.p|Debha1|1975	122	111	244	157	69	107	751	144	234	203	240	124
jgi.p|Debha1|1976	112	270	295	250	189	221	981	246	374	197	242	95
jgi.p|Debha1|1977	413	492	721	551	325	494	2331	435	961	557	575	274
jgi.p|Debha1|1978	110	310	338	309	158	225	816	243	342	331	351	171
jgi.p|Debha1|1979	545	1437	1772	1115	777	841	2086	496	975	1736	1703	755
jgi.p|Debha1|198	130	227	406	319	111	255	893	231	408	260	285	139
jgi.p|Debha1|1980	52	80	125	105	47	96	504	152	206	110	137	44
jgi.p|Debha1|1981	138	272	399	337	152	249	1056	234	399	276	323	128
jgi.p|Debha1|1982	107	240	340	298	146	222	717	237	274	244	271	121
jgi.p|Debha1|1983	1074	5179	4775	5605	2655	5670	2883	1514	1431	2963	3723	1560
jgi.p|Debha1|1984	22	50	54	54	36	37	178	70	64	46	58	14
jgi.p|Debha1|1985	334	590	629	623	357	453	4007	888	1330	585	572	253
jgi.p|Debha1|1986	613	560	1370	654	393	717	1689	364	730	1543	1519	666
jgi.p|Debha1|1987	32	25	82	28	27	46	152	25	57	90	67	35
jgi.p|Debha1|1988	15	55	74	56	21	48	206	54	78	58	57	35
jgi.p|Debha1|1989	414	584	1147	617	415	719	2513	712	1097	884	910	364
jgi.p|Debha1|199	185	265	342	278	117	222	1775	444	652	382	322	176
jgi.p|Debha1|1990	1105	4310	4240	4483	2575	4308	4647	2067	2553	2937	3287	1469
jgi.p|Debha1|1991	37	54	82	58	45	73	2139	383	789	149	101	51
jgi.p|Debha1|1992	228	284	520	293	152	328	1763	414	708	594	510	248
jgi.p|Debha1|1993	1965	2392	5596	2767	1432	2852	7996	2269	4656	3678	4148	1939
jgi.p|Debha1|1994	50	119	112	101	51	59	707	231	300	137	128	44
jgi.p|Debha1|1995	73	115	208	131	91	138	375	69	144	165	167	79
jgi.p|Debha1|1996	1449	2545	4853	2737	1735	3621	2048	650	1054	5780	6388	2667
jgi.p|Debha1|1997	77	100	194	101	73	95	932	193	321	198	217	102
jgi.p|Debha1|1998	11	35	19	25	15	19	83	41	63	34	20	23
jgi.p|Debha1|1999	77	250	312	257	136	246	560	217	202	248	214	119
jgi.p|Debha1|2	15	31	54	41	34	52	14	10	3	45	49	39
jgi.p|Debha1|20	399	941	1359	878	625	918	904	487	491	889	925	370
jgi.p|Debha1|200	28	101	72	90	58	36	380	161	126	68	83	22
jgi.p|Debha1|2000	57	90	103	52	37	50	452	79	184	63	73	20
jgi.p|Debha1|2001	84	105	182	110	47	96	435	108	134	160	132	65
jgi.p|Debha1|2002	31	97	78	97	29	51	371	122	161	33	61	14
jgi.p|Debha1|2003	78	332	239	344	155	340	405	178	168	155	211	86
jgi.p|Debha1|2004	2	4	1	4	0	0	7	3	2	0	1	1
jgi.p|Debha1|2005	630	1155	1658	955	570	820	5317	1314	2612	1445	1404	645
jgi.p|Debha1|2006	25	38	83	35	25	71	434	101	166	68	70	36
jgi.p|Debha1|2007	61	97	100	132	71	99	196	38	60	76	88	42
jgi.p|Debha1|2008	31	70	99	68	42	59	310	128	135	92	134	39
jgi.p|Debha1|2009	1002	1178	2232	1166	508	870	1098	230	486	1279	1289	701
jgi.p|Debha1|201	10	91	44	103	34	21	202	157	87	31	31	17
jgi.p|Debha1|2010	278	893	841	895	436	823	1011	622	510	729	783	378
jgi.p|Debha1|2011	2736	6638	7722	6291	3971	7154	28438	8119	12276	16626	15062	6426
jgi.p|Debha1|2012	73	164	188	197	67	112	228	93	126	162	148	53
jgi.p|Debha1|2013	207	320	518	418	202	484	2389	468	842	297	379	176
jgi.p|Debha1|2014	360	458	1151	646	348	685	796	232	347	738	801	388
jgi.p|Debha1|2015	6	31	30	31	13	41	241	100	70	25	34	12
jgi.p|Debha1|2016	28	77	67	127	40	61	156	76	56	41	42	27
jgi.p|Debha1|2017	40	96	113	112	33	91	106	27	55	74	85	48
jgi.p|Debha1|2018	63	104	157	131	100	95	933	222	349	147	126	50
jgi.p|Debha1|2019	25	81	106	64	55	55	244	46	86	67	85	28
jgi.p|Debha1|202	61	169	195	145	93	141	699	253	286	169	158	70
jgi.p|Debha1|2020	49931	94451	178261	94021	72228	139668	33402	12787	16845	126131	151850	64361
jgi.p|Debha1|2021	5	11	11	4	2	6	7	0	1	6	3	3
jgi.p|Debha1|2022	335	321	680	299	202	349	1841	411	848	513	538	245
jgi.p|Debha1|2023	9870	56328	44073	51782	27617	50367	4938	4423	2683	22704	28056	11428
jgi.p|Debha1|2024	286	436	667	318	308	470	1630	480	627	841	719	345
jgi.p|Debha1|2025	3604	8055	12387	9234	5259	13493	8573	2796	3466	9546	10812	5022
jgi.p|Debha1|2026	215	224	574	253	162	349	2302	591	1042	408	466	230
jgi.p|Debha1|2027	87	113	208	98	50	123	1329	321	613	274	249	149
jgi.p|Debha1|2028	516	668	1227	655	297	629	1159	327	624	915	988	480
jgi.p|Debha1|2029	23	102	69	105	38	75	250	124	113	58	51	27
jgi.p|Debha1|203	589	3015	2446	3376	1772	4280	1851	1640	1201	1506	1789	985
jgi.p|Debha1|2030	154	264	364	292	232	297	836	324	285	389	386	180
jgi.p|Debha1|2031	34	78	101	100	37	65	743	407	345	85	87	53
jgi.p|Debha1|2032	334	679	1111	687	587	628	432	346	259	1161	1000	408
jgi.p|Debha1|2033	39	185	139	218	93	161	237	135	107	82	100	51
jgi.p|Debha1|2034	2543	16076	11885	15330	8663	14045	3486	2900	2400	7420	8604	3700
jgi.p|Debha1|2035	36	188	110	143	41	63	656	195	262	98	103	47
jgi.p|Debha1|2036	168	252	367	252	174	321	1496	324	662	655	593	263
jgi.p|Debha1|2037	38	114	121	98	61	98	641	150	308	114	111	50
jgi.p|Debha1|2038	63	126	163	107	74	146	593	132	256	174	127	56
jgi.p|Debha1|2039	24	70	94	64	41	91	451	171	223	103	96	49
jgi.p|Debha1|204	2181	2981	6830	3534	1896	4764	5465	2472	3035	4837	5495	2801
jgi.p|Debha1|2040	17	60	61	36	31	41	275	107	97	39	42	23
jgi.p|Debha1|2041	18743	78562	74553	74271	52167	72429	8463	7247	5382	46616	58761	25024
jgi.p|Debha1|2042	4378	8940	15407	9750	5696	12424	19999	8559	10763	9508	12010	5716
jgi.p|Debha1|2043	842	972	2397	1087	591	1365	1991	555	961	1606	1858	871
jgi.p|Debha1|2044	160	145	389	130	112	183	618	130	223	316	305	175
jgi.p|Debha1|2045	361	537	995	465	288	591	1365	402	587	907	902	395
jgi.p|Debha1|2046	31	78	82	84	30	53	357	108	136	76	64	31
jgi.p|Debha1|2047	152	179	316	252	165	282	381	81	149	215	175	100
jgi.p|Debha1|2048	65	267	270	225	158	237	1040	357	479	268	274	120
jgi.p|Debha1|2049	42	74	102	57	60	112	662	333	236	74	68	50
jgi.p|Debha1|205	89	106	266	167	75	159	758	184	341	173	154	86
jgi.p|Debha1|2050	1040	2250	3120	2002	1737	2171	1955	1187	1138	2787	3138	1441
jgi.p|Debha1|2051	1215	1852	3881	2003	1311	3502	1513	473	719	3280	3500	1635
jgi.p|Debha1|2052	4131	11210	14854	11762	8064	16586	4689	3286	2516	12126	14134	6198
jgi.p|Debha1|2053	948	3378	4138	3693	2172	5104	1381	848	814	2724	3299	1611
jgi.p|Debha1|2054	3720	10748	14509	11349	6676	15905	42763	16753	23484	15690	17156	7758
jgi.p|Debha1|2055	365	1102	1436	1140	697	1636	1412	402	599	817	956	460
jgi.p|Debha1|2056	377	1264	1421	1370	675	1573	1721	958	842	861	1065	466
jgi.p|Debha1|2057	536	914	1423	852	760	882	1392	591	638	1091	1263	535
jgi.p|Debha1|2058	30	81	87	63	48	68	95	69	40	95	92	38
jgi.p|Debha1|2059	68	303	263	310	158	238	898	253	372	231	270	93
jgi.p|Debha1|206	6898	42831	30267	50083	25796	43492	35606	34632	18302	21158	27546	12889
jgi.p|Debha1|2060	59	91	179	79	74	91	416	181	168	111	162	70
jgi.p|Debha1|2061	1146	1615	3027	2201	990	2208	6520	2657	2928	1765	2160	1159
jgi.p|Debha1|2062	207	289	498	259	167	372	1309	339	543	396	341	196
jgi.p|Debha1|2063	659	694	1639	724	512	910	2143	737	1001	1112	1239	588
jgi.p|Debha1|2064	252	461	580	425	260	283	4757	1470	1826	421	462	223
jgi.p|Debha1|2065	36	52	90	52	32	35	349	82	138	66	65	25
jgi.p|Debha1|2066	29	35	70	40	20	39	486	115	186	78	60	41
jgi.p|Debha1|2067	59	140	136	136	76	130	602	178	198	113	122	70
jgi.p|Debha1|2068	3968	6571	13671	6911	4264	7867	23462	8960	11431	9631	11085	4931
jgi.p|Debha1|2069	174	272	340	302	208	438	1855	497	758	369	412	212
jgi.p|Debha1|207	79	283	238	241	158	131	908	227	416	282	426	187
jgi.p|Debha1|2070	1634	2066	4638	2108	1463	3447	5389	1636	2584	4766	4691	2078
jgi.p|Debha1|2071	22	24	66	39	30	45	172	48	74	65	86	32
jgi.p|Debha1|2072	50	163	131	207	82	144	1032	514	464	158	173	73
jgi.p|Debha1|2073	39	110	129	111	67	79	485	148	172	57	70	38
jgi.p|Debha1|2074	64	112	160	102	106	135	227	71	77	128	152	70
jgi.p|Debha1|2075	36	67	101	92	27	106	1149	262	526	73	79	44
jgi.p|Debha1|2076	611	645	1388	745	440	756	1953	553	935	1273	1105	514
jgi.p|Debha1|2077	6999	7815	20004	8457	5242	10838	25183	5675	9612	22134	24212	11222
jgi.p|Debha1|2078	187	169	353	183	111	226	590	131	247	367	296	158
jgi.p|Debha1|2079	51	63	127	84	50	73	635	163	226	66	113	50
jgi.p|Debha1|208	20	60	56	85	23	46	174	89	90	36	41	21
jgi.p|Debha1|2080	145	240	384	294	153	300	1395	318	604	315	294	149
jgi.p|Debha1|2081	77	82	214	78	55	64	362	85	153	211	235	113
jgi.p|Debha1|2082	66	73	126	103	62	93	183	60	67	118	122	55
jgi.p|Debha1|2083	35	109	132	103	80	109	465	199	210	75	85	47
jgi.p|Debha1|2084	275	172	550	241	101	253	644	119	247	766	830	350
jgi.p|Debha1|2085	55	176	130	215	80	102	580	223	208	101	118	66
jgi.p|Debha1|2086	645	2298	2229	2410	1427	1993	1011	902	698	1729	1919	794
jgi.p|Debha1|2087	324	920	902	817	391	567	1672	624	890	633	658	310
jgi.p|Debha1|2088	1067	1038	2562	1068	676	1179	3009	732	1377	2044	2020	920
jgi.p|Debha1|2089	15	61	44	43	20	42	197	105	92	38	43	32
jgi.p|Debha1|209	16	49	63	66	16	64	100	35	38	33	21	26
jgi.p|Debha1|2090	81	149	195	110	81	106	844	214	317	151	147	79
jgi.p|Debha1|2091	129	156	291	86	95	167	646	174	161	323	314	127
jgi.p|Debha1|2092	11464	15639	38172	20729	10107	24701	31482	9352	14064	26551	36006	16367
jgi.p|Debha1|2093	344	636	826	752	480	802	1750	563	793	575	571	307
jgi.p|Debha1|2094	43	108	128	105	67	91	658	218	256	121	116	58
jgi.p|Debha1|2095	36	99	83	103	51	71	372	93	143	85	69	43
jgi.p|Debha1|2096	29	46	73	45	15	26	339	107	138	49	48	32
jgi.p|Debha1|2097	62	130	167	147	70	105	790	216	304	173	166	80
jgi.p|Debha1|2098	271	470	760	557	395	347	257	93	103	500	561	217
jgi.p|Debha1|2099	114	340	342	322	172	281	1329	627	600	297	329	130
jgi.p|Debha1|21	162	140	273	180	87	120	729	119	249	251	189	131
jgi.p|Debha1|210	1358	1517	3373	1521	1005	1559	1320	326	555	1929	2214	1037
jgi.p|Debha1|2100	126	111	276	127	87	118	1050	246	388	197	202	109
jgi.p|Debha1|2101	628	2142	2579	1886	961	1470	4364	2744	2457	1466	1684	743
jgi.p|Debha1|2102	339	1536	1226	1366	483	690	1541	947	774	526	602	289
jgi.p|Debha1|2103	706	1875	2309	1823	664	1168	2342	861	1010	1198	1166	601
jgi.p|Debha1|2104	13	44	31	57	22	17	208	66	78	26	29	17
jgi.p|Debha1|2105	97	287	319	267	100	195	855	240	295	253	191	112
jgi.p|Debha1|2106	61	121	157	161	93	94	756	231	243	115	128	54
jgi.p|Debha1|2107	38	115	152	144	62	121	259	114	79	90	80	59
jgi.p|Debha1|2108	177	593	702	562	244	471	407	157	225	431	429	212
jgi.p|Debha1|2109	33	48	74	76	43	63	352	115	137	56	60	37
jgi.p|Debha1|211	39	176	155	186	57	148	483	241	245	118	121	72
jgi.p|Debha1|2110	398	373	753	415	216	375	884	212	327	576	530	264
jgi.p|Debha1|2111	28	47	78	78	37	44	234	75	123	65	43	31
jgi.p|Debha1|2112	9	32	25	25	11	29	854	313	509	25	38	8
jgi.p|Debha1|2113	21	55	75	75	25	65	286	108	185	52	70	35
jgi.p|Debha1|2114	2	0	4	1	3	1	0	0	3	0	1	0
jgi.p|Debha1|2115	4	10	6	10	1	2	3	0	2	11	16	1
jgi.p|Debha1|2116	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Debha1|2117	65	66	100	58	42	68	234	33	101	107	134	62
jgi.p|Debha1|2118	2	2	9	1	0	5	6	4	2	5	6	1
jgi.p|Debha1|2119	0	0	2	3	1	2	1	0	0	3	6	1
jgi.p|Debha1|212	293	338	642	319	191	344	636	147	278	405	436	208
jgi.p|Debha1|2120	24	63	78	85	41	61	33	24	16	88	87	40
jgi.p|Debha1|2121	215	328	371	388	260	270	5	3	6	637	653	255
jgi.p|Debha1|2122	175	277	395	373	183	270	130	49	113	409	528	195
jgi.p|Debha1|2123	79	268	235	383	116	311	98	43	67	236	298	131
jgi.p|Debha1|2124	8	17	19	11	1	13	8	1	0	11	17	13
jgi.p|Debha1|2125	111	142	262	162	91	154	22	6	10	139	178	88
jgi.p|Debha1|2126	0	5	3	1	0	0	1	0	0	3	1	0
jgi.p|Debha1|2127	25792	71053	85153	48059	28722	93104	91726	93007	51939	33852	46953	34201
jgi.p|Debha1|2128	0	0	4	1	0	0	1	2	0	1	1	0
jgi.p|Debha1|2129	15	34	25	36	20	13	159	31	60	53	46	23
jgi.p|Debha1|213	107	157	293	172	130	129	1057	213	372	217	233	122
jgi.p|Debha1|2130	8	10	22	3	3	9	132	25	47	29	33	14
jgi.p|Debha1|2131	3	1	3	0	9	0	26	4	16	6	8	9
jgi.p|Debha1|2132	4	13	18	10	5	13	79	24	27	18	17	10
jgi.p|Debha1|2133	38	56	90	55	51	49	7	0	1	55	46	35
jgi.p|Debha1|2134	0	0	1	0	0	0	0	0	0	0	0	1
jgi.p|Debha1|2135	39	53	47	58	22	32	32	4	5	46	31	20
jgi.p|Debha1|2136	542	408	890	377	268	543	400	64	152	958	969	436
jgi.p|Debha1|2137	3	1	0	0	1	3	4	1	2	5	2	2
jgi.p|Debha1|2138	6	22	18	33	11	25	1	4	1	23	23	13
jgi.p|Debha1|2139	0	4	2	0	0	1	0	0	1	2	0	0
jgi.p|Debha1|214	298	707	939	796	392	667	577	197	302	615	696	272
jgi.p|Debha1|2140	0	6	0	2	2	0	0	0	0	3	1	0
jgi.p|Debha1|2141	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Debha1|2142	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Debha1|2143	9	7	27	11	5	8	35	11	14	19	35	11
jgi.p|Debha1|2144	39	92	111	131	70	166	75	39	45	160	172	79
jgi.p|Debha1|2145	3	0	2	2	0	5	12	1	2	5	15	5
jgi.p|Debha1|2146	12	11	19	22	7	10	26	11	9	50	38	9
jgi.p|Debha1|2147	1	0	3	4	0	1	1	2	0	2	3	0
jgi.p|Debha1|2148	0	0	1	0	0	3	0	0	0	2	0	0
jgi.p|Debha1|2149	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Debha1|215	205	221	438	234	125	176	465	159	210	265	383	114
jgi.p|Debha1|2150	56	105	151	145	94	90	135	60	74	176	199	97
jgi.p|Debha1|2151	31	43	70	40	24	47	825	166	350	71	63	31
jgi.p|Debha1|2152	9	25	24	21	6	15	20	3	5	16	31	17
jgi.p|Debha1|2153	1	0	3	2	0	0	0	0	0	1	1	1
jgi.p|Debha1|2154	5	9	17	1	10	11	5	7	5	17	27	7
jgi.p|Debha1|2155	440	572	1047	542	378	728	2076	720	1002	1246	1119	533
jgi.p|Debha1|2156	7	17	11	9	6	14	71	25	23	5	13	3
jgi.p|Debha1|2157	0	2	4	2	2	6	7	3	7	2	2	0
jgi.p|Debha1|2158	245	611	568	541	476	484	313	135	179	634	891	327
jgi.p|Debha1|2159	43	70	117	75	56	69	92	37	64	127	112	64
jgi.p|Debha1|216	288	276	727	329	176	319	6016	885	2459	818	838	370
jgi.p|Debha1|2160	0	4	1	0	2	1	2	0	0	0	8	0
jgi.p|Debha1|2161	11	47	75	98	55	70	101	41	53	108	99	44
jgi.p|Debha1|2162	0	4	0	0	0	1	2	0	1	0	0	0
jgi.p|Debha1|2163	4245	3245	6511	4049	2415	3498	19862	3887	7717	3991	4039	2190
jgi.p|Debha1|2164	6	10	18	8	2	6	15	8	12	1	8	2
jgi.p|Debha1|2165	80	93	180	140	57	89	524	98	201	183	146	63
jgi.p|Debha1|2166	1207	2070	3646	2047	1306	3075	5362	1910	2660	2464	2954	1403
jgi.p|Debha1|2167	435	768	1205	736	494	742	1174	387	556	972	1157	450
jgi.p|Debha1|2168	92	202	224	236	114	161	825	205	402	179	213	67
jgi.p|Debha1|2169	7	30	55	24	21	20	485	112	220	60	47	22
jgi.p|Debha1|217	8	21	12	15	5	4	102	33	47	14	11	5
jgi.p|Debha1|2170	80	182	258	183	114	123	282	85	165	133	161	58
jgi.p|Debha1|2171	10	20	18	34	11	13	61	26	24	25	19	11
jgi.p|Debha1|2172	114	130	260	160	65	148	861	157	364	245	250	108
jgi.p|Debha1|2173	21	24	44	16	27	23	388	90	160	53	37	12
jgi.p|Debha1|2174	26	35	43	24	17	26	165	42	65	31	51	17
jgi.p|Debha1|2175	7	98	36	70	33	44	22	19	12	42	46	27
jgi.p|Debha1|2176	1265	1309	3105	1387	699	1100	989	176	402	1901	1946	963
jgi.p|Debha1|2177	896	1556	2874	1880	733	1657	416	149	180	2755	3128	1337
jgi.p|Debha1|2178	7	17	15	16	9	6	34	12	21	10	14	7
jgi.p|Debha1|2179	36	83	114	83	63	87	959	340	304	91	117	42
jgi.p|Debha1|218	8	20	21	8	7	7	1403	409	601	24	28	10
jgi.p|Debha1|2180	7	19	16	11	23	21	27	13	16	23	26	11
jgi.p|Debha1|2181	4	17	17	8	3	17	95	25	44	10	9	1
jgi.p|Debha1|2182	62	68	121	57	43	41	306	74	137	114	132	62
jgi.p|Debha1|2183	8	11	18	1	12	6	213	61	93	21	35	13
