GeneID	GYATH	GYATN	GYATO	GYATP	GYATS	GYATT	GYOYH	GYATW	GYATX	GYATY	GYATZ	GYAUA
jgi.p|YarlipO1F2|247958	17	3	19	9	23	10	32	12	14	5	27	15
jgi.p|YarlipO1F2|247962	347	287	600	266	270	137	74	180	146	264	1156	623
jgi.p|YarlipO1F2|247963	451	457	716	145	321	107	264	2129	1093	186	1009	645
jgi.p|YarlipO1F2|247967	334	53	197	777	424	319	700	2167	2602	659	1448	839
jgi.p|YarlipO1F2|248029	1296	365	1065	2184	1155	862	591	1133	831	1016	2776	1868
jgi.p|YarlipO1F2|248048	787	581	1065	534	720	368	528	1516	1041	672	3245	2149
jgi.p|YarlipO1F2|248075	9896	4595	10332	3154	7762	2620	3641	1579	2283	1544	3679	1942
jgi.p|YarlipO1F2|248086	341	126	346	402	280	206	321	158	259	304	723	410
jgi.p|YarlipO1F2|248105	535	225	652	1042	506	406	1076	935	1186	564	1093	656
jgi.p|YarlipO1F2|248121	779	148	639	964	795	529	999	1079	1415	592	1376	743
jgi.p|YarlipO1F2|248172	9	2	7	16	3	3	2	3	2	1	4	7
jgi.p|YarlipO1F2|248194	1080	474	1224	927	984	484	376	114	115	519	1389	753
jgi.p|YarlipO1F2|248203	52	45	73	32	46	21	67	73	70	18	87	54
jgi.p|YarlipO1F2|248232	4633	1272	4471	7658	4795	3745	4486	3891	4610	2783	5948	4237
jgi.p|YarlipO1F2|248243	1350	380	1020	1763	1401	862	1261	8687	5990	1371	3596	2201
jgi.p|YarlipO1F2|248277	22	10	16	6	18	7	5	5	3	13	25	21
jgi.p|YarlipO1F2|248282	429	151	422	274	389	174	481	316	509	171	408	297
jgi.p|YarlipO1F2|248285	50	25	42	43	53	24	121	109	140	29	53	39
jgi.p|YarlipO1F2|248303	1362	483	1133	1078	1228	527	1870	1712	2341	438	1012	615
jgi.p|YarlipO1F2|248411	795	193	712	379	520	316	327	84	121	165	314	288
jgi.p|YarlipO1F2|248418	944	162	629	1250	1133	691	1136	2684	2249	854	2191	1502
jgi.p|YarlipO1F2|248507	2	2	2	3	1	0	3	3	3	1	7	1
jgi.p|YarlipO1F2|248528	2687	1112	2855	1417	2166	914	1368	3859	2634	1170	1904	911
jgi.p|YarlipO1F2|248558	1432	286	1057	3003	1394	1406	372	347	522	2000	5001	3741
jgi.p|YarlipO1F2|248565	979	352	1010	1109	824	552	840	557	739	625	1192	800
jgi.p|YarlipO1F2|248587	1739	1120	2326	810	1111	512	633	514	454	503	961	578
jgi.p|YarlipO1F2|248598	1	0	0	1	0	2	0	0	0	0	0	0
jgi.p|YarlipO1F2|248625	101	37	96	69	68	30	249	854	806	63	123	76
jgi.p|YarlipO1F2|248644	494	173	431	507	498	285	1014	918	1224	306	638	402
jgi.p|YarlipO1F2|248663	3105	1110	2678	2749	2826	1287	1730	779	904	1394	2392	1534
jgi.p|YarlipO1F2|248666	131	39	111	215	93	52	201	5883	2471	297	1124	838
jgi.p|YarlipO1F2|248667	19	11	18	30	14	17	24	35	42	37	57	34
jgi.p|YarlipO1F2|248674	27	9	18	23	11	11	12	9	14	6	12	6
jgi.p|YarlipO1F2|248686	32	9	29	38	19	13	25	104	65	23	52	45
jgi.p|YarlipO1F2|248706	0	0	0	2	0	1	0	1	0	3	5	3
jgi.p|YarlipO1F2|248707	63	38	88	24	39	19	39	20	39	23	51	27
jgi.p|YarlipO1F2|248726	218	76	192	280	213	139	208	70	110	163	422	202
jgi.p|YarlipO1F2|248727	2	0	1	0	0	0	1	0	3	1	1	0
jgi.p|YarlipO1F2|248768	502	107	320	536	494	273	290	79	173	259	457	363
jgi.p|YarlipO1F2|248773	428	65	216	436	507	261	881	1130	1656	214	579	373
jgi.p|YarlipO1F2|248787	1535	778	1741	1092	1196	737	448	1301	790	1062	5012	2988
jgi.p|YarlipO1F2|248795	1348	516	1152	1404	1172	760	197	107	118	562	1118	810
jgi.p|YarlipO1F2|248796	469	208	575	243	302	146	214	456	463	163	1034	555
jgi.p|YarlipO1F2|248800	389	171	430	328	348	206	341	296	314	215	460	263
jgi.p|YarlipO1F2|248809	22	9	20	7	3	3	4	3	2	2	3	9
jgi.p|YarlipO1F2|248838	15	13	22	23	10	5	4	4	8	21	45	19
jgi.p|YarlipO1F2|248842	1488	318	1294	1971	1400	1002	927	417	441	965	2546	1800
jgi.p|YarlipO1F2|248851	1507	696	1866	1742	1230	830	726	399	497	1092	2111	1274
jgi.p|YarlipO1F2|248876	7	1	2	1	0	3	0	0	0	2	4	0
jgi.p|YarlipO1F2|248877	0	0	0	1	0	0	0	0	0	0	0	1
jgi.p|YarlipO1F2|248978	2569	564	2100	2367	2316	1400	2727	7919	8988	999	2311	1341
jgi.p|YarlipO1F2|248982	1603	522	1357	362	1050	378	330	40	54	157	283	159
jgi.p|YarlipO1F2|249007	702	170	616	680	610	389	468	480	596	343	803	557
jgi.p|YarlipO1F2|249040	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|249086	5807	968	5391	6248	3013	4264	707	740	1584	13860	28993	16968
jgi.p|YarlipO1F2|249094	0	0	0	0	0	0	1	0	1	0	0	0
jgi.p|YarlipO1F2|249104	948	360	1032	1004	917	482	909	965	1072	660	1361	760
jgi.p|YarlipO1F2|249106	241	97	210	269	213	153	351	347	448	231	585	340
jgi.p|YarlipO1F2|249167	1556	444	1444	1476	1333	825	953	8003	5769	1227	3936	2270
jgi.p|YarlipO1F2|249192	1190	438	1097	1014	1434	601	1289	1455	1712	555	1518	792
jgi.p|YarlipO1F2|249197	1077	179	563	448	887	393	1342	425	652	123	125	114
jgi.p|YarlipO1F2|249201	2706	998	2768	1373	2562	1069	1143	885	990	646	1490	879
jgi.p|YarlipO1F2|249216	1279	328	1187	1219	1137	642	913	2303	1964	580	849	531
jgi.p|YarlipO1F2|249236	832	246	810	994	788	497	622	563	815	776	1984	1309
jgi.p|YarlipO1F2|249271	4244	1690	4480	1708	3759	1308	2910	3357	3272	1201	3534	2160
jgi.p|YarlipO1F2|249283	144	32	105	113	89	58	25	37	17	53	128	108
jgi.p|YarlipO1F2|249335	241	101	281	256	219	155	261	135	182	179	353	229
jgi.p|YarlipO1F2|249343	2937	1442	3236	1516	2456	936	739	334	424	790	1883	991
jgi.p|YarlipO1F2|24936	407	117	499	625	496	600	195	130	133	59	96	79
jgi.p|YarlipO1F2|249379	2	3	1	1	0	1	0	0	0	0	1	0
jgi.p|YarlipO1F2|249419	3	0	1	3	1	0	0	0	1	0	2	3
jgi.p|YarlipO1F2|249435	265	58	171	482	317	263	744	2121	2303	356	929	516
jgi.p|YarlipO1F2|249442	2	0	2	1	1	8	3	0	2	5	6	3
jgi.p|YarlipO1F2|249462	189	28	95	213	138	112	681	395	483	99	188	158
jgi.p|YarlipO1F2|249469	9	2	7	19	13	5	2	1	4	17	30	15
jgi.p|YarlipO1F2|249482	10568	2750	7465	10536	10504	6386	761	532	602	4590	11615	9595
jgi.p|YarlipO1F2|249535	616	394	762	282	480	179	324	231	379	194	512	308
jgi.p|YarlipO1F2|249590	649	161	471	390	389	252	237	126	141	141	386	214
jgi.p|YarlipO1F2|249634	0	0	0	0	0	0	2	1	0	1	8	4
jgi.p|YarlipO1F2|249638	43829	15782	37960	19800	40757	15564	13041	10490	11309	13492	42187	29219
jgi.p|YarlipO1F2|249651	423	253	499	87	332	54	54	89	80	49	138	128
jgi.p|YarlipO1F2|249659	13889	3883	11943	12533	13009	8083	5770	7852	11646	5978	17152	11389
jgi.p|YarlipO1F2|249671	1600	881	1924	1325	1373	754	1504	1822	1845	920	1978	1197
jgi.p|YarlipO1F2|249924	2724	946	2608	1761	2264	1085	1231	1032	1548	976	2216	1357
jgi.p|YarlipO1F2|249960	745	386	884	206	455	188	243	144	154	98	165	71
jgi.p|YarlipO1F2|249982	1581	604	1634	534	842	431	248	82	75	216	410	240
jgi.p|YarlipO1F2|250073	2837	880	2542	2400	2850	1343	4469	5030	6672	1514	3604	2142
jgi.p|YarlipO1F2|250160	9	9	10	2	3	3	0	3	0	0	2	0
jgi.p|YarlipO1F2|250163	77	16	62	31	76	31	250	227	208	24	38	19
jgi.p|YarlipO1F2|250179	1955	825	2319	1476	1675	806	1869	3021	4428	767	2112	1252
jgi.p|YarlipO1F2|250206	61	9	63	265	48	70	8	2	6	171	111	29
jgi.p|YarlipO1F2|250210	6	0	7	1	1	0	1	0	0	0	2	0
jgi.p|YarlipO1F2|250211	0	3	1	1	1	0	1	0	0	0	2	0
jgi.p|YarlipO1F2|250246	904	328	870	651	996	375	901	455	671	363	1131	680
jgi.p|YarlipO1F2|250264	791	564	1098	267	564	162	287	88	85	181	409	222
jgi.p|YarlipO1F2|250284	15578	7852	15389	9221	12532	5716	7459	26003	27271	6666	22561	12640
jgi.p|YarlipO1F2|250296	330	109	263	158	226	92	112	48	56	76	175	138
jgi.p|YarlipO1F2|250313	296	106	316	120	256	85	246	216	214	91	243	139
jgi.p|YarlipO1F2|250337	401	91	436	375	201	301	49	7	14	275	436	404
jgi.p|YarlipO1F2|250340	79	16	55	109	79	36	56	22	27	62	129	65
jgi.p|YarlipO1F2|250342	6	1	9	2	5	4	1	1	1	2	10	6
jgi.p|YarlipO1F2|250364	2152	570	2070	2769	1993	1364	1513	1771	1619	874	3626	2451
jgi.p|YarlipO1F2|250381	53	7	37	20	44	22	148	2400	1333	9	23	16
jgi.p|YarlipO1F2|250407	5	2	6	12	6	3	1	0	0	10	30	20
jgi.p|YarlipO1F2|250424	1786	609	1574	976	709	530	200	14	66	246	491	286
jgi.p|YarlipO1F2|250453	11	12	28	21	11	7	19	13	9	11	18	10
jgi.p|YarlipO1F2|250470	215	82	230	335	179	142	225	495	679	235	551	412
jgi.p|YarlipO1F2|250479	1399	619	1434	902	979	481	422	227	240	522	1772	1053
jgi.p|YarlipO1F2|250506	127	34	134	209	49	63	336	521	702	212	334	250
jgi.p|YarlipO1F2|250509	393	83	278	410	434	218	730	1384	1592	160	417	261
jgi.p|YarlipO1F2|250533	2523	1562	3677	1560	1664	1101	773	1002	1228	891	2126	1282
jgi.p|YarlipO1F2|250543	18	5	5	65	11	22	4	6	17	14	16	5
jgi.p|YarlipO1F2|250568	249	41	218	488	274	233	525	253	419	306	698	510
jgi.p|YarlipO1F2|250580	1	0	0	2	1	0	0	0	0	1	0	0
jgi.p|YarlipO1F2|250581	0	1	0	1	2	0	0	0	0	1	1	0
jgi.p|YarlipO1F2|250594	0	0	1	2	0	1	0	0	0	0	0	0
jgi.p|YarlipO1F2|250595	0	0	0	1	1	0	0	0	1	0	1	2
jgi.p|YarlipO1F2|25130	1062	464	1134	669	1008	440	1463	1811	2110	468	1225	743
jgi.p|YarlipO1F2|25297	1210	354	1068	1124	1083	550	1593	974	1320	676	1245	747
jgi.p|YarlipO1F2|25392	264	105	128	223	231	153	91	35	55	212	273	158
jgi.p|YarlipO1F2|2550	4026	1826	4486	2856	3248	1740	1997	2112	2290	1729	4165	2433
jgi.p|YarlipO1F2|25632	3741	1745	4314	3089	3319	1707	681	240	299	1484	3513	2051
jgi.p|YarlipO1F2|256840	2163	494	1536	4326	3579	2277	6620	22227	20989	2126	5298	3664
jgi.p|YarlipO1F2|256850	6586	2848	6901	4710	4798	3263	5598	1448	2206	1570	2807	1818
jgi.p|YarlipO1F2|256939	18943	10444	22110	12328	15369	8361	12178	2563	4791	5168	10870	6529
jgi.p|YarlipO1F2|256971	3629	699	2839	3784	3049	2219	4236	3074	4625	2728	6466	3990
jgi.p|YarlipO1F2|25698	643	95	370	1860	780	797	1705	945	1941	1331	3258	2206
jgi.p|YarlipO1F2|257022	2272	292	1460	3443	1651	1843	952	416	695	1479	1869	1127
jgi.p|YarlipO1F2|257085	1240	465	1240	1122	1232	672	1071	1116	1420	655	1404	921
jgi.p|YarlipO1F2|257118	6	1	4	6	4	0	0	3	3	1	2	6
jgi.p|YarlipO1F2|257147	567	97	507	1490	317	562	46	41	53	689	887	502
jgi.p|YarlipO1F2|257196	30	20	44	54	46	21	61	42	70	24	78	47
jgi.p|YarlipO1F2|257218	272	16	123	1106	121	346	0	0	0	992	1415	665
jgi.p|YarlipO1F2|257226	4	0	0	1	0	1	0	1	0	2	1	2
jgi.p|YarlipO1F2|257283	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|257312	5062	546	3139	10956	4720	4721	3213	6336	4580	5651	10967	9386
jgi.p|YarlipO1F2|257325	678	374	815	442	608	222	677	1082	1240	208	437	285
jgi.p|YarlipO1F2|257560	1631	279	804	3890	3192	1971	4141	4971	7946	2713	5936	2974
jgi.p|YarlipO1F2|257636	50	23	41	29	50	20	76	77	33	23	38	11
jgi.p|YarlipO1F2|257642	522	209	610	507	461	299	498	915	918	251	631	327
jgi.p|YarlipO1F2|257645	302	177	413	185	255	87	168	67	82	110	273	188
jgi.p|YarlipO1F2|257670	319	117	398	329	535	216	7526	10186	8070	132	311	236
jgi.p|YarlipO1F2|257702	1	4	3	3	3	0	0	1	2	2	3	3
jgi.p|YarlipO1F2|25772	481	221	492	642	434	350	665	2736	2554	366	1029	695
jgi.p|YarlipO1F2|257887	146	33	126	87	95	64	4	2	4	27	36	60
jgi.p|YarlipO1F2|257896	3	0	0	3	0	0	0	0	0	1	1	1
jgi.p|YarlipO1F2|257940	401	115	439	458	292	265	908	831	892	209	352	285
jgi.p|YarlipO1F2|257967	5	14	8	2	4	1	3	0	1	5	22	3
jgi.p|YarlipO1F2|258004	353	138	488	390	263	224	34	9	18	33	69	64
jgi.p|YarlipO1F2|25809	29	6	15	36	24	24	17	2	3	10	13	15
jgi.p|YarlipO1F2|258121	12891	5654	13218	4099	11782	3777	6115	3304	4143	1570	4464	2318
jgi.p|YarlipO1F2|258144	17	10	15	8	7	8	0	1	1	2	3	1
jgi.p|YarlipO1F2|258353	6	1	5	9	0	3	19	43	100	5	6	4
jgi.p|YarlipO1F2|258376	135	38	120	115	64	82	86	3	10	18	26	5
jgi.p|YarlipO1F2|258444	1557	402	1566	1488	1185	777	1319	626	1210	985	1865	1040
jgi.p|YarlipO1F2|258499	0	0	3	0	1	1	0	0	0	0	1	0
jgi.p|YarlipO1F2|258558	690	98	361	782	783	409	1121	1346	1749	347	907	539
jgi.p|YarlipO1F2|258562	19338	6198	17211	15128	19321	8699	8488	7256	8675	7258	13008	7640
jgi.p|YarlipO1F2|258598	1040	430	1198	765	831	513	620	1897	2092	480	1278	799
jgi.p|YarlipO1F2|258691	6506	960	4176	8882	6457	4244	9964	74533	48292	6634	19671	10817
jgi.p|YarlipO1F2|258700	823	347	824	615	711	323	474	797	945	381	1025	661
jgi.p|YarlipO1F2|258727	15194	4442	12783	12263	13365	7072	8034	22842	26400	8610	28684	15482
jgi.p|YarlipO1F2|258747	5	9	10	1	2	4	8	4	7	4	4	7
jgi.p|YarlipO1F2|258771	1461	402	1449	2155	1205	915	785	1225	1409	1338	2795	1627
jgi.p|YarlipO1F2|258853	2208	417	1620	3655	2474	1817	1645	26042	15485	2727	6398	4480
jgi.p|YarlipO1F2|259018	1	0	1	0	0	1	1	1	1	3	8	1
jgi.p|YarlipO1F2|259147	2	1	4	0	2	0	0	0	0	1	1	0
jgi.p|YarlipO1F2|259179	1599	831	1728	1934	1661	887	2158	7554	6608	1496	3796	2356
jgi.p|YarlipO1F2|259217	2236	494	2072	2205	1755	1384	387	521	649	1196	2786	1741
jgi.p|YarlipO1F2|259270	308	102	346	308	337	156	397	336	451	345	886	516
jgi.p|YarlipO1F2|259285	1114	271	1273	2646	1020	833	4352	1504	2341	800	837	509
jgi.p|YarlipO1F2|259328	960	399	1203	1009	759	556	676	194	289	620	974	550
jgi.p|YarlipO1F2|259334	140	36	177	200	135	107	87	55	73	125	253	180
jgi.p|YarlipO1F2|259368	1002	155	557	2093	1017	1061	940	469	630	890	1465	954
jgi.p|YarlipO1F2|259614	28	12	22	44	11	22	13	15	13	11	26	18
jgi.p|YarlipO1F2|259657	6539	3278	7094	3826	5509	2231	3756	2828	3228	1555	3384	1935
jgi.p|YarlipO1F2|259724	3	4	1	6	1	0	2	0	3	4	8	11
jgi.p|YarlipO1F2|259755	16	6	14	3	9	1	17	97	56	3	17	9
jgi.p|YarlipO1F2|259800	2791	827	2149	2560	2688	1584	1298	1346	1442	1483	3490	2678
jgi.p|YarlipO1F2|259916	624	628	1052	1584	512	482	444	562	614	905	1442	612
jgi.p|YarlipO1F2|260169	0	0	2	3	1	0	0	0	0	0	6	0
jgi.p|YarlipO1F2|260200	0	1	0	0	0	0	2	0	0	0	0	0
jgi.p|YarlipO1F2|260464	14057	5690	12536	8830	11033	5161	10585	19748	24138	6346	20321	11104
jgi.p|YarlipO1F2|260500	355	113	268	368	305	191	396	465	457	214	666	461
jgi.p|YarlipO1F2|260606	108	46	156	176	121	93	212	120	280	123	249	126
jgi.p|YarlipO1F2|26077	1461	428	1266	1468	1523	756	1386	3220	3232	862	2427	1569
jgi.p|YarlipO1F2|260780	7087	2933	6880	3727	6114	2678	3139	7245	6941	1954	5783	3308
jgi.p|YarlipO1F2|261042	8	1	3	8	4	2	0	14	6	4	20	15
jgi.p|YarlipO1F2|261057	187	70	152	444	149	115	30	17	37	248	495	285
jgi.p|YarlipO1F2|261087	11914	6085	13595	1183	6856	1316	616	26	49	39	45	17
jgi.p|YarlipO1F2|261163	3637	1008	3549	5828	3299	3015	2276	1044	1631	2831	5166	3118
jgi.p|YarlipO1F2|261340	2171	802	2011	1473	1868	879	1114	952	1284	973	2981	1708
jgi.p|YarlipO1F2|261377	4361	1167	3995	3146	3243	1950	706	1406	1158	1301	2124	964
jgi.p|YarlipO1F2|261473	2674	1661	3371	1901	1943	1079	1075	2066	1918	1140	3019	1884
jgi.p|YarlipO1F2|261536	9330	1224	5286	11441	7730	6167	6324	6577	6361	6072	10670	6052
jgi.p|YarlipO1F2|261573	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|261607	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|261622	0	0	3	0	0	0	0	0	0	1	0	0
jgi.p|YarlipO1F2|261706	586	233	675	417	453	232	387	692	630	232	576	376
jgi.p|YarlipO1F2|261863	0	0	1	0	1	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|261888	165	99	191	158	149	83	216	1235	787	200	954	552
jgi.p|YarlipO1F2|261903	4	0	5	7	4	2	0	3	11	5	17	2
jgi.p|YarlipO1F2|261970	1	0	1	1	1	0	0	7	1	2	3	0
jgi.p|YarlipO1F2|261974	2077	1267	2578	3255	1869	1269	969	1501	1373	1777	4466	2603
jgi.p|YarlipO1F2|261980	8	4	2	13	5	4	4	7	6	6	12	11
jgi.p|YarlipO1F2|262026	15431	4395	13431	16913	11765	10731	4594	554	2119	1565	3494	3319
jgi.p|YarlipO1F2|262082	9	0	4	5	4	0	12	16	20	0	5	5
jgi.p|YarlipO1F2|262136	4	0	5	3	6	0	6	1	3	3	5	3
jgi.p|YarlipO1F2|262153	14	5	13	33	13	11	23	37	56	13	33	32
jgi.p|YarlipO1F2|262192	1776	461	1384	2478	2102	1203	2847	5224	7132	1761	4226	2568
jgi.p|YarlipO1F2|262217	993	283	892	1361	1490	676	1412	3325	3015	976	2551	1704
jgi.p|YarlipO1F2|262254	512	104	422	555	510	333	460	433	610	353	505	267
jgi.p|YarlipO1F2|26226	2471	1578	3312	983	1886	593	1028	1328	1554	597	1353	813
jgi.p|YarlipO1F2|262267	2955	1256	3338	2432	2304	1299	1169	1217	1771	1437	3121	1866
jgi.p|YarlipO1F2|262344	384	375	447	376	290	190	178	180	122	420	3622	2460
jgi.p|YarlipO1F2|26236	20	12	28	5	10	8	0	2	2	7	12	14
jgi.p|YarlipO1F2|262412	4	3	5	3	2	2	2	2	3	5	7	7
jgi.p|YarlipO1F2|262418	1252	290	946	1761	1445	931	2263	2192	3647	1107	3125	1756
jgi.p|YarlipO1F2|262419	22	2	9	9	17	12	4	0	0	5	8	6
jgi.p|YarlipO1F2|262431	715	383	916	262	462	153	533	462	527	169	281	162
jgi.p|YarlipO1F2|262521	18293	5158	14778	11305	16089	8511	4416	270	451	3363	4606	2346
jgi.p|YarlipO1F2|262625	2825	975	2584	2496	2289	1347	1044	554	658	1306	2497	1525
jgi.p|YarlipO1F2|262656	1310	485	1299	1221	1180	662	995	1478	1763	1154	4154	2557
jgi.p|YarlipO1F2|262677	741	270	750	839	639	378	1047	1183	1467	566	1280	807
jgi.p|YarlipO1F2|262682	3013	1257	3121	2051	2599	1193	3150	6254	6529	1305	3505	2134
jgi.p|YarlipO1F2|262688	6850	747	4321	10848	7818	4902	9788	32523	25864	5376	15190	10979
jgi.p|YarlipO1F2|26275	143	40	129	174	191	114	293	187	314	150	329	207
jgi.p|YarlipO1F2|262792	4940	1503	4482	1967	4513	1565	719	129	193	729	1498	1136
jgi.p|YarlipO1F2|26280	1337	337	1070	1342	1290	856	994	628	909	596	1283	819
jgi.p|YarlipO1F2|262888	4987	1844	4600	6198	4411	2710	4550	1779	2936	3608	7361	4258
jgi.p|YarlipO1F2|262905	0	0	0	1	0	0	0	0	1	0	0	0
jgi.p|YarlipO1F2|263045	1782	931	2283	2992	1258	1106	1996	1146	1911	1410	2792	1771
jgi.p|YarlipO1F2|263076	283	104	288	256	245	125	242	187	264	172	421	231
jgi.p|YarlipO1F2|263086	267	144	302	143	235	131	184	341	344	131	300	181
jgi.p|YarlipO1F2|263132	1799	1509	2678	543	1149	357	459	595	812	366	962	520
jgi.p|YarlipO1F2|263239	5	1	1	6	4	2	5	4	4	7	14	2
jgi.p|YarlipO1F2|263241	418	71	350	599	402	320	317	109	166	308	635	399
jgi.p|YarlipO1F2|263280	947	219	769	788	980	458	2628	3263	3439	439	900	536
jgi.p|YarlipO1F2|263306	2657	1313	2936	1923	2421	991	1679	3180	4016	1432	3935	2339
jgi.p|YarlipO1F2|263322	835	1749	1735	88	473	112	112	1127	664	72	664	417
jgi.p|YarlipO1F2|263333	137	154	234	17	69	14	65	61	51	21	69	41
jgi.p|YarlipO1F2|263337	156	57	142	61	128	53	109	32	24	45	127	64
jgi.p|YarlipO1F2|263338	661	209	644	928	616	399	942	1269	1564	671	1747	1035
jgi.p|YarlipO1F2|263353	1081	294	921	2513	959	990	696	219	300	1031	2095	1497
jgi.p|YarlipO1F2|263483	2706	1111	3236	2715	2462	1457	2392	1829	2663	1343	2763	2180
jgi.p|YarlipO1F2|263511	1702	751	1667	1514	1713	968	1186	1554	1953	717	2670	1612
jgi.p|YarlipO1F2|263513	147	123	253	49	126	40	69	92	89	43	132	104
jgi.p|YarlipO1F2|263537	28	22	55	5	37	7	32	16	24	1	5	3
jgi.p|YarlipO1F2|263745	15077	3849	8787	5967	11336	5222	2886	1402	2402	3469	5978	4292
jgi.p|YarlipO1F2|263856	440	202	642	574	509	317	820	946	1246	287	678	452
jgi.p|YarlipO1F2|263900	2964	1367	3723	2542	2472	1629	935	1043	1519	1238	3528	2187
jgi.p|YarlipO1F2|263928	8	1	0	3	2	0	5	1	4	0	8	7
jgi.p|YarlipO1F2|263972	19739	2506	13109	24795	17638	12843	35128	42178	55263	11906	27907	18623
jgi.p|YarlipO1F2|264018	742	311	763	676	705	381	499	1105	1146	585	2035	1122
jgi.p|YarlipO1F2|264101	2037	622	1918	1302	1410	867	158	54	88	653	1693	1050
jgi.p|YarlipO1F2|264127	1397	324	1279	1874	1158	812	914	300	453	1230	2312	1261
jgi.p|YarlipO1F2|264149	5	3	4	10	7	0	3	2	3	5	17	14
jgi.p|YarlipO1F2|264189	0	0	0	7	0	1	0	2	4	5	0	4
jgi.p|YarlipO1F2|264257	592	214	641	811	595	375	544	721	667	504	1235	789
jgi.p|YarlipO1F2|264286	274	113	287	272	259	147	457	1428	1351	207	415	243
jgi.p|YarlipO1F2|264296	1140	439	1199	811	950	501	725	4657	3356	882	2700	1453
jgi.p|YarlipO1F2|264382	443	112	392	407	319	237	364	269	313	245	453	266
jgi.p|YarlipO1F2|264413	2305	436	1734	3057	3097	1844	3317	4556	5654	1539	3228	2145
jgi.p|YarlipO1F2|264483	22147	5688	19134	18829	23384	10826	23534	42749	44350	12106	29735	17061
jgi.p|YarlipO1F2|264492	91	11	35	746	225	302	2755	624	1357	462	973	593
jgi.p|YarlipO1F2|264530	725	372	831	871	855	341	1129	9393	6800	675	2376	1431
jgi.p|YarlipO1F2|264564	2312	1162	2365	2272	2451	1337	3079	4915	6051	2631	10329	6812
jgi.p|YarlipO1F2|264638	3	1	0	3	0	5	0	1	0	1	6	2
jgi.p|YarlipO1F2|264708	1	0	0	1	0	0	0	13	7	0	0	1
jgi.p|YarlipO1F2|264799	638	415	786	411	559	229	639	1901	1457	294	747	473
jgi.p|YarlipO1F2|264835	768	273	702	609	692	328	301	265	350	373	955	716
jgi.p|YarlipO1F2|264988	14	2	8	7	10	2	63	44	72	6	10	5
jgi.p|YarlipO1F2|26501	8148	1613	6186	7669	7424	4678	16649	8759	14134	4121	6877	3875
jgi.p|YarlipO1F2|265030	935	358	1027	687	667	534	314	748	867	420	972	613
jgi.p|YarlipO1F2|265069	574	211	670	453	424	300	203	359	458	262	871	520
jgi.p|YarlipO1F2|265118	279	102	368	209	240	156	276	403	407	134	290	184
jgi.p|YarlipO1F2|265119	1015	518	1083	633	947	496	983	838	1030	299	686	553
jgi.p|YarlipO1F2|265141	2065	1100	2040	1293	1959	1095	1313	6064	2365	2128	11480	8272
jgi.p|YarlipO1F2|265161	886	385	846	1491	1050	658	1864	4314	4679	703	1720	1151
jgi.p|YarlipO1F2|265217	19	3	25	25	18	19	8	4	5	22	37	7
jgi.p|YarlipO1F2|265218	321	103	266	260	289	152	212	120	160	125	341	218
jgi.p|YarlipO1F2|265233	78	19	65	156	92	74	160	64	87	127	306	178
jgi.p|YarlipO1F2|265283	6047	1464	4746	5948	6996	3503	2943	2055	2788	3691	7685	5084
jgi.p|YarlipO1F2|265349	2	0	0	0	0	0	1	0	0	0	0	0
jgi.p|YarlipO1F2|265494	235	211	296	39	113	39	105	71	99	22	64	44
jgi.p|YarlipO1F2|265504	156	31	104	376	129	277	190	62	60	29	43	37
jgi.p|YarlipO1F2|265546	243	88	199	71	154	62	57	11	18	58	116	55
jgi.p|YarlipO1F2|265647	368	157	452	254	264	135	29	16	8	156	468	263
jgi.p|YarlipO1F2|265652	10	3	9	2	8	5	4	9	7	4	21	10
jgi.p|YarlipO1F2|265670	7	0	6	0	0	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|265731	27	14	28	9	26	10	7	0	0	1	0	0
jgi.p|YarlipO1F2|265802	0	0	1	0	0	0	0	0	0	0	1	0
jgi.p|YarlipO1F2|265811	1682	589	1758	2073	1254	1114	290	64	95	867	1521	869
jgi.p|YarlipO1F2|265896	161	89	165	134	150	79	75	60	62	84	298	173
jgi.p|YarlipO1F2|266014	1370	566	1591	1185	1134	767	304	164	186	568	1451	1057
jgi.p|YarlipO1F2|266048	135	68	255	38	116	31	1	24	22	42	91	59
jgi.p|YarlipO1F2|266067	1574	866	1816	1250	1349	644	953	2229	1959	757	1559	961
jgi.p|YarlipO1F2|266114	14	6	9	20	15	10	56	133	125	18	33	36
jgi.p|YarlipO1F2|266320	5928	2679	6186	3552	4845	2254	3702	11098	7596	2294	6391	4052
jgi.p|YarlipO1F2|266350	257	73	236	519	228	210	364	542	542	252	431	277
jgi.p|YarlipO1F2|266507	270	73	242	237	222	149	301	1075	923	277	895	512
jgi.p|YarlipO1F2|266547	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|266615	5	0	0	2	0	0	0	0	0	1	1	0
jgi.p|YarlipO1F2|266652	1631	441	1331	1855	1334	960	1359	2062	2084	1185	3672	2427
