GeneID	GYATH	GYATN	GYATO	GYATP	GYATS	GYATT	GYOYH	GYATW	GYATX	GYATY	GYATZ	GYAUA
jgi.p|YarlipO1F2|187390	1133	431	1199	910	734	550	249	145	260	379	928	579
jgi.p|YarlipO1F2|187412	2206	1180	2851	523	1632	454	578	492	781	421	814	497
jgi.p|YarlipO1F2|187441	438	53	265	1057	662	575	1312	873	1306	792	1669	1076
jgi.p|YarlipO1F2|187597	31366	12549	31525	14908	27052	11371	21459	8989	12385	6490	15634	8061
jgi.p|YarlipO1F2|187600	31	11	35	53	53	34	37	66	57	67	103	59
jgi.p|YarlipO1F2|187627	2034	174	1075	6345	2833	3023	4596	11309	10916	3048	6069	3480
jgi.p|YarlipO1F2|187650	446	170	499	47	163	41	5	4	2	4	25	15
jgi.p|YarlipO1F2|187655	162	55	135	171	141	67	264	771	802	81	231	153
jgi.p|YarlipO1F2|18775	2785	688	1933	3372	2181	1964	1720	570	1242	2051	3637	1854
jgi.p|YarlipO1F2|187766	914	182	656	769	981	475	868	765	995	301	745	521
jgi.p|YarlipO1F2|187821	2933	822	2440	3759	3553	1792	3226	9784	9335	2564	5542	3297
jgi.p|YarlipO1F2|187897	206	89	182	211	151	101	360	559	594	167	374	200
jgi.p|YarlipO1F2|187915	3822	1159	3418	6350	4332	2620	7417	5910	8782	3653	7549	4342
jgi.p|YarlipO1F2|188029	1445	829	1673	843	1339	479	1459	3917	3323	504	1233	705
jgi.p|YarlipO1F2|188095	13882	6258	13065	3048	10530	3179	5414	1921	2785	1122	2512	1316
jgi.p|YarlipO1F2|188146	519	233	621	568	500	299	448	254	351	359	940	587
jgi.p|YarlipO1F2|188191	126	68	119	31	65	30	19	12	16	12	12	12
jgi.p|YarlipO1F2|188196	979	289	861	754	855	483	486	277	311	325	671	487
jgi.p|YarlipO1F2|18822	23111	11396	23884	6660	17598	5813	6090	8718	8084	2788	7060	4009
jgi.p|YarlipO1F2|18829	5478	1346	3889	4713	5538	2725	4212	9251	8968	2293	4909	2908
jgi.p|YarlipO1F2|188290	1484	371	1319	1927	1832	1034	2377	3478	4378	1312	3085	1988
jgi.p|YarlipO1F2|188366	1136	520	1291	1141	1105	634	1007	3525	2971	1005	3140	1943
jgi.p|YarlipO1F2|188414	20	2	15	92	17	28	125	132	107	43	91	78
jgi.p|YarlipO1F2|188522	21	14	26	5	10	5	4	9	9	7	8	7
jgi.p|YarlipO1F2|188539	637	374	718	664	648	356	849	2763	2581	469	1340	885
jgi.p|YarlipO1F2|188577	127	42	98	112	137	66	22	10	19	30	80	43
jgi.p|YarlipO1F2|188723	186	80	228	281	191	103	109	33	73	136	357	230
jgi.p|YarlipO1F2|188755	10277	37	1163	7244	4958	5735	4305	26	136	4260	3886	1229
jgi.p|YarlipO1F2|188786	893	233	720	843	832	464	805	1125	1355	494	1057	732
jgi.p|YarlipO1F2|188893	132	118	180	163	116	66	288	328	520	122	296	148
jgi.p|YarlipO1F2|188921	2533	1220	2874	1245	2268	716	1648	4002	3880	760	1816	981
jgi.p|YarlipO1F2|189111	2	4	10	2	1	1	0	0	5	1	1	1
jgi.p|YarlipO1F2|189178	1657	1007	2180	1041	1606	560	1038	798	1158	608	1477	971
jgi.p|YarlipO1F2|189215	3612	2318	4166	1159	2716	823	1861	2846	1830	456	1000	570
jgi.p|YarlipO1F2|189234	4100	1648	4293	8441	4157	3487	8185	12529	17729	4840	10126	5391
jgi.p|YarlipO1F2|189300	310	58	226	621	359	296	359	414	510	486	1146	656
jgi.p|YarlipO1F2|189322	531	224	564	449	417	238	559	2877	2548	419	1348	797
jgi.p|YarlipO1F2|189359	668	149	433	878	714	440	2440	7817	6759	441	1056	688
jgi.p|YarlipO1F2|189368	411	213	453	79	239	76	141	49	87	59	112	76
jgi.p|YarlipO1F2|189406	220	88	253	416	164	140	358	1371	1186	268	906	519
jgi.p|YarlipO1F2|189409	3821	1167	3789	2893	4135	1842	2502	1901	2920	1509	3665	2153
jgi.p|YarlipO1F2|189420	629	239	586	436	557	269	280	685	632	312	844	525
jgi.p|YarlipO1F2|189462	5464	1995	5441	2207	4640	1849	2490	3435	3855	1545	3908	2551
jgi.p|YarlipO1F2|189491	541	153	478	1221	546	507	2108	19401	15470	1046	3248	1979
jgi.p|YarlipO1F2|189518	32	13	34	27	16	23	82	79	138	18	73	37
jgi.p|YarlipO1F2|189521	536	234	455	549	451	274	674	1339	1126	276	754	490
jgi.p|YarlipO1F2|189523	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|189596	419	120	358	732	334	251	617	961	1039	321	703	442
jgi.p|YarlipO1F2|189638	1218	281	888	865	1099	608	615	210	345	384	712	510
jgi.p|YarlipO1F2|189663	231	61	165	337	292	190	501	1323	1302	283	800	436
jgi.p|YarlipO1F2|189679	39	7	32	146	71	72	160	105	94	61	92	87
jgi.p|YarlipO1F2|189701	415	166	427	443	490	245	776	736	758	319	1288	767
jgi.p|YarlipO1F2|189717	608	357	830	447	432	225	274	272	409	246	543	352
jgi.p|YarlipO1F2|189730	8	3	3	9	5	6	1	4	3	11	63	27
jgi.p|YarlipO1F2|189802	32	15	48	32	20	22	9	3	2	18	35	18
jgi.p|YarlipO1F2|189891	891	273	740	974	933	633	1682	717	1111	526	1161	647
jgi.p|YarlipO1F2|189979	1321	412	1158	1550	1164	771	1197	1851	2062	1206	3170	1950
jgi.p|YarlipO1F2|189997	923	485	1067	487	792	339	426	852	758	208	615	401
jgi.p|YarlipO1F2|190098	577	113	466	516	546	345	613	610	747	324	551	356
jgi.p|YarlipO1F2|190142	1066	258	873	652	970	384	1512	1026	1252	312	761	429
jgi.p|YarlipO1F2|190169	1579	331	1071	2228	1194	1244	335	170	321	1598	2872	1769
jgi.p|YarlipO1F2|190226	657	206	667	333	715	233	610	429	499	164	422	232
jgi.p|YarlipO1F2|190336	666	251	715	382	583	249	492	339	366	258	751	435
jgi.p|YarlipO1F2|190496	1637	1282	2573	665	1338	454	737	449	618	295	851	483
jgi.p|YarlipO1F2|190647	3690	642	2559	5614	2832	2411	3713	7929	8810	3442	8443	4758
jgi.p|YarlipO1F2|190679	458	72	200	2085	269	633	68	50	58	1426	975	351
jgi.p|YarlipO1F2|190743	743	395	1000	358	493	210	146	57	52	188	551	278
jgi.p|YarlipO1F2|190911	609	367	813	335	399	176	432	862	876	324	877	533
jgi.p|YarlipO1F2|190931	1123	391	1066	546	780	342	422	237	306	267	670	368
jgi.p|YarlipO1F2|190969	18716	7014	17899	4893	14763	4680	3630	3190	2867	2610	6070	3570
jgi.p|YarlipO1F2|190982	4682	727	3104	5998	4016	3308	1805	1765	1934	3430	7576	4755
jgi.p|YarlipO1F2|191024	141	99	175	75	91	50	77	142	181	77	207	126
jgi.p|YarlipO1F2|191031	6812	2641	6938	5643	7239	3054	5964	30577	22925	3841	9811	6068
jgi.p|YarlipO1F2|191094	719	285	683	412	415	247	439	497	561	293	739	448
jgi.p|YarlipO1F2|191208	880	264	894	987	890	512	863	520	738	625	1513	885
jgi.p|YarlipO1F2|191356	142	25	92	277	113	117	424	2928	1747	176	400	207
jgi.p|YarlipO1F2|191639	986	278	914	1549	1072	665	1436	920	1561	1181	2664	1656
jgi.p|YarlipO1F2|191684	319	143	296	112	243	68	97	131	140	66	174	121
jgi.p|YarlipO1F2|191689	217	58	191	321	172	161	164	120	147	248	550	327
jgi.p|YarlipO1F2|191712	2098	378	1389	2806	2026	1337	2094	1517	1981	1493	3520	1787
jgi.p|YarlipO1F2|191716	2	7	11	1	0	1	0	1	3	0	5	8
jgi.p|YarlipO1F2|191799	5370	2592	6042	4440	4325	2529	2487	4832	4461	2189	5592	3345
jgi.p|YarlipO1F2|191988	128	33	108	395	147	141	284	438	594	317	625	334
jgi.p|YarlipO1F2|192068	815	329	858	408	564	260	467	300	344	236	467	273
jgi.p|YarlipO1F2|192078	148	10	101	326	116	157	311	19	58	99	73	65
jgi.p|YarlipO1F2|192118	159	86	172	194	138	80	309	2935	1986	170	446	293
jgi.p|YarlipO1F2|192269	1944	1094	2285	1776	1819	963	1636	2322	2809	1136	2705	1810
jgi.p|YarlipO1F2|192289	1759	330	886	6842	3625	3031	13241	25181	27069	3961	9755	5943
jgi.p|YarlipO1F2|192308	479	233	549	251	374	157	584	1854	1319	202	553	354
jgi.p|YarlipO1F2|192333	524	203	504	361	542	222	548	582	825	279	670	394
jgi.p|YarlipO1F2|192379	607	249	558	1234	741	547	1029	1355	1212	402	810	502
jgi.p|YarlipO1F2|19240	47	18	47	42	23	16	25	99	36	19	78	96
jgi.p|YarlipO1F2|192481	1390	613	1326	586	1342	572	586	255	352	242	649	403
jgi.p|YarlipO1F2|192593	294	67	220	326	267	188	394	185	201	119	215	178
jgi.p|YarlipO1F2|192710	1595	504	1509	710	1216	512	760	1208	1291	495	922	640
jgi.p|YarlipO1F2|192717	2899	1116	2870	1002	2257	835	704	828	709	368	1299	697
jgi.p|YarlipO1F2|192729	318	142	295	225	276	110	218	85	125	164	353	231
jgi.p|YarlipO1F2|192736	80	17	46	261	96	110	192	121	243	123	346	182
jgi.p|YarlipO1F2|192793	8	3	7	40	11	14	49	48	81	34	48	35
jgi.p|YarlipO1F2|192851	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|192864	0	0	0	0	0	0	0	1	0	0	0	0
jgi.p|YarlipO1F2|192879	2	0	1	4	0	0	2	14	13	0	1	1
jgi.p|YarlipO1F2|192882	340	197	466	134	290	85	314	560	791	113	400	206
jgi.p|YarlipO1F2|192934	0	0	0	0	0	0	0	1	0	0	0	0
jgi.p|YarlipO1F2|192956	2173	645	1884	2094	2162	1121	1737	2990	3544	1508	3143	1835
jgi.p|YarlipO1F2|192958	230	101	220	134	169	81	319	1027	930	103	236	143
jgi.p|YarlipO1F2|192975	816	310	923	634	831	286	704	1732	2273	372	1157	605
jgi.p|YarlipO1F2|192995	1	0	2	0	0	0	0	0	0	0	5	4
jgi.p|YarlipO1F2|193060	706	138	484	889	831	520	824	768	1117	616	1494	970
jgi.p|YarlipO1F2|193071	1069	776	1531	315	698	265	194	119	150	215	449	261
jgi.p|YarlipO1F2|193074	16	4	15	9	6	1	2	2	2	5	6	8
jgi.p|YarlipO1F2|193144	211	114	260	186	183	120	425	621	635	109	279	163
jgi.p|YarlipO1F2|193148	552	121	442	839	468	421	611	839	1203	584	1751	911
jgi.p|YarlipO1F2|193169	2	0	1	2	1	0	36	95	29	0	0	0
jgi.p|YarlipO1F2|193215	5	3	15	8	12	12	24	17	27	14	21	7
jgi.p|YarlipO1F2|193237	3522	1233	3173	3085	3472	1729	2967	6471	7610	2141	5559	3611
jgi.p|YarlipO1F2|193248	499	180	496	456	451	235	376	401	491	309	770	434
jgi.p|YarlipO1F2|19327	566	131	483	825	600	449	982	2201	1825	468	964	806
jgi.p|YarlipO1F2|193270	13	0	7	4	5	3	8	19	18	1	4	1
jgi.p|YarlipO1F2|193279	2763	544	2198	2551	2145	1384	3145	2521	3743	1561	2335	1325
jgi.p|YarlipO1F2|193301	4775	1831	4350	4214	4183	2231	1930	1198	1549	2261	4072	2722
jgi.p|YarlipO1F2|193373	59	8	28	61	39	57	28	6	11	32	47	29
jgi.p|YarlipO1F2|193391	259	109	264	255	305	110	301	102	193	161	425	264
jgi.p|YarlipO1F2|193397	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|193398	3	1	0	0	0	2	1	6	1	2	2	2
jgi.p|YarlipO1F2|193400	417	75	359	609	542	328	1585	2663	2394	330	796	430
jgi.p|YarlipO1F2|193420	1	0	0	4	3	4	3	11	6	5	12	11
jgi.p|YarlipO1F2|193441	0	0	1	2	0	1	2	7	6	0	8	6
jgi.p|YarlipO1F2|193467	494	81	339	1066	561	434	1443	2826	2841	536	1118	684
jgi.p|YarlipO1F2|193474	26258	11489	24814	5696	20882	6304	4401	1115	1276	1731	3828	2257
jgi.p|YarlipO1F2|193514	850	396	900	719	742	366	1006	1168	1513	379	886	576
jgi.p|YarlipO1F2|193548	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|193550	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|193554	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|193557	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|YarlipO1F2|193583	1847	1026	2364	517	1321	436	564	693	787	283	875	530
jgi.p|YarlipO1F2|193597	2144	1159	2395	2722	2284	1302	2800	11949	11775	1917	5862	3671
jgi.p|YarlipO1F2|193729	453	215	537	136	294	85	147	80	145	51	108	67
jgi.p|YarlipO1F2|194055	26	8	24	62	28	14	73	26	76	42	78	58
jgi.p|YarlipO1F2|194230	11	0	4	14	11	6	13	69	56	3	7	13
jgi.p|YarlipO1F2|194500	16	2	11	11	8	5	73	23	31	12	20	10
jgi.p|YarlipO1F2|194551	561	163	499	781	643	356	760	883	1069	393	1182	794
jgi.p|YarlipO1F2|194651	379	180	426	217	251	143	103	118	120	118	290	188
jgi.p|YarlipO1F2|194726	89893	74427	121124	6615	43223	7573	21747	5621	6254	1267	4101	3230
jgi.p|YarlipO1F2|194728	50	7	29	95	8	26	19	36	116	35	44	32
jgi.p|YarlipO1F2|195060	159	53	161	301	182	156	346	438	784	177	408	245
jgi.p|YarlipO1F2|195202	16226	9376	19784	22253	15581	10155	14240	7860	12783	11833	23785	13750
jgi.p|YarlipO1F2|19548	345	338	403	16	157	25	2	4	1	1	0	1
jgi.p|YarlipO1F2|195509	3939	617	2791	11231	4428	5205	10689	19180	20718	4351	10748	6642
jgi.p|YarlipO1F2|195750	487	176	474	751	517	374	371	897	952	122	436	352
jgi.p|YarlipO1F2|195827	712	280	800	715	765	426	917	677	912	419	970	552
jgi.p|YarlipO1F2|195854	2215	1118	2195	1650	1565	824	880	553	733	1046	2469	1437
jgi.p|YarlipO1F2|195886	340	183	483	195	279	131	197	175	253	107	277	206
jgi.p|YarlipO1F2|195944	39	12	32	275	102	108	172	61	110	129	226	142
jgi.p|YarlipO1F2|195989	7067	1949	6193	8704	8132	4773	6395	12948	14943	4494	10056	6578
jgi.p|YarlipO1F2|19607	1026	504	1064	851	767	401	631	360	521	431	1139	670
jgi.p|YarlipO1F2|196152	432	210	430	845	699	450	1223	4226	3986	490	1422	944
jgi.p|YarlipO1F2|196247	860	299	877	1055	865	501	1037	766	1218	706	1393	895
jgi.p|YarlipO1F2|196374	34	92	102	2	11	2	1	2	9	0	13	8
jgi.p|YarlipO1F2|196398	78	23	78	27	29	8	15	8	11	10	31	8
jgi.p|YarlipO1F2|196591	1497	453	1249	2000	1737	944	2910	10495	10544	1539	3859	2367
jgi.p|YarlipO1F2|196660	2979	1061	3001	2215	2500	1313	1813	4927	4820	1548	4691	2364
jgi.p|YarlipO1F2|196739	742	303	975	673	554	432	331	393	549	591	1074	640
jgi.p|YarlipO1F2|197137	1305	646	1600	1528	1369	756	1420	2736	3269	920	2315	1440
jgi.p|YarlipO1F2|197373	1338	776	1630	916	1126	499	949	1432	1811	590	1492	838
jgi.p|YarlipO1F2|197382	335	166	375	312	252	156	349	361	580	214	464	264
jgi.p|YarlipO1F2|197741	92	7	40	54	13	91	0	0	0	50	84	76
jgi.p|YarlipO1F2|19777	3614	646	3747	15576	3313	5143	993	50201	6412	9037	24558	21500
jgi.p|YarlipO1F2|197884	273	91	241	240	312	144	172	120	172	188	383	242
jgi.p|YarlipO1F2|197968	8637	4551	9648	5432	6145	3005	2308	2765	3642	2765	6120	3729
jgi.p|YarlipO1F2|198082	4516	693	2638	6746	3958	3426	6848	3131	4074	2572	6095	4362
jgi.p|YarlipO1F2|198100	30	14	36	58	36	39	162	951	834	50	132	69
jgi.p|YarlipO1F2|198234	1128	292	1098	1708	884	723	546	1258	1032	957	2014	1360
jgi.p|YarlipO1F2|198819	12774	5244	12015	5000	11416	4896	5225	1546	1637	1396	2460	1533
jgi.p|YarlipO1F2|199098	4882	2162	5106	2952	4851	1901	4341	11142	9832	1841	4515	2841
jgi.p|YarlipO1F2|199315	505	232	523	1511	544	562	1858	10472	10109	1081	2211	1222
jgi.p|YarlipO1F2|199320	7540	4690	9692	2964	6266	2120	3714	3661	3904	993	2498	1443
jgi.p|YarlipO1F2|199375	75426	38314	76626	31744	63367	21311	36340	39622	29256	11389	33193	21888
jgi.p|YarlipO1F2|199500	2688	1018	2553	1676	2364	1092	1190	359	515	764	1365	960
jgi.p|YarlipO1F2|199665	69	32	75	128	63	70	76	50	81	120	184	125
jgi.p|YarlipO1F2|199769	252	122	346	745	162	183	383	246	385	463	891	529
jgi.p|YarlipO1F2|199793	9277	2471	8176	4640	9096	4159	12392	686	1561	1077	1475	933
jgi.p|YarlipO1F2|199799	2724	511	1672	5837	2662	2495	8063	2086	4040	3307	5919	3259
jgi.p|YarlipO1F2|199869	18	8	23	11	11	9	7	3	5	3	16	22
jgi.p|YarlipO1F2|200243	21243	9041	19193	14474	19341	8889	11557	61342	50710	11660	39492	22458
jgi.p|YarlipO1F2|20053	976	437	1018	1593	927	517	973	1909	2103	1175	2744	1632
jgi.p|YarlipO1F2|200741	0	1	0	0	0	0	0	1	0	0	0	2
jgi.p|YarlipO1F2|20083	389	102	335	714	332	244	193	142	188	414	916	520
jgi.p|YarlipO1F2|20089	1049	397	889	1178	842	594	844	515	811	706	1887	1176
jgi.p|YarlipO1F2|20090	111	50	153	162	124	68	313	529	705	159	732	418
jgi.p|YarlipO1F2|20094	1331	136	616	4080	1870	2000	3562	8361	10280	3928	10462	7104
jgi.p|YarlipO1F2|200954	356	76	391	559	365	328	409	354	568	393	923	531
jgi.p|YarlipO1F2|201144	79	3	41	151	67	82	117	11	34	91	114	73
jgi.p|YarlipO1F2|201223	980	341	1019	1005	851	453	446	199	245	466	1049	574
jgi.p|YarlipO1F2|201261	1635	311	1268	1531	1739	955	4676	15754	9560	1000	2753	1877
jgi.p|YarlipO1F2|201330	9	3	7	5	8	2	2	3	9	4	8	2
jgi.p|YarlipO1F2|201373	1694	875	2281	1700	1242	795	703	564	785	865	2041	1243
jgi.p|YarlipO1F2|201395	1710	533	1599	2170	1873	1270	1310	877	1064	1355	3480	2550
jgi.p|YarlipO1F2|201482	147205	82194	153143	30794	136653	32603	46931	19486	18732	6172	18021	11052
jgi.p|YarlipO1F2|20150	158	66	100	372	112	154	79	63	89	164	325	218
jgi.p|YarlipO1F2|201510	2935	979	2731	2526	2933	1394	2804	5441	6004	1710	6181	3531
jgi.p|YarlipO1F2|20197	580	168	448	1310	304	420	2091	986	1056	627	735	363
jgi.p|YarlipO1F2|202089	5321	1558	4936	5560	5723	3306	4824	8470	8399	2812	6585	4228
jgi.p|YarlipO1F2|202107	455	72	202	473	627	383	251	31	82	312	407	245
jgi.p|YarlipO1F2|202171	588288	259935	572249	244473	543561	189639	180896	234337	237921	162581	485985	269637
jgi.p|YarlipO1F2|20234	287	62	237	375	321	158	414	466	480	215	592	400
jgi.p|YarlipO1F2|202423	768	162	512	1930	1408	900	1771	4382	5299	1275	3272	1926
jgi.p|YarlipO1F2|202542	957	587	1308	675	827	389	692	1563	1692	347	1217	783
jgi.p|YarlipO1F2|202559	46	16	29	58	36	29	99	62	105	45	111	67
jgi.p|YarlipO1F2|202661	3193	1047	3066	2356	2778	1450	2583	5042	4785	1243	2845	1802
jgi.p|YarlipO1F2|20272	2350	629	2001	1397	2319	897	4995	5057	6162	740	1864	1186
jgi.p|YarlipO1F2|202742	1	1	0	5	0	3	0	3	3	3	7	4
jgi.p|YarlipO1F2|202772	743	74	494	2459	950	755	2208	4654	4605	1223	2392	2016
jgi.p|YarlipO1F2|202958	46	19	53	29	24	37	17	17	18	13	33	35
jgi.p|YarlipO1F2|202982	3715	436	2373	7467	5044	3571	7844	28469	21269	4606	11923	7443
jgi.p|YarlipO1F2|203000	334	177	288	70	83	42	38	115	137	37	112	79
jgi.p|YarlipO1F2|203342	7296	1659	5929	8862	7296	4466	3406	5354	6633	4868	12812	7701
jgi.p|YarlipO1F2|203592	574	173	600	331	426	233	320	124	193	173	280	189
jgi.p|YarlipO1F2|20376	3883	1700	4001	1818	3599	1296	2471	6798	5959	1270	3240	2307
jgi.p|YarlipO1F2|203861	87	22	94	129	100	73	147	239	376	108	231	174
jgi.p|YarlipO1F2|203996	2514	1008	2325	1236	2076	870	1815	2262	2921	886	3107	1995
jgi.p|YarlipO1F2|204091	828	148	675	1132	782	743	681	1186	1503	450	1176	808
jgi.p|YarlipO1F2|204402	1047	944	1207	199	447	135	192	68	95	44	205	73
jgi.p|YarlipO1F2|204868	1227	919	1831	848	858	530	581	484	558	624	1955	1084
jgi.p|YarlipO1F2|204916	1	0	0	1	0	0	0	1	2	0	1	3
jgi.p|YarlipO1F2|204946	2029	616	1612	1493	2209	922	1069	8209	4682	1479	5462	3581
jgi.p|YarlipO1F2|205023	48	21	79	17	51	10	1	7	16	26	133	39
jgi.p|YarlipO1F2|205060	1616	495	1426	729	1354	518	970	2193	2231	530	1489	885
jgi.p|YarlipO1F2|205218	234	115	272	211	233	107	226	194	281	131	314	223
jgi.p|YarlipO1F2|205293	1146	146	705	1570	943	1154	1213	1954	2014	1263	2608	1744
jgi.p|YarlipO1F2|205361	2806	722	1931	1448	2712	1296	1683	349	375	562	1363	792
jgi.p|YarlipO1F2|205397	24650	6471	19616	13339	19769	9963	3198	506	966	5965	15076	8938
jgi.p|YarlipO1F2|205409	4	0	3	0	1	2	1	1	0	3	7	9
jgi.p|YarlipO1F2|205503	497	79	402	761	506	331	735	1285	1659	417	821	506
jgi.p|YarlipO1F2|205586	11	6	9	5	2	3	4	1	4	2	8	2
jgi.p|YarlipO1F2|205628	1869	530	1465	1338	1550	916	174	68	92	631	1627	1179
jgi.p|YarlipO1F2|205718	204	75	151	382	206	158	208	374	272	113	281	150
jgi.p|YarlipO1F2|205746	7	5	2	5	2	4	1	0	1	11	16	11
jgi.p|YarlipO1F2|205795	618	260	700	397	449	239	313	276	406	214	506	282
jgi.p|YarlipO1F2|205820	40	10	23	31	31	13	59	43	62	11	35	12
jgi.p|YarlipO1F2|206040	14211	3023	9686	17801	12195	9482	6033	3439	5347	2444	4181	2995
jgi.p|YarlipO1F2|206379	128	43	168	157	139	71	175	122	204	114	320	200
jgi.p|YarlipO1F2|206612	0	0	0	0	1	0	0	0	0	0	2	0
jgi.p|YarlipO1F2|206702	73	12	40	60	29	34	5	3	6	23	72	33
jgi.p|YarlipO1F2|206745	4614	2045	4940	2110	4201	1503	2950	3783	4204	1282	2782	1661
jgi.p|YarlipO1F2|206843	1233	420	1264	2403	1316	935	1621	2513	4201	1682	4115	2492
jgi.p|YarlipO1F2|206856	2328	1135	2749	511	1626	524	692	201	276	203	497	220
jgi.p|YarlipO1F2|207010	1761	493	1678	1817	1802	1030	1885	1016	1708	968	2115	1227
jgi.p|YarlipO1F2|207203	171	18	143	102	172	48	460	3371	1694	66	150	123
jgi.p|YarlipO1F2|207229	4010	436	2148	6197	4289	3672	5367	5775	10165	4035	9002	6625
jgi.p|YarlipO1F2|207467	1683	285	983	1675	1874	905	2247	2461	3257	645	1623	985
jgi.p|YarlipO1F2|207551	2063	326	1380	3354	1542	1745	578	108	206	1808	2720	1499
jgi.p|YarlipO1F2|207586	1729	709	1896	1683	1698	902	1404	2052	2475	1104	2914	1747
jgi.p|YarlipO1F2|207632	0	0	1	0	4	0	0	0	1	1	3	0
jgi.p|YarlipO1F2|207760	4701	561	3032	6065	5587	3509	12230	22889	25612	4508	13364	10875
jgi.p|YarlipO1F2|207800	163	65	184	428	291	148	1396	1165	1395	139	237	156
jgi.p|YarlipO1F2|207888	2	0	1	10	3	1	0	1	1	12	73	62
jgi.p|YarlipO1F2|208135	964	381	983	1209	1152	462	1732	7784	6422	858	2298	1459
jgi.p|YarlipO1F2|208264	165	47	140	203	153	77	351	3345	1347	209	2834	2127
jgi.p|YarlipO1F2|208458	3	0	0	2	0	2	2	1	3	0	2	2
jgi.p|YarlipO1F2|208607	199	65	212	184	145	95	134	53	81	163	371	199
jgi.p|YarlipO1F2|208640	124	69	183	118	108	34	110	99	95	106	326	215
jgi.p|YarlipO1F2|208678	14300	2992	10692	13432	14844	8218	14534	21785	23956	8407	21302	13383
jgi.p|YarlipO1F2|208788	749	133	595	784	937	409	1238	3286	3196	508	1278	737
jgi.p|YarlipO1F2|208824	106	64	203	233	87	103	178	232	412	140	294	176
jgi.p|YarlipO1F2|208850	683	329	809	545	575	296	425	388	456	318	886	461
jgi.p|YarlipO1F2|208881	1250	368	1188	1631	1368	775	1717	1725	2595	1022	2408	1424
jgi.p|YarlipO1F2|208940	1040	391	1106	918	910	454	1134	1285	2143	647	1587	938
jgi.p|YarlipO1F2|20896	2466	1561	3407	534	1813	450	532	301	331	230	604	266
jgi.p|YarlipO1F2|20897	1183	735	1348	436	967	334	337	641	617	310	978	632
jgi.p|YarlipO1F2|208996	896	253	665	1205	1254	679	2049	5370	5311	608	1722	1198
jgi.p|YarlipO1F2|20903	640	182	491	310	594	241	2708	292	671	75	106	68
jgi.p|YarlipO1F2|209033	15	10	15	17	22	12	17	12	24	8	33	27
jgi.p|YarlipO1F2|209049	2154	773	2045	2146	2257	1129	2405	17108	9654	1418	3343	1992
jgi.p|YarlipO1F2|209059	569	317	676	497	445	231	890	722	1081	329	694	381
jgi.p|YarlipO1F2|209070	2905	1616	3870	2407	2330	1284	1068	2962	2730	1326	3029	2087
jgi.p|YarlipO1F2|209252	443	71	258	1882	680	651	1498	2172	3014	1519	3855	2312
jgi.p|YarlipO1F2|209313	363	47	209	351	389	182	552	312	545	168	376	232
jgi.p|YarlipO1F2|209329	1153	1018	1784	762	905	419	1216	192	368	409	872	391
jgi.p|YarlipO1F2|209683	2272	662	2055	3312	1849	1402	2872	2505	3934	2169	4805	3121
jgi.p|YarlipO1F2|20969	955	780	917	947	800	446	338	202	125	948	6825	4281
jgi.p|YarlipO1F2|209708	325	212	490	99	278	82	54	50	34	72	271	164
jgi.p|YarlipO1F2|209750	5	1	4	0	0	0	0	2	1	0	0	0
jgi.p|YarlipO1F2|20976	94	21	89	332	81	105	254	209	327	161	221	130
jgi.p|YarlipO1F2|209761	2818	1221	3079	2131	1863	1380	874	1937	2027	965	1753	1237
jgi.p|YarlipO1F2|209767	1039	318	1020	992	966	503	604	368	527	613	1571	943
jgi.p|YarlipO1F2|209794	146	113	218	211	140	97	173	96	167	126	304	217
jgi.p|YarlipO1F2|209849	22140	3587	15414	28066	21592	16305	21708	12287	17917	14466	26122	15766
jgi.p|YarlipO1F2|209993	562	294	664	558	462	253	366	375	500	371	826	520
jgi.p|YarlipO1F2|21008	494	106	409	2137	341	632	4230	3252	3405	542	958	1457
jgi.p|YarlipO1F2|21018	85	20	72	101	47	53	23	27	32	71	158	102
jgi.p|YarlipO1F2|210211	6727	1554	5894	10268	5481	4896	1642	2308	3335	5941	15772	10146
jgi.p|YarlipO1F2|210215	7041	2008	6181	6860	6256	3710	438	656	464	3790	13284	9435
jgi.p|YarlipO1F2|210247	3721	1418	3914	1230	3020	942	2283	1313	1720	745	2060	1086
jgi.p|YarlipO1F2|21026	4	6	2	2	0	0	9	0	4	1	3	0
jgi.p|YarlipO1F2|210290	8243	3604	8532	5138	7245	3000	2343	2774	3256	2863	6661	3905
jgi.p|YarlipO1F2|210609	115	92	181	79	97	43	109	112	115	47	158	96
jgi.p|YarlipO1F2|210824	9	6	17	19	7	9	39	23	30	17	12	10
jgi.p|YarlipO1F2|210847	0	1	0	1	3	0	0	0	0	0	4	0
jgi.p|YarlipO1F2|210884	935	137	644	2351	894	878	1288	3984	3490	1374	2922	1872
jgi.p|YarlipO1F2|210987	48	17	108	13	40	12	0	10	9	11	34	10
