cont	cont	cont	lowN	lowN	lowN	salt	salt	salt	lowFE	lowFE	lowFE
107016	1.61641210683541	0	0	3.59399601645194	0	0	1.96877363547218	8.17608101405033	8.91188089312748	1.45832649605926	1.19295595543798	0.979179602259656
107055	274.79005816202	283.0632825499	276.609164634899	191.380287876066	264.135736639973	243.048626958533	272.675148512898	206.854849655473	198.80349684669	212.915668424652	224.872197600059	247.732439371693
107057	80.8206053417705	94.3544275166333	83.7214682277735	126.688359579931	87.4316898285624	112.671548921174	134.860994029845	91.5721073573637	65.8108127492491	148.749302598045	116.313205655203	92.0428826124077
107197	125.271938279744	148.271243240424	178.113319661047	94.3423954318636	137.129702994271	98.1852069170231	19.6877363547218	15.5345539266956	17.823761786255	128.332731653215	170.592701627631	134.147605509573
107204	1046.62683917593	1772.51531691961	1153.22218490217	573.242364624085	948.863918034187	582.672867278071	641.820205163932	1741.50525599272	1104.38770144834	794.787940352298	1144.04476126502	1095.70197492856
10722	3008.95113687412	3805.62857650421	3064.862376103	3121.38554028851	3156.74416959967	3146.75540201279	2819.28384599617	1694.90159421263	2395.23937235288	3578.73322132943	3423.18711412928	3549.52605819125
107277	252.160288666324	220.160330872144	201.916482196395	226.421749036473	184.987049005695	309.04196275522	179.158400827969	123.45882331216	140.533506391626	198.33240346406	157.470186117813	169.39807119092
107456	434.814856738725	345.966234227655	450.618490755369	473.508975167544	424.273779062813	452.295789240713	581.772609282031	240.37678181308	262.557721697525	543.955783030105	456.305652955027	445.526719028143
107562	186.69559833949	168.490049136845	137.894182963392	250.681222147523	199.712386239979	244.658220514549	255.940572611384	99.748188371414	132.992684097441	333.956767597571	288.098863238272	291.795521473377
107648	12.1230908012656	11.2326699424563	6.56638966492341	25.1579721151636	34.9726759314249	19.3151226722013	62.0163695173738	46.6036617800869	52.1002267598222	16.0415914566519	14.3154714652558	22.5211308519721
107650	400.061996441764	325.747428331234	343.093859992248	372.877086706889	427.034779794241	415.275137452327	431.161426168408	506.917022871121	582.699904550643	488.539376179853	572.022380632512	581.632683742236
107665	987.627797276436	1192.90954788886	1091.66228179352	846.386061874433	1083.23262029703	954.488978717946	1026.71545089874	2524.77381713874	1429.32858939775	657.705249722727	582.758984231453	658.008692718489
107813	747.590599411377	572.866167065273	579.483887929491	838.299570837416	587.172822217082	706.611571091363	326.816423488383	242.01199801589	167.269149071008	631.455372793661	625.108920649502	706.967672831472
107860	159.216592523288	83.1217575741769	137.894182963392	523.824919397871	181.305714697124	391.131234112076	232.315288985718	204.402025351258	225.539139526072	309.165217164564	228.451065466373	265.357672212367
107964	2850.54275040425	1112.03432430318	1902.61140541156	3700.01889893728	2623.87102843401	3795.42160508755	2393.04435391644	757.105101901061	904.213146002704	2127.69835775046	1859.81833452781	1940.73397167864
10799	88.9026658759476	71.8890876317206	92.7502540170431	12.5789860575818	19.327005119998	17.7055291161845	13.7814154483053	0	3.42764649735672	11.6666119684741	4.77182382175192	11.7501552271159
108091	991.668827543524	1033.40563470598	1010.40320969009	1862.58843552622	955.306253074187	1178.22248300428	355.363641202729	252.640903334155	217.312787932416	1852.07464999526	2656.11643478266	2677.0770325779
10810	75.1631629678466	78.6286895971944	73.8718837303883	387.253070772697	106.75869494856	175.445697605828	352.410480749521	1379.30486707029	1273.02790911829	557.080721494638	558.303387144975	559.111552890264
108155	11002.9172112286	16536.7366892842	12572.173812204	3347.80728932499	10420.0167604103	5160.35694058977	6096.30756223962	4477.22196329396	4574.53701537228	2737.27883310324	3132.70233898014	2629.09723206718
108164	151.134531989111	204.434592952705	168.263735163662	194.974283892518	199.712386239979	159.34976204566	344.535386207632	92.3897154587687	115.854451610657	304.790237676386	328.062887745445	340.75450158636
108202	1676.21935478832	3064.27236030209	2176.75817392211	770.912145528942	1747.7134629941	904.591578481426	1115.31026449499	430.879469440453	595.039431941127	886.662509604032	1038.46815920876	879.303282829171
108215	347.528602969613	357.198904170112	324.215489705593	344.125118575274	496.059798079949	344.453020987589	675.289356966959	394.904712978631	391.437229998138	463.747825746845	441.393703512053	415.172151358094
108328	695.057205939226	1109.78779031469	893.849793137699	710.712712253372	544.837477668515	634.179861070608	416.395623902367	225.659835987789	250.218194307041	619.788760825187	567.847034788479	549.319756867667
108336	155.175562256199	354.95237018162	260.19319047259	13.4774850616948	140.811037302843	33.8014646763522	85.64165314304	4621.12098914125	606.007900732669	7.29163248029631	7.15773573262788	4.89589801129828
108413	14.5477089615187	13.4792039309476	13.1327793298468	1.79699800822597	4.60166788571381	3.21918711203354	1.96877363547218	1.63521620281007	1.37105859894269	2.91665299211853	2.98238988859495	0
10849	223.064870743287	202.188058964214	186.321306742202	433.975018986572	260.454402331402	334.795459651488	521.725013400129	1074.33704524621	876.106444724379	468.122805235023	487.918985774134	446.505898630403
108493	5.65744237392394	17.9722719079301	17.2367728704239	2.69549701233896	5.52200146285657	0	0	0	0	4.37497948817779	3.57886786631394	6.85425721581759
108658	5006.83650092268	2484.66659127134	3768.28686895792	5995.68385444596	7533.85066249065	5688.30362696327	16605.6212283901	2554.20770878932	4059.7045114693	4068.73092400534	3240.66485294727	3460.42071438562
108737	866.39688926378	384.157312032007	637.760596205686	1086.2852959726	1028.93293924561	1022.09190807065	755.024689203583	4796.90673094333	2872.36776478493	1103.95315751686	1386.21482021893	1735.10625520411
108781	39.6020966174676	17.9722719079301	28.7279547840399	215.639760987117	116.882364297131	173.836104049811	730.41501876018	830.689831027514	866.50903453178	161.874241062578	175.961003427102	199.75263886097
108803	3350.01409141639	3830.34045037761	3328.33876140805	2602.05311591121	3165.9475053711	2816.78872302935	2567.28082065573	6163.12986839114	4873.42778994179	2215.19794751402	2229.63468071359	2267.77995883336
108928	1309.29380653668	943.544275166333	1203.29090609721	1160.86071331398	1493.7013957027	1249.04459946901	1548.44046429887	1268.11016527921	1111.24299444305	1066.03666861932	827.314955096239	767.67680817157
10899	161.641210683541	121.312835378528	158.414150666277	132.977852608722	192.349717622837	157.740168489644	578.819448828822	664.715386442292	466.159923640514	166.249220550756	135.400500942211	173.314789599959
109020	103.450374837466	226.899932837618	135.431786839045	30.5489661398415	38.654010239996	28.9726840083019	2.95316045320828	9.8112972168604	11.6539980910129	26.2498769290667	11.3330815766608	25.4586696587511
109055	1.61641210683541	0	0	2.69549701233896	1.84066715428552	0	0	0.817608101405033	0.685529299471345	0	1.19295595543798	0.979179602259656
109310	1062.79096024428	1150.22540210753	1133.5230159074	1214.77065356076	1064.82594875418	1133.15386343581	844.603889617567	369.558861835075	435.996634463775	1405.82674220113	1284.8135640067	1280.76691975563
109327	208.517161781768	256.104874688005	250.343605975205	202.162275925422	186.827716159981	214.075942950231	201.799297635899	443.143590961528	440.795339560075	250.832157322193	303.607290658966	269.274390621405
109461	569.785267659482	653.741390650959	651.714174243648	870.645534985484	577.049152868512	589.111241502138	665.445488789598	1330.24838098599	1294.96484670137	902.704101060683	939.45281490741	945.887495782828
109742	12.9312968546833	2.24653398849127	11.491181913616	13.4774850616948	15.6456708114269	12.8767484481342	17.7189627192497	7.3584729126453	6.85529299471345	7.29163248029631	14.9119494429748	10.7709756248562
109747	509.169813653154	119.066301390037	226.540443439858	2436.72929915442	420.592444754242	1675.58689181346	1383.06347891921	3696.40622645216	3100.64902150889	2692.0707117254	2593.48624712217	3121.62457200378
109778	130.121174600251	42.6841457813341	100.137442390082	210.248766962439	80.0690212114203	201.199194502096	34.4535386207632	96.4777559657939	51.4146974603509	113.749466692622	59.05131979418	53.8548781242811
109841	45.2595389913915	31.4514758388778	25.4447599515782	46.7219482138753	41.4150109714243	33.8014646763522	40.3598595271798	11.4465134196705	22.6224668825544	65.6246923226668	53.6830179947091	43.0839024994249
109861	2899.84331966273	1224.36102372774	2245.70526540381	4845.60512918133	3394.19023250251	5158.74734703375	8245.22398535751	10789.9741142422	8527.29895612406	5044.35134986899	6276.14128155921	10567.3062675862
110120	419.458941723789	469.525603594675	401.370568268443	197.669780904857	311.993082651396	265.582936742767	142.736088571733	116.91795850092	133.678213396912	223.123953897067	307.18615852528	247.732439371693
110122	16.9723271217718	11.2326699424563	11.491181913616	17.9699800822597	9.20333577142762	12.8767484481342	3.93754727094437	0	0	0	0	0
110195	691.016175672138	287.556350526882	637.760596205686	697.235227191677	546.678144822801	624.522299734507	731.399405577917	703.960575309734	967.967370853539	845.829367714372	628.687788515816	489.589801129828
111056	1.61641210683541	0	0.820798708115426	2.69549701233896	1.84066715428552	0	0	0.817608101405033	0.685529299471345	0	1.19295595543798	1.95835920451931
111122	96.9847264101246	240.379136768566	151.847761001354	50.3159442303272	87.4316898285624	49.8974002365199	76.7821717834152	110.377093689679	108.313629316472	53.9580803541927	69.1914454154029	73.4384701694742
111177	2713.14772132324	6618.28913009528	4415.89704966099	1896.73139768251	3060.10914399968	1888.05324120767	2667.68827606481	2512.50969561767	2960.11551511727	1666.86718499574	1855.64298868378	1837.92011344137
111206	2.42461816025312	4.49306797698254	5.74559095680798	7.18799203290389	4.60166788571381	9.65756133610063	3.93754727094437	0.817608101405033	0	1.45832649605926	0	1.95835920451931
111339	179.421743858731	224.653398849127	208.482871861318	287.519681316156	161.058375999983	199.58960094608	265.784440788745	169.244876990842	146.703270086868	298.956931692149	226.065153555497	235.003104542317
111349	766.179338639985	629.029516777555	769.088389504154	923.65697622815	965.429922422757	890.105236477275	810.150350996804	1392.38659669277	1512.27763463379	1510.8262499174	2026.23569031141	1858.48288508883
111350	799.31578683011	465.032535617692	704.245291563036	1460.95938068772	819.096883657058	1038.18784363082	489.240248414838	1226.41215210755	738.315055530638	1801.03322263319	1795.39871293416	1775.25261889676
111375	781.535253654921	712.151274351732	801.920337828771	966.784928425573	759.275201142778	835.379055572704	960.761534110426	308.238254229698	397.60699369338	944.995569446402	802.859358009761	905.741132090182
111461	2699.40821841514	1462.49362650782	2189.07015454384	3667.67293478921	2978.19945563398	3246.55020248583	2544.6399238478	3020.24432659019	2629.69039277208	3504.35857003041	3284.80422329848	3326.27310887605
111499	1367.48464238276	1210.88181979679	1291.11636786557	1403.45544442448	1514.86906797699	1327.91468371384	1317.10956213089	1712.88897244354	1478.00116966022	1293.53560200457	1311.05859502634	1398.26847202679
111582	105.874992997719	87.6148255511595	73.0510850222729	240.79773310228	99.3960263314183	167.397729825744	190.971042640802	171.697701295057	220.740434429773	306.248564172445	334.624145500354	299.628958291455
11164	41.218508724303	80.8752235856856	34.4735457408479	19.7669780904857	31.2913416228539	28.9726840083019	10.828254995097	5.72325670983523	0	14.5832649605926	20.2802512424457	15.6668736361545
111672	740.316744930618	1345.67385910627	835.573084861504	153.643329703321	455.565120685667	255.925375406667	17.7189627192497	3.27043240562013	3.42764649735672	75.8329777950816	45.9288042843622	47.0006209084635
111673	915.69745852226	431.334525790323	673.054940654649	1080.89430194792	839.344222354199	1097.74280520344	602.444732454488	22.8930268393409	45.9304630645801	831.24610275378	550.549173434628	588.486940958053
111820	702.331060419986	1199.64914985434	865.942637061774	548.084392508921	661.719841965646	455.514976352746	608.351053360905	443.961199062933	530.599677790821	574.580639447349	550.549173434628	586.528581753534
111822	539.073437629609	503.223613422044	511.35759515591	587.618348689893	645.153837577076	532.775467041551	819.994219174165	3780.61986089687	2217.6872837898	803.537899328654	943.031682773723	918.470466919557
111834	10.5066786944302	22.4653398849127	17.2367728704239	8.98499004112986	2.76100073142829	8.04796778008386	61.0319826996377	109.559485588274	102.829394920702	2.91665299211853	4.77182382175192	4.89589801129828
111836	265.899791574425	130.298971332494	216.690858942472	347.719114591726	306.47108118854	325.137898315388	375.051377557451	949.243005731244	614.234252326325	347.081706062105	286.309429305115	365.233991642852
111837	109.916023264808	92.107893528142	128.044598466006	137.470347629287	135.289035839986	136.815452261426	112.220097221915	51.5093103885171	68.5529299471345	123.957752165037	134.207544986773	135.126785111833
111843	98.60113851696	190.955389021758	133.790189422814	46.7219482138753	51.5386803199947	51.5069937925367	35.4379254384993	10.6289053182654	8.91188089312748	112.291140196563	67.4020114822459	60.7091353400987
111859	467.143098875434	577.359235042256	560.605517642836	382.760575752132	362.611429394248	352.500988767673	284.487790325731	1022.01012675629	762.994110311607	545.414109526164	515.356972749208	434.755743403287
111865	731.426478343023	851.436381638191	899.595384094507	1487.91435081111	700.373852205642	994.728817618365	483.333927508421	824.966574317678	800.012692483059	1265.82739857944	1345.05783975632	1316.99656503924
11191	1708.54759692503	1790.48758882754	1800.83236560524	2000.05878315551	2142.53656758835	1954.04657700436	2092.80637450693	1808.54912030793	1929.76497801184	1720.82526534993	1619.43770950706	1616.62552333069
11196	7.27385448075935	8.98613595396507	4.10399354057713	5.39099402467792	3.68133430857105	8.04796778008386	0.984386817736092	4.9056486084302	4.11317579682807	5.83330598423705	5.9647797771899	5.87507761355794
112075	4503.32412964345	6240.87142002874	4606.32234994377	730.479690343858	3406.15456900536	1327.91468371384	542.397136572587	103.018620777034	80.8924573376187	342.706726573927	330.448799656321	376.004967267708
112134	161.641210683541	172.983117113828	160.876546790624	221.030755011795	188.668383314266	191.541633165996	306.144300315925	207.672457756878	173.43891276625	288.748646219734	279.151693572487	257.52423539429
112138	369.350166411891	386.403846020498	444.052101090445	380.963577743906	343.28442427425	387.912047000042	199.830524000427	82.5784182419084	130.250566899556	485.622723187734	484.34011790782	431.818204596508
112152	954.49134908631	438.074127755797	467.034464917677	486.986460229239	695.772184319928	745.241816435765	250.034251704967	70.3142967208329	101.458336321759	590.622230904001	375.184647985245	621.779047434881
112158	424.308178044295	498.730545445062	458.005679128408	407.918547867296	400.345106057101	437.809447236562	320.910102581966	352.389091705569	344.135708334615	374.78990948723	456.902130932747	408.317894142277
112367	500.279547065559	1222.11448973925	778.117175293424	522.027921389645	325.798086308538	272.021310966834	737.305726484333	156.980755469766	200.174555445633	417.081377872949	310.765026391594	222.273769712942
112410	78.3959871815174	159.50391318288	73.8718837303883	79.0679123619428	56.1403482057085	41.8494324564361	93.5167476849288	81.7608101405033	98.7162191238736	81.6662837793187	135.400500942211	180.169046815777
112419	309.542918458981	265.09101064197	306.157918127054	346.820615587613	444.521117759954	355.720175879707	536.49081566617	527.357225406246	505.920623009852	472.497784723201	518.935840615521	470.985388686895
112702	1537.20791360048	1889.33508432116	1805.75715785394	1541.82429105788	1454.12705188556	1751.23778894625	1534.65904885057	1424.27331264757	1534.21457221687	1299.3689079888	1103.48425878013	1038.90955799749
112737	8.89026658759476	15.7257379194389	4.10399354057713	8.08649103701688	7.36266861714209	6.43837422406709	2.95316045320828	8.99368911545537	6.1697636952421	8.74995897635558	8.94716966578485	20.5627716474528
112738	25.0543876559489	42.6841457813341	22.9823638272319	14.3759840658078	27.6100073142829	33.8014646763522	3.93754727094437	6.54086481124027	8.91188089312748	21.8748974408889	28.6309429305115	35.2504656813476
112849	179.421743858731	71.8890876317206	87.0046630602352	1345.05300915714	311.993082651396	999.557598286415	1602.58173927436	616.476508459395	948.772550468341	698.538391612387	343.571315166138	328.025166756985
112947	188.312010446325	305.528622434812	238.852424061589	198.56827990897	240.207063634261	165.788136269727	429.192652532936	1573.07798710328	954.256784864112	237.70721885766	248.1348387311	294.733060280156
112954	4.04103026708853	2.24653398849127	3.2831948324617	3.59399601645194	3.68133430857105	6.43837422406709	8.85948135962483	4.08804050702517	4.11317579682807	4.37497948817779	10.1401256212228	1.95835920451931
112960	515.635462080496	431.334525790323	406.295360517136	949.713447347426	505.263133851376	606.816770618323	1244.26493761842	1084.96595056448	1189.39333458278	771.45471641535	555.917475234099	609.049712605506
113007	1327.88254576529	1078.33631447581	1242.68924408676	2075.532699501	1493.7013957027	1860.69015075539	2685.40723878406	13583.7409967432	9077.77898359955	2350.82231164753	2481.94486528872	2392.13576832034
113203	735.467508610112	451.553331686745	593.437465967453	1327.98152807899	1019.72960347418	1120.27711498767	1307.26569395353	1424.27331264757	1689.14419389739	1525.40951487799	1498.3526800301	1458.97760736689
113234	221.448458636451	217.913796883653	238.852424061589	370.18158969455	208.915722011407	280.069278746918	347.488546660841	487.2944284374	423.657107073291	293.123625707912	325.676975834569	336.837783177322
113283	1718.24606956604	1359.15306303722	1435.57694049388	1690.97512574064	1486.33872708556	1878.39567987157	751.087141932638	1921.37903830183	1262.05944032675	1701.86702090116	1227.55167814568	1130.9524406099
113317	1131.48847478479	321.254360354251	691.112512233189	2335.19891168965	1569.16874902841	2174.56089417866	2600.74997245876	1703.89528332809	2034.65096083095	2162.69819365589	1730.97909134051	1651.87598901204
113347	619.085836917962	1210.88181979679	792.070753331386	103.327385472993	346.965758582821	165.788136269727	376.035764375187	105.471445081249	134.363742696384	69.9996718108446	63.226665638213	60.7091353400987
113353	574.634503979988	934.558139212368	742.002032136345	130.282355596383	420.592444754242	241.439033402516	352.410480749521	94.8425397629838	120.653156706957	88.957916259615	81.1210049697827	87.1469846011094
113367	543.114467896698	301.03555445783	550.755933145451	1522.95581197151	588.093155794225	1018.87272095862	368.160669833298	204.402025351258	233.765491119729	1713.53363286963	1639.7179607495	1817.35734179392
113411	829.219410806566	1956.73110397589	1380.58342705015	515.738428360854	675.524845622787	592.330428614172	296.300432138564	321.319983852178	303.689479665806	745.204839486283	1297.3396015388	1196.5574739613
