cont	cont	cont	lowN	lowN	salt	salt	salt	lowFE	lowFE	lowFE
jgi.p|Debha1|1017	7.35071618152804	0.767847248047752	6.97799385436475	3.73965330261865	7.88312288088695	0.351717408485881	1.12032109238625	0.824003733147823	1.89351220007242	0.916339279469055	0
jgi.p|Debha1|1018	3.15030693494059	3.83923624023876	3.987425059637	18.6982665130932	4.50464164622111	2.46202185940116	4.48128436954501	1.64800746629565	9.46756100036212	11.9124106330977	7.77846793379878
jgi.p|Debha1|1019	1361.98269820598	1124.12837114191	1296.91000064693	1239.69506981808	1649.82500292848	275.74644825293	356.262107378828	370.80167991652	1132.32029564331	1204.06981322234	1067.59472391388
jgi.p|Debha1|102	147.014323630561	181.979797787317	163.484427445117	145.846478802127	210.591996960837	520.893481967589	429.082978383934	472.154139093702	274.559269010501	266.654730325495	268.357143716058
jgi.p|Debha1|1020	325.531716610527	555.153560338524	318.99400477096	360.876543702699	447.085683387446	586.312919945963	424.601694014389	547.138478810154	610.657684523357	573.628388947629	608.665115819754
jgi.p|Debha1|1021	3082.05028468354	3972.84166139907	3170.99977867633	3290.89490630441	4310.94205543361	21766.0318241487	22332.4806556275	25486.4354662622	4186.55547436013	4129.02479328756	4060.36026144296
jgi.p|Debha1|1022	9618.93717468526	6324.75778216933	9462.1596665186	11028.2375894224	14483.5490530124	1983.68618386037	3535.73336757101	1947.12082142831	5255.44311130101	6647.12513326853	6320.0051962115
jgi.p|Debha1|1023	224.721894692429	296.389037746432	225.289515869491	256.166251229377	240.99832807283	486.425175935973	281.200594188949	510.88231455165	314.323025212022	326.216783490984	328.640270202998
jgi.p|Debha1|1024	259.375270976775	206.550909724845	225.289515869491	258.036077880687	247.755290542161	324.986885440954	268.8770621727	317.241437261912	320.950317912276	303.308301504257	291.692547517454
jgi.p|Debha1|1025	562.854839042718	548.242935106095	538.302383050995	521.681635715301	763.536759034479	176.913856468398	196.056191167594	228.249034081947	448.762391417164	546.138210563557	614.498966770103
jgi.p|Debha1|1026	3666.95727227084	7823.59561035854	3641.51593571349	3857.45238165113	5958.51473753898	2350.87915831963	1707.36934479665	2399.49887092646	8131.68814321102	8050.04057013565	8342.40685899919
jgi.p|Debha1|1027	1352.53177740116	1478.87379973997	1124.45386681763	1428.54756160032	1834.51531042355	1398.78013354835	1902.30521487186	1893.5605787737	1743.9247362667	1732.79757747598	1715.15217940263
jgi.p|Debha1|1028	445.24338013827	488.35084975837	412.69849367243	579.64626190589	469.608891618551	109.384114039109	94.1069717604451	125.248567438469	609.71092842332	587.373478139664	600.886647885955
jgi.p|Debha1|1029	184.818006849848	287.942718017907	184.418409008211	231.858504762356	181.3118262604	177.265573876884	192.695227890435	200.232907154921	262.251439710031	255.658658971866	245.021739914661
jgi.p|Debha1|103	1137.26080351355	1614.78276264442	1074.61105357217	1432.28721490294	1177.96379048682	527.576112728821	507.505454850972	575.15460573718	1392.67822315327	1557.77677509739	1491.52122630592
jgi.p|Debha1|1030	277.227010274772	331.710011156629	252.20463502204	402.012730031504	305.189471531481	135.76291967555	187.093622428504	191.992869823443	376.808927814412	335.380176285674	369.477226855442
jgi.p|Debha1|1031	140.71370976068	128.998337672022	130.588170703112	143.976652150818	171.176382556402	158.272833818646	276.719309819404	173.040783961043	177.990146806808	160.359373907085	134.178571858029
jgi.p|Debha1|1032	131.262788955858	242.639730383089	125.603889378566	155.195612058674	202.70887407995	915.168696880261	579.206004763692	870.971945937249	249.94361040956	246.495266177176	252.80020784846
jgi.p|Debha1|1033	72.4570595036335	133.605421160309	114.638470464564	82.2723726576102	105.859078686196	335.890125104016	252.072245786907	318.889444728207	188.404463907206	164.94107030443	132.233954874579
jgi.p|Debha1|1034	890.486760276539	1200.91309594668	1119.46958549309	1297.65969600867	1145.30513855172	913.058392429346	752.855774083561	956.668334184622	1280.01424724896	1177.49597411774	1341.78571858029
jgi.p|Debha1|1035	177.46729066832	165.087158330267	139.559877087295	207.550758295335	206.087355314616	229.67146774128	218.462613015319	246.377116211199	227.221464008691	203.42732004213	165.292443593224
jgi.p|Debha1|1036	1044.85180008863	785.50773475285	1053.67707200908	1314.48813587045	1399.81739156321	1036.1594853994	1241.31577036397	1074.50086802476	962.850953736827	908.092225953834	1005.36698044349
jgi.p|Debha1|1037	50.4049109590494	95.2130587579212	84.7327825172863	56.0947995392797	39.4156144044348	28.1373926788704	23.5267429401113	44.4962015899824	54.9118538021003	36.6535711787622	31.1138717351951
jgi.p|Debha1|1038	43.0541947775214	68.3384050762499	41.8679631261885	33.6568797235678	46.1725768737664	114.659875166397	92.9866506680589	101.352459177182	73.8469758028245	67.8091066807101	85.5631472717865
jgi.p|Debha1|1039	85.0582872433959	84.4631972852527	73.7673636032845	76.6628927036822	85.5881912782012	142.445550436782	126.596283439646	122.776556239026	101.302902703875	109.044374256818	62.2277434703902
jgi.p|Debha1|104	138.613505137386	112.873545463019	123.610176848747	134.627518894271	146.400853502186	117.121897025798	66.0989444507888	102.17646291033	137.279634505251	114.542409933632	85.5631472717865
jgi.p|Debha1|1040	1248.57164854812	1374.44657400548	1153.3626985	1310.74848256784	885.162083482449	689.717838040812	668.831692154592	604.818740130502	1299.89612534972	1249.88677719579	1184.27174292086
jgi.p|Debha1|1041	5123.44917852504	10139.4229104706	5270.37907257521	5826.37984547985	7348.19668539819	4092.58376514171	2710.05672248234	4143.09077026725	11402.7304688361	11209.578405745	11700.7603894168
jgi.p|Debha1|1042	135.463198202445	95.2130587579212	112.644757934745	91.6215059141568	92.3451537475328	108.328961813651	116.51339360817	110.416500241808	76.6872441029332	89.8012493879674	105.009317106283
jgi.p|Debha1|1043	401.139083049101	428.458764410645	491.45013860026	387.05411682103	354.740529639913	338.703864371903	220.703255200092	368.329668717077	385.329732714738	331.714819167798	420.037268425134
jgi.p|Debha1|1044	373.836422946283	277.192856545238	344.912267658601	172.024051920458	177.933345025734	233.188641826139	120.994677977715	210.944955685843	205.446073707858	176.853480937528	147.790890742177
jgi.p|Debha1|1045	389.587957620986	343.227719877345	376.811668135697	392.663596774958	531.547714254091	234.243794051596	162.446558396007	231.545049014538	819.890782631359	651.517227702498	637.8343705715
jgi.p|Debha1|1046	37.8036832192871	58.3563908516291	49.8428132454625	43.0060129801144	67.5696246933167	12.3101092970058	21.2861007553388	17.3040783961043	95.6223661036574	93.4666065058436	106.953934089733
jgi.p|Debha1|1047	68.2566502570461	82.1596555411094	57.8176633647365	46.7456662827331	61.9388226355403	13.3652615224635	14.5641742010213	18.9520858623999	113.610732004345	116.37508849257	85.5631472717865
jgi.p|Debha1|1048	442.093073203329	352.441886853918	436.623044030252	301.042090860801	325.460358939476	648.91861865645	458.211326785977	648.490937987337	296.334659311334	265.738391046026	309.194100368501
jgi.p|Debha1|1049	348.633967466758	330.174316660533	335.940561274417	476.805796083877	320.955717293254	268.712100083213	496.30224392711	253.793149809529	346.512732613254	392.193211612756	406.424949540986
jgi.p|Debha1|105	17418.0470432865	19825.0480973449	16461.0875024465	19188.1610957363	20355.3494388617	2916.44075116492	3740.75212747769	3008.4376297227	13583.1097672195	16654.4664043501	15990.5854549068
jgi.p|Debha1|1050	28.3527624144653	24.571111937528	49.8428132454625	29.9172264209492	25.9016894657714	19.6961748752093	21.2861007553388	20.6000933286956	27.4559269010501	27.4901783840717	25.280020784846
jgi.p|Debha1|1051	26.2525577911716	27.6425009297191	36.8836818016423	37.3965330261865	37.1632935813242	73.8606557820349	76.1818342822651	56.8562575871998	23.6689025009053	32.0718747814169	31.1138717351951
jgi.p|Debha1|1052	288.778135702887	301.763968482766	318.99400477096	259.905904531996	238.746007249719	410.102498294537	336.096327715876	325.48147459339	248.996854309524	295.061247989036	262.523292765709
jgi.p|Debha1|1053	383.287343751105	631.170437895252	297.063166942957	362.746370354009	556.323243308308	959.836807757968	628.500132828687	992.924498443127	843.559685132265	925.502672263746	892.579195403409
jgi.p|Debha1|1054	1191.86612371919	1170.19920602477	924.085757570875	1400.50016183068	1619.41867181649	455.122326580729	641.943985937322	577.626616936624	1582.97619926055	1555.02775725899	1349.56418651409
jgi.p|Debha1|1055	20754.2220873886	33445.890430464	22561.8478436911	26160.7446784687	33691.3410324993	9360.60710944322	8357.59534920144	9885.57278657443	28224.6928542795	32291.7962084895	31973.3924418799
jgi.p|Debha1|1056	426.341538528626	568.974810803384	361.858824162058	402.012730031504	484.24897696877	723.13099184697	539.994766530173	702.875184375093	552.905562421148	568.130353270814	626.166668670801
jgi.p|Debha1|1057	6824.61492339296	11728.8667139294	6363.93039518066	7038.02751552829	7309.90723140531	4517.10667718416	2489.35346728225	3978.29002363769	13386.184498412	13336.4018733926	14989.1077084302
jgi.p|Debha1|1058	259.375270976775	62.9634743399156	224.292659604581	129.018038940343	109.237559920862	2.46202185940116	20.1657796629525	9.88804479777387	18.9351220007242	21.0758034277883	27.2246377682957
jgi.p|Debha1|1059	120.761765839389	82.9275027891572	82.7390699874678	121.538732335106	158.788618029294	135.059484858578	174.770090412255	162.328735430121	107.930195404128	107.211695697879	105.009317106283
jgi.p|Debha1|106	578.606373717421	628.099048903061	588.145196296458	688.096207681831	855.881912782012	1065.70374771222	920.903937941499	1023.4126365696	598.349855222886	582.791781742319	686.449795157742
jgi.p|Debha1|1060	6001.33471106182	2638.32314429207	5371.06155533104	5830.11949878247	6008.06579564741	395.33036713813	1144.96815641875	674.035053714919	2368.7837622906	2572.16435746964	2312.14959332169
jgi.p|Debha1|1061	153.314937500442	125.926948679831	156.506433590752	162.674918663911	128.382286917302	287.353122732964	182.612338058959	238.137078879721	99.4093905038022	130.120177684606	153.624741692526
jgi.p|Debha1|1062	364.385502141461	349.370497861727	387.777087049698	422.580823195907	360.371331697689	402.364715307847	336.096327715876	402.937825509285	325.684098412457	303.308301504257	254.74482483191
jgi.p|Debha1|1063	271.976498716537	413.869666697738	341.921698863873	373.965330261865	622.766707590069	224.747424022478	311.449263683378	226.601026615651	373.968659514304	438.010175586208	383.08954573959
jgi.p|Debha1|1064	171.166676798439	148.194518873216	173.45299009421	172.024051920458	146.400853502186	297.552927579055	411.157840905754	253.793149809529	106.983439304092	134.701874081951	134.178571858029
jgi.p|Debha1|1065	564.955043666012	296.389037746432	497.431276189716	360.876543702699	233.115205191943	158.272833818646	292.403805112812	170.568772761599	225.327951808618	162.192052466023	200.295549295318
jgi.p|Debha1|1066	384.337446062752	970.558921532358	420.673343791704	538.510075577085	644.163755409619	758.654450104044	435.804904938252	603.994736397354	1150.308661544	1096.85811752446	1178.43789197051
jgi.p|Debha1|1067	382.237241439458	424.619528170407	464.535019447711	559.078168741488	390.777662809682	612.691725582404	424.601694014389	470.506131627407	326.630854512493	382.113479538596	388.923396689939
jgi.p|Debha1|1068	38.8537855309339	59.1242380996769	51.836525775281	61.7042794932077	68.695785104872	73.1572209650631	87.3850452061276	49.4402239888694	85.2080490032591	76.0561601959316	52.5046585531417
jgi.p|Debha1|1069	3231.1648129374	3307.11809734167	3334.48420612144	4594.16408226701	3815.43147434928	415.026542013339	742.772884252085	568.562575871998	3486.90271643337	3490.33631549763	2907.20239025729
jgi.p|Debha1|107	2466.69033005848	2984.62225316161	2725.40502826189	3285.28542635048	3973.09393196702	1593.27986044104	2928.51933549766	2143.23370991749	2681.21327530255	2809.49623085212	2874.14390153865
jgi.p|Debha1|1070	2942.38667723451	3828.48637876609	3087.26385242395	3311.46299946881	3344.69642231918	2579.14375642696	2814.24658407426	3072.70992090823	3920.51701024995	3910.93604477393	3875.62164801524
jgi.p|Debha1|1071	135.463198202445	199.640284492415	166.474996239845	143.976652150818	152.031655559963	295.44262312814	188.21394352089	268.62521700619	270.772244610357	252.909641133459	256.68944181536
jgi.p|Debha1|1072	1172.96428210955	1090.34309222781	1168.31554247364	1129.37529739083	1580.00305741206	185.706791680545	165.807521673165	210.120951952695	1196.69971044577	1237.97436656269	1011.20083139384
jgi.p|Debha1|1073	479.896756422616	550.546476850238	482.478432216077	517.941982412682	646.41607623273	1905.95663658499	1411.60457640668	1630.70338789954	733.735977528064	679.00740608657	676.726710240494
jgi.p|Debha1|1074	504.049109590494	296.389037746432	430.641906440796	495.504062596971	569.837168246971	812.81893101087	1240.19544927158	990.452487243683	451.602659717273	427.01410423258	396.701864623738
jgi.p|Debha1|1075	76.657468750221	112.873545463019	98.6887702260158	123.408558986415	139.643891032855	62.2539813020009	52.6550913421538	49.4402239888694	71.0067075027159	95.2992850647817	97.2308491724847
jgi.p|Debha1|1076	3419.13312672218	5950.04832512203	3501.9560586262	4025.73678026897	5528.32146032486	3589.27615359841	2668.60484206405	3760.75303808666	5943.73479602734	6412.54227772445	6242.22051687352
jgi.p|Debha1|1077	190.068518408082	146.658824377121	158.500146120571	190.722318433551	179.059505437289	297.904644987541	329.374401161558	256.265161008973	212.073366408111	207.092677160006	167.237060576674
jgi.p|Debha1|1078	305.579772689237	220.372160189705	335.940561274417	258.036077880687	219.601280253279	402.012997899361	266.636419987928	334.545515658016	233.848756708944	246.495266177176	250.85559086501
jgi.p|Debha1|1079	5.25051155823431	3.07138899219101	1.9937125298185	7.47930660523729	6.75696246933167	3.51717408485881	0	0.824003733147823	4.73378050018106	3.66535711787622	3.88923396689939
jgi.p|Debha1|108	793.877347605028	1162.5207335443	882.217794444687	914.345232490259	1220.75788612592	1014.70472348177	885.053662985139	1034.94868883367	1086.87600284157	1250.80311647526	1164.82557308637
jgi.p|Debha1|1080	158.565449058676	161.247922090028	143.547302146932	175.763705223076	161.040938852405	73.508938373549	72.8208710051064	68.3923098512693	125.918561304816	142.032588317704	204.184783262218
jgi.p|Debha1|1081	1174.01438442119	2421.79022034261	1115.48216043345	1467.81392127782	1744.42247749913	1317.18169477962	842.481461474461	1254.95768558413	2583.69739699882	2493.3591794353	2668.01450129298
jgi.p|Debha1|1082	750.823152827507	1006.6477421906	801.472436987037	820.853899924793	1498.91950778008	360.862061106513	357.382428471214	435.897974835198	963.797709836864	1133.51168870322	1077.31780883113
jgi.p|Debha1|1083	587.007192210596	306.371051971053	500.421844984444	304.78174416342	328.838840174141	106.570374771222	207.259402091457	123.600559972173	194.085000507423	190.598570129563	130.289337891129
jgi.p|Debha1|1084	4143.70372175852	4599.40501580603	4526.72429895291	4392.2228039256	5769.31978839769	1129.36459864816	1377.99494363509	1458.48660767165	3412.10898453051	4133.60648968491	4002.02175193947
jgi.p|Debha1|1085	216.321076199254	451.494181852078	273.138616585135	347.787757143534	273.656980007933	388.647736376898	266.636419987928	430.129948703164	444.028610916983	375.699104582313	455.040374127228
jgi.p|Debha1|1086	7172.19878854807	6003.02978523732	8826.1653695065	7812.13574917035	10976.6855314293	647.511749022506	1073.26760650603	628.714848391789	5855.68647872397	6285.17111787825	6656.4239343483
jgi.p|Debha1|1087	284.5777264563	594.31376998896	253.20149128695	317.870530722585	423.436314744785	551.141179097375	327.133758976786	549.610490009598	576.574464922053	622.194370759488	727.286751810185
jgi.p|Debha1|1088	220.521485445841	230.354174414325	204.355534306396	211.290411597953	239.872167661274	203.644379513325	216.221970830547	200.232907154921	230.061732308799	245.578926897707	276.135611649857
jgi.p|Debha1|1089	6649.24783734793	2573.82397545606	6549.34566045378	5085.92849156136	6316.63374841356	1152.92966501672	3827.01685159144	1531.8229399218	1768.54039486764	2307.34230570308	2306.31574237134
jgi.p|Debha1|109	5482.58416910827	6651.86070983767	5341.15586738376	7009.98011575865	7687.17096927633	966.5194385192	1376.8746225427	1140.42116667659	7451.91726338502	7394.85798531528	6557.24846819237
jgi.p|Debha1|1090	536.602281251547	588.170992004578	499.424988719534	463.717009524712	618.262065943848	742.123731905208	654.267517953571	912.17213259464	534.91719652046	540.640174886743	641.723604538399
jgi.p|Debha1|1091	47.2546040241088	37.6245151543398	35.886825536733	26.1775731183305	25.9016894657714	145.611007113155	127.716604532033	119.480541306434	35.0299757013398	42.1516068555765	29.1692547517454
jgi.p|Debha1|1092	185.868109161495	171.997783562696	171.459277564391	185.112838479623	216.222799018614	216.306206218817	194.935870075208	224.953019149356	153.374488205866	197.929284365316	213.907868179466
jgi.p|Debha1|1093	93.4591057365708	108.266461974733	83.735926252377	95.3611592167755	81.0835496319801	98.1291569675607	115.393072515784	74.9843397164519	67.219683102571	59.5620531654886	106.953934089733
jgi.p|Debha1|1094	569.1554529126	472.226057549367	552.258370759725	579.64626190589	630.649830470956	1372.04961050342	1385.83719128179	1386.79828288779	678.824123725964	613.030977964798	515.323500614169
jgi.p|Debha1|1095	102.910026541393	180.444103291222	121.616464318929	190.722318433551	144.148532679076	110.790983673052	98.5882561299902	112.064507708104	252.783878709669	224.503123469919	186.683230411171
jgi.p|Debha1|1096	115.511254281155	82.9275027891572	88.7202075769233	121.538732335106	129.508447328857	234.243794051596	216.221970830547	212.592963152138	105.08992710402	86.1358922700912	89.4523812386859
jgi.p|Debha1|1097	105.010231164686	115.94493445521	126.600745643475	114.059425729869	113.742201567083	283.835948648106	349.540180824511	306.52938873099	160.00178090612	182.351516614342	149.735507725626
jgi.p|Debha1|1098	13.6513300514092	16.8926394570505	25.9182628876405	9.34913325654662	15.7662457617739	80.8950039517525	68.3395866355614	82.4003733147823	19.8818781007604	22.9084819867264	17.5015528510472
jgi.p|Debha1|1099	341.28325128523	377.780846039494	354.880830307693	445.018743011619	438.076400095003	538.831069800369	556.799582915967	567.73857213885	563.319879521546	484.74347883913	484.209628878974
jgi.p|Debha1|11	0	0.767847248047752	0	0	2.25232082311056	2.46202185940116	1.12032109238625	3.29601493259129	2.84026830010864	0.916339279469055	1.94461698344969
jgi.p|Debha1|110	144.914119007267	93.6773642618257	122.613320583838	82.2723726576102	103.606757863086	524.058938643962	613.935958627666	444.962015899824	103.196414903947	97.1319636237198	81.6739133048871
jgi.p|Debha1|1100	58.8057294522243	63.7313215879634	63.798800954192	76.6628927036822	87.8405121013117	64.716003161402	78.4224764670376	84.8723845142258	67.219683102571	79.7215173138078	70.006211404189
jgi.p|Debha1|1101	1076.35486943803	1233.93052761274	1254.04518125584	1292.05021605474	1298.46295452324	1633.72736241691	870.489488784118	1492.27076073071	1377.53012555269	1323.19391955332	1448.73965267002
jgi.p|Debha1|1102	493.548086474025	470.690363053272	524.346395342266	673.137594471356	629.523670059401	799.453669488406	831.278250550599	703.699188108241	459.176708517563	494.82321091329	456.984991110678
jgi.p|Debha1|1103	449.443789384857	393.905638248497	392.761368374245	523.55146236661	450.464164622111	1309.79562920142	1204.34517431522	1451.07057407332	551.012050221075	502.153925149042	383.08954573959
jgi.p|Debha1|1104	112.360947346214	142.051740888834	147.534727206569	147.716305453437	115.994522390194	337.296994737959	257.673851248838	292.521325267477	160.948537006156	137.450891920358	114.732402023532
jgi.p|Debha1|1105	102.910026541393	36.0888206582443	66.7893697489198	24.3077464670212	33.7848123466584	5.97919594425997	13.443853108635	5.76802613203476	17.0416098006518	27.4901783840717	21.3907868179466
jgi.p|Debha1|1106	56.7055248289306	42.9994458906741	68.7830822787383	67.3137594471356	42.7940956391006	142.445550436782	113.152430331011	88.9924031799649	64.3794148024624	34.8208926198241	56.3938925200411
jgi.p|Debha1|1107	991.296582194638	755.561692078987	838.35611878868	998.487431799178	603.621980593629	705.545121422676	845.84242475162	660.026990251406	686.398172526254	733.071423575244	735.065219743984
jgi.p|Debha1|1108	106.060333476333	96.7487532540167	133.57873949784	121.538732335106	155.410136794628	77.0261124584078	92.9866506680589	84.8723845142258	74.7937319028607	79.7215173138078	73.8954453710884
jgi.p|Debha1|1109	24005.3388442473	16732.9272294566	24975.2368610364	20311.9269131732	19274.2354437686	6554.60562454287	17278.7122078732	8069.46855871663	8923.1762428413	11305.7940300892	10679.8364731057
jgi.p|Debha1|111	14.7014323630561	16.1247922090028	23.924550357822	11.2189599078559	16.8924061733292	4.57232631031645	7.84224764670376	11.5360522640695	8.52080490032591	12.8287499125668	13.6123188841479
jgi.p|Debha1|1110	171.166676798439	197.336742748272	176.443558888937	177.633531874386	156.536297206184	406.937041618164	277.83963091179	316.417433528764	214.91363470822	205.259998601068	153.624741692526
jgi.p|Debha1|1111	24.1523531678778	26.1068064336236	37.8805380665515	59.8344528418983	29.2801707004372	74.2123731905208	50.4144491573813	70.8643210507128	22.7221464008691	27.4901783840717	31.1138717351951
jgi.p|Debha1|1112	286.677931079593	158.944380345885	264.166910200951	175.763705223076	229.736723957277	269.063817491699	422.361051829617	334.545515658016	119.291268604563	183.267855893811	147.790890742177
jgi.p|Debha1|1113	220.521485445841	182.747645035365	223.295803339672	216.899891551881	255.638413423048	323.931733215496	207.259402091457	351.84959405412	212.073366408111	235.499194823547	270.301760699507
jgi.p|Debha1|1114	42.0040924658745	32.2495844180056	58.8145196296458	61.7042794932077	59.6865018124298	18.2893052412658	30.2486694944288	14.8320671966608	44.497536701702	37.5699104582313	29.1692547517454
jgi.p|Debha1|1115	290.878340326181	94.4452115098734	258.185772611496	130.887865591653	141.896211855965	13.7169789309493	80.6631186518101	31.3121418596173	57.7521221022089	55.8966960476124	48.6154245862423
jgi.p|Debha1|1116	60.905934075518	33.0174316660533	71.773651073466	63.574106144517	101.354437039975	17.9375878327799	36.9705960487463	24.7201119944347	30.2961952011588	37.5699104582313	36.9477226855442
jgi.p|Debha1|1117	679.41619563552	1070.37906377857	652.940853515559	688.096207681831	838.989506608683	1164.18462208826	840.240819289689	1513.69485779255	1060.36683204056	1051.04115355101	1001.47774647659
jgi.p|Debha1|1118	1046.95200471192	1256.19809780612	1010.81225261798	1063.931364595	1156.56674266727	1250.00366975882	1028.45476281058	1197.27742426379	1382.26390605287	1351.60043721686	1300.94876192785
jgi.p|Debha1|1119	47.2546040241088	33.0174316660533	37.8805380665515	57.964626190589	32.6586519351031	46.7784153286221	56.0160546193126	38.7281754579477	38.8170001014847	32.0718747814169	40.8369566524436
jgi.p|Debha1|112	442.093073203329	224.211396429943	447.588462944253	342.178277189606	320.955717293254	100.239461418476	277.83963091179	113.7125151744	126.865317404852	168.606427422306	130.289337891129
jgi.p|Debha1|1120	536.602281251547	433.065847898932	488.459569805533	426.320476498526	445.95952297589	1369.23587123553	980.28095583797	1442.00653300869	455.389684117418	493.906871633821	495.877330779672
jgi.p|Debha1|1121	2558.04923117176	2921.65877882169	2053.52390571306	3034.72865507503	2081.14444055416	834.625410336994	1060.94407448978	961.612356583509	2369.73051839064	2293.59721651105	2146.85714972846
jgi.p|Debha1|1122	8026.98207022862	11430.1741344388	8888.96731419579	8561.93623634539	10543.1137729805	8996.22787425185	9878.99139266197	9654.85174129304	10259.0490999924	10690.014034286	10460.0947539759
jgi.p|Debha1|1123	444.193277826623	773.990026032134	543.286664375541	579.64626190589	693.714813518052	414.674824604853	368.585639395077	418.593896439094	743.203538528426	711.995620147456	824.51760098267
jgi.p|Debha1|1124	144.914119007267	129.76618492007	135.572452027658	157.065438709983	162.16709926396	223.340554388534	235.267429401113	238.961082612869	146.747195505613	165.857409583899	136.123188841479
jgi.p|Debha1|1125	389.587957620986	234.961257902612	410.704781142611	375.835156913174	389.651502398126	438.943325790379	476.136464264157	481.218180158329	364.501098513942	393.109550892225	406.424949540986
jgi.p|Debha1|1126	166.966267551851	186.586881275604	152.519008531115	140.236998848199	191.447269964397	308.456167242117	293.524126205198	302.409370065251	195.978512707496	188.765891570625	202.240166278768
jgi.p|Debha1|1127	3460.08711687641	3365.47448819329	3771.10725015169	3447.96034501439	4101.47621888433	604.602225187229	773.021553746514	693.811143310467	2759.79403160556	3058.74051486771	3064.71636591672
jgi.p|Debha1|1128	162.765858305264	155.105144105646	103.673051550562	164.54474531522	199.330392845284	358.048321838626	294.644447297584	435.073971102051	143.906927205504	180.518838055404	153.624741692526
jgi.p|Debha1|1129	2.10020462329373	0	0	5.60947995392797	4.50464164622111	1.05515222545764	0	0.824003733147823	0	0	1.94461698344969
