GeneID	GYAPU	GYAPW	GYAPX	GYAPY	GYAPZ	GYASA	GYOYB	GYOYC	GYASG	GYOYG	GYASN	GYASO
jgi.p|Debsub1|100862	2494	1145	2490	1725	1780	1921	31	73	72	697	1315	471
jgi.p|Debsub1|100864	563	272	447	361	375	511	7	17	7	203	360	82
jgi.p|Debsub1|100868	619	290	410	381	380	380	17	14	14	152	368	126
jgi.p|Debsub1|100873	1477	754	1464	927	1082	1234	41	68	75	388	864	236
jgi.p|Debsub1|100875	585	281	541	348	369	421	15	32	69	504	1156	871
jgi.p|Debsub1|100969	277	164	349	296	276	381	22	58	98	82	226	132
jgi.p|Debsub1|100970	674	359	906	427	465	570	130	105	180	303	674	620
jgi.p|Debsub1|100975	827	424	761	534	588	771	27	26	68	287	707	200
jgi.p|Debsub1|100992	659	319	720	695	638	809	52	61	78	254	610	308
jgi.p|Debsub1|101021	2500	1193	3276	1970	2160	2558	181	375	308	1693	2784	1856
jgi.p|Debsub1|101038	1840	915	1712	1372	1661	1971	62	71	116	865	1773	515
jgi.p|Debsub1|101141	797	403	1109	789	907	1059	78	239	170	2407	3122	3912
jgi.p|Debsub1|101142	1226	625	1471	782	932	1229	140	165	363	636	1087	822
jgi.p|Debsub1|101144	5814	3285	4775	3418	4153	5279	244	199	418	2110	5842	2617
jgi.p|Debsub1|101191	992	493	834	541	598	741	42	40	91	450	1019	304
jgi.p|Debsub1|101242	444	215	555	342	455	466	51	100	102	249	459	411
jgi.p|Debsub1|101247	4112	2170	4071	2550	2972	3995	1226	575	1705	1330	2931	2062
jgi.p|Debsub1|101282	797	392	672	416	539	707	18	35	12	303	594	87
jgi.p|Debsub1|101284	727	302	951	620	602	819	57	88	100	407	734	442
jgi.p|Debsub1|101285	1706	832	1557	987	1126	1597	30	65	117	766	1850	547
jgi.p|Debsub1|101287	1316	763	941	939	985	1136	24	37	49	324	1080	254
jgi.p|Debsub1|101290	647	285	247	212	238	376	8	17	32	146	295	99
jgi.p|Debsub1|101294	5643	2941	7461	4660	5387	6099	807	1072	1389	2713	5498	4922
jgi.p|Debsub1|101296	423	175	145	128	131	179	11	17	24	50	147	20
jgi.p|Debsub1|101304	1769	893	1524	1111	1337	2278	37	44	98	928	1593	477
jgi.p|Debsub1|101363	401	232	277	217	279	387	11	25	18	117	346	127
jgi.p|Debsub1|101364	564	278	173	125	167	202	18	12	32	95	224	40
jgi.p|Debsub1|101405	5545	2615	5983	3801	3717	4584	275	442	485	2510	4921	2675
jgi.p|Debsub1|101470	625	273	745	389	487	565	700	266	937	303	538	745
jgi.p|Debsub1|101472	407	207	232	258	285	289	27	14	22	83	290	56
jgi.p|Debsub1|101475	1100	522	1611	1116	1082	1225	108	157	198	466	1089	757
jgi.p|Debsub1|101481	416	195	553	366	461	505	70	187	185	293	637	272
jgi.p|Debsub1|101482	341	131	170	137	177	322	8	22	32	160	339	57
jgi.p|Debsub1|101544	3284	1691	2664	2109	2295	2194	50	94	96	959	1946	675
jgi.p|Debsub1|101685	855	429	656	484	520	680	11	21	41	304	686	200
jgi.p|Debsub1|101876	3607	1781	4815	3051	2948	3777	418	412	743	1198	2927	2400
jgi.p|Debsub1|101903	1309	655	1927	1098	1210	1313	666	768	951	677	1175	1531
jgi.p|Debsub1|101958	534	244	682	333	337	570	398	414	711	256	480	329
jgi.p|Debsub1|101964	1498	697	1170	535	910	1063	100	92	183	822	1258	676
jgi.p|Debsub1|101965	642	285	408	245	358	408	47	47	78	346	501	277
jgi.p|Debsub1|101968	818	348	420	293	405	600	33	18	37	209	520	140
jgi.p|Debsub1|101969	1482	656	1239	925	968	1239	41	53	95	464	1113	405
jgi.p|Debsub1|101972	4586	2272	4764	2919	3597	4705	269	327	601	1567	3030	1926
jgi.p|Debsub1|101974	1034	568	960	1043	1026	1347	30	36	67	359	1139	284
jgi.p|Debsub1|102125	320	166	191	144	185	294	16	16	30	127	274	46
jgi.p|Debsub1|102128	19	9	26	28	20	25	0	0	0	6	26	2
jgi.p|Debsub1|102199	824	419	455	464	454	604	1	13	12	131	470	85
jgi.p|Debsub1|102216	6652	3021	6677	242	199	263	16	28	16	122	246	206
jgi.p|Debsub1|102242	676	302	856	574	679	657	116	140	191	393	811	767
jgi.p|Debsub1|102248	3504	1656	4384	1766	2456	2419	1016	829	2165	2063	3177	3915
jgi.p|Debsub1|102313	3314	1792	3910	3181	3415	4386	72	210	178	1381	3332	1605
jgi.p|Debsub1|102316	771	444	918	641	684	828	33	69	74	378	931	400
jgi.p|Debsub1|102322	146	66	137	103	96	202	6	19	13	58	74	23
jgi.p|Debsub1|102328	1719	858	2351	1637	1702	2051	200	179	309	713	1492	1163
jgi.p|Debsub1|102342	481	200	409	193	265	357	32	53	61	199	348	107
jgi.p|Debsub1|102350	10	3	5	12	3	7	0	5	7	11	11	2
jgi.p|Debsub1|102380	789	366	755	379	465	512	66	73	153	492	705	737
jgi.p|Debsub1|102403	817	433	545	443	584	518	33	30	72	265	593	216
jgi.p|Debsub1|102480	4875	2371	5640	3731	4260	5151	441	788	812	2221	4343	3299
jgi.p|Debsub1|102595	1541	748	1811	1039	1367	1328	50	151	99	822	1439	678
jgi.p|Debsub1|102651	693	344	756	552	582	719	31	69	43	257	675	310
jgi.p|Debsub1|102696	525	221	430	267	350	554	21	28	45	205	392	122
jgi.p|Debsub1|102697	1626	777	2374	1308	1482	1757	713	716	1617	785	1183	1496
jgi.p|Debsub1|102731	1526	711	1685	879	1091	1166	429	421	603	947	1596	1664
jgi.p|Debsub1|102732	1081	564	1069	719	851	939	55	84	82	383	933	350
jgi.p|Debsub1|102764	3187	1555	3604	1832	2068	3106	176	378	446	1128	2105	841
jgi.p|Debsub1|102788	557	237	220	172	176	341	5	9	23	121	250	34
jgi.p|Debsub1|102876	284	144	191	150	202	274	16	8	33	88	210	52
jgi.p|Debsub1|102877	1116	547	761	514	622	950	51	46	58	275	780	135
jgi.p|Debsub1|102883	1977	940	2304	1451	1721	2315	68	93	146	1048	2173	1265
jgi.p|Debsub1|102884	1939	930	1992	1130	1297	1625	79	92	171	830	1756	691
jgi.p|Debsub1|102899	626	295	235	139	181	363	20	14	33	134	292	49
jgi.p|Debsub1|102920	5602	2907	7772	4096	5090	5968	2856	1674	5820	3455	6237	6518
jgi.p|Debsub1|102921	2340	1176	3564	2027	2306	2675	1536	1520	2719	1304	2441	2215
jgi.p|Debsub1|103015	1181	559	1597	538	785	813	374	506	616	633	948	749
jgi.p|Debsub1|103097	6495	3131	8518	4543	6088	8006	7322	3677	10472	4202	6950	6786
jgi.p|Debsub1|103121	183	107	120	69	92	110	4	8	12	50	131	31
jgi.p|Debsub1|103122	3332	1574	2584	965	1415	1952	144	163	354	988	1948	656
jgi.p|Debsub1|103195	2553	1318	2473	1844	2754	4209	832	601	2139	1683	3219	1418
jgi.p|Debsub1|103215	877	440	360	247	303	347	18	16	44	162	333	64
jgi.p|Debsub1|103275	675	350	769	517	596	538	11	26	29	344	643	234
jgi.p|Debsub1|103277	928	464	861	339	678	739	178	189	350	557	771	320
jgi.p|Debsub1|103304	3798	1869	4842	2667	3163	3646	649	962	1118	2568	3779	3972
jgi.p|Debsub1|103323	1799	932	2469	1326	1522	1969	3446	1404	5811	876	1915	2554
jgi.p|Debsub1|103337	1651	800	1732	1121	1318	1777	93	160	204	780	1466	624
jgi.p|Debsub1|103610	1239	619	1789	1266	1304	1532	105	183	204	579	1326	899
jgi.p|Debsub1|103611	451	227	558	321	293	383	237	152	398	88	201	184
jgi.p|Debsub1|103615	759	424	825	678	713	978	34	54	93	319	751	278
jgi.p|Debsub1|103622	1219	569	890	641	903	1162	93	84	174	449	1001	342
jgi.p|Debsub1|103641	3370	1851	4357	3501	3881	4891	1882	1888	3833	1978	4147	4162
jgi.p|Debsub1|103643	1211	634	1499	886	1115	1299	130	185	291	608	1108	912
jgi.p|Debsub1|103651	2608	1492	2590	2085	2523	3022	309	283	373	1201	2675	1982
jgi.p|Debsub1|103654	1934	973	1390	968	1115	1673	42	49	89	555	1311	357
jgi.p|Debsub1|103659	464	257	705	310	304	421	58	110	115	270	411	440
jgi.p|Debsub1|103667	2360	1178	2849	2418	2583	3418	135	337	283	1195	2612	1751
jgi.p|Debsub1|103669	433	224	301	258	278	204	14	14	42	112	261	72
jgi.p|Debsub1|103671	983	538	1118	734	840	1058	44	84	80	455	1125	675
jgi.p|Debsub1|103672	539	242	379	186	266	300	33	33	117	288	428	372
jgi.p|Debsub1|103674	1654	728	2029	1550	1602	1964	190	449	290	1012	1748	1287
jgi.p|Debsub1|103702	9529	4663	10785	6065	6990	10244	721	1177	1506	5643	9422	4527
jgi.p|Debsub1|103705	2827	1376	2268	1531	1755	1828	77	89	124	1297	2915	792
jgi.p|Debsub1|103749	2118	1051	1333	963	1061	1776	50	67	109	586	1285	189
jgi.p|Debsub1|103909	22142	9309	29732	10581	13601	14312	6178	8451	11923	2502	3511	5387
jgi.p|Debsub1|104115	8949	4104	10429	6334	7106	8579	2527	3470	3275	5151	6728	8209
jgi.p|Debsub1|104119	1638	797	2194	1301	1347	1716	414	648	570	744	1346	1101
jgi.p|Debsub1|104120	2314	1028	1365	792	1217	2447	131	205	376	1237	1853	221
jgi.p|Debsub1|104129	6482	3453	6141	3964	4599	6464	222	400	504	1939	4285	2002
jgi.p|Debsub1|104133	1687	839	2258	1874	1749	2015	180	273	269	800	1744	1242
jgi.p|Debsub1|104144	4787	2396	3927	3084	3032	4999	59	139	218	1240	2784	552
jgi.p|Debsub1|104149	7388	3710	6488	3860	4425	5790	188	247	389	2488	5181	2022
jgi.p|Debsub1|104150	513	300	514	306	422	440	75	60	85	190	520	370
jgi.p|Debsub1|104157	5240	2605	6521	4177	4835	4964	1023	1414	1668	4107	6634	8470
jgi.p|Debsub1|104258	26888	12519	37844	19960	22620	26266	17658	16907	24923	13784	24448	27847
jgi.p|Debsub1|104604	254	109	287	190	208	254	71	77	71	120	223	187
jgi.p|Debsub1|104657	1829	954	2227	1405	1550	1931	325	325	661	799	1646	1350
jgi.p|Debsub1|104662	1166	509	1220	724	943	1744	516	381	1145	890	1229	671
jgi.p|Debsub1|104714	4051	2263	3335	2540	2771	3900	155	160	260	933	2834	1103
jgi.p|Debsub1|104715	1032	546	532	363	385	478	12	17	30	147	393	94
jgi.p|Debsub1|104716	1117	543	1119	875	988	1249	29	49	93	412	1004	314
jgi.p|Debsub1|104770	1252	720	1146	955	1253	1684	131	150	223	457	1116	461
jgi.p|Debsub1|104813	1165	582	1081	737	938	1227	37	62	99	413	1045	369
jgi.p|Debsub1|104873	579	274	396	270	326	452	4	15	15	125	308	39
jgi.p|Debsub1|104876	727	385	746	452	554	721	27	70	44	280	623	278
jgi.p|Debsub1|104884	1234	674	1172	677	841	929	55	80	77	455	914	353
jgi.p|Debsub1|104887	3400	1648	3081	1842	2108	2272	67	66	104	807	2053	592
jgi.p|Debsub1|104890	343	167	230	148	166	274	11	13	13	100	240	41
jgi.p|Debsub1|105008	924	505	740	546	672	1100	15	15	49	462	938	251
jgi.p|Debsub1|105060	357	163	343	186	265	312	33	41	41	198	283	130
jgi.p|Debsub1|105122	1616	883	1051	920	916	1062	16	24	51	373	965	206
jgi.p|Debsub1|105170	2561	1209	3014	1756	2071	2690	362	569	601	1449	2503	2197
jgi.p|Debsub1|105191	2265	1244	3196	1793	2257	2414	866	704	1252	1313	2145	3167
jgi.p|Debsub1|105382	3506	1707	2365	1535	2021	2634	50	65	92	968	2324	581
jgi.p|Debsub1|10554	3208	1546	3994	2196	2611	2922	361	507	668	1444	2465	1944
jgi.p|Debsub1|105681	236	119	307	165	199	216	148	136	331	202	335	423
jgi.p|Debsub1|105684	693	292	770	629	661	815	318	275	491	282	713	660
jgi.p|Debsub1|105685	1318	661	1175	908	834	1194	233	145	369	397	921	637
jgi.p|Debsub1|105695	4331	2054	5013	2735	3721	4930	1248	1646	2973	2559	4360	1622
jgi.p|Debsub1|105741	1430	682	938	580	593	924	19	18	47	333	726	87
jgi.p|Debsub1|105742	2844	1629	1673	1800	1791	1364	26	30	67	471	1144	211
jgi.p|Debsub1|105764	1429	669	1391	640	748	700	61	146	90	587	741	820
jgi.p|Debsub1|105769	3133	1479	4585	2587	2927	3113	1675	1548	2802	1783	2947	4057
jgi.p|Debsub1|105841	281	135	345	270	326	530	56	91	168	983	1274	1104
jgi.p|Debsub1|105865	460	189	146	85	108	209	8	27	24	142	271	28
jgi.p|Debsub1|105867	34	9	52	13	46	32	46	34	71	1	9	7
jgi.p|Debsub1|105870	124	64	116	119	110	240	44	32	75	38	87	40
jgi.p|Debsub1|105889	55	20	82	45	69	70	20	15	50	91	172	130
jgi.p|Debsub1|105894	115	75	147	142	153	235	130	59	170	149	242	329
jgi.p|Debsub1|105943	232	135	290	179	199	215	35	46	28	131	176	179
jgi.p|Debsub1|105948	1558	740	1711	1022	1314	1329	51	107	96	749	1536	678
jgi.p|Debsub1|107069	899	490	1227	993	1014	1282	101	228	226	566	1119	797
jgi.p|Debsub1|107598	251	125	138	117	94	139	2	1	6	49	108	18
jgi.p|Debsub1|107723	480	220	178	125	163	254	6	8	25	109	208	41
jgi.p|Debsub1|107734	656	367	911	521	625	753	220	247	456	458	671	523
jgi.p|Debsub1|107737	280	144	350	162	268	191	28	72	62	130	338	200
jgi.p|Debsub1|107767	653	302	641	383	477	670	42	59	93	359	558	220
jgi.p|Debsub1|107781	178	97	311	140	137	199	9	31	44	51	165	69
jgi.p|Debsub1|107937	2108	1087	1643	1444	1683	2274	65	84	133	833	1979	535
jgi.p|Debsub1|107938	202	145	386	119	134	142	52	78	77	95	242	172
jgi.p|Debsub1|108762	1608	801	1821	954	1083	1300	92	196	196	772	1538	852
jgi.p|Debsub1|108935	8640	4358	11771	7859	8732	10116	3345	3385	6319	4690	8456	10356
jgi.p|Debsub1|108945	1878	871	2481	1341	1586	1865	610	638	1209	1060	1804	1750
jgi.p|Debsub1|109747	1222	574	1414	825	1004	1161	106	288	178	675	1201	914
jgi.p|Debsub1|109752	1319	644	1156	770	815	1045	15	20	36	321	744	127
jgi.p|Debsub1|109853	991	532	1459	914	992	1183	164	225	269	473	755	751
jgi.p|Debsub1|110392	427	216	312	184	239	278	27	23	49	184	285	111
jgi.p|Debsub1|110444	7602	3633	10136	5393	6149	6335	5775	7637	8477	6710	8765	12525
jgi.p|Debsub1|110462	920	443	1176	854	854	1071	489	486	717	444	797	959
jgi.p|Debsub1|110563	330	159	496	327	312	358	227	177	350	187	371	474
jgi.p|Debsub1|110581	760	394	1177	643	782	955	144	188	294	338	759	533
jgi.p|Debsub1|110589	14606	7273	18805	13303	14220	16402	1770	2875	3105	11963	20053	20082
jgi.p|Debsub1|110590	7624	3540	8904	4960	5400	5994	317	749	645	2585	5369	3456
jgi.p|Debsub1|110592	3508	1782	2686	2383	2400	3240	60	107	91	845	1965	758
jgi.p|Debsub1|110596	714	343	634	429	564	785	65	81	103	441	779	405
jgi.p|Debsub1|110616	564	286	332	281	312	412	16	13	26	190	372	76
jgi.p|Debsub1|110736	3694	1853	4379	2621	3094	4316	250	347	621	1501	3180	1207
jgi.p|Debsub1|110900	545	235	650	354	462	484	304	213	638	277	522	533
jgi.p|Debsub1|111069	345	222	408	532	656	945	20	19	48	431	1025	392
jgi.p|Debsub1|111083	1409	712	1603	567	570	822	71	118	73	182	308	236
jgi.p|Debsub1|111090	983	576	1170	834	810	1262	66	53	67	313	720	410
jgi.p|Debsub1|111152	30309	14389	32722	10893	14081	16887	776	1124	1602	9380	17894	9109
jgi.p|Debsub1|111159	757	317	939	487	605	767	86	159	201	41	23	27
jgi.p|Debsub1|111223	155	78	184	61	85	137	21	18	49	58	98	62
jgi.p|Debsub1|111240	15	6	20	10	8	7	13	4	14	29	34	82
jgi.p|Debsub1|111609	139	77	193	117	135	163	8	22	20	42	84	40
jgi.p|Debsub1|111611	2377	1293	2870	2552	2786	3745	1230	808	2367	808	1711	1554
jgi.p|Debsub1|111622	3377	1736	2909	1981	2066	2924	157	172	293	989	1974	982
jgi.p|Debsub1|111623	7330	3793	9653	6552	7449	8725	1225	1659	2052	3654	7397	7645
jgi.p|Debsub1|111625	5341	2905	4408	4247	5885	8556	162	143	380	3394	8186	2323
jgi.p|Debsub1|111626	1558	842	1124	965	1147	1954	28	39	81	640	1242	248
jgi.p|Debsub1|111632	1495	755	890	794	860	1373	23	18	35	371	974	203
jgi.p|Debsub1|111697	681	397	910	1044	1284	1617	305	256	631	579	1136	1311
jgi.p|Debsub1|111708	288	163	328	251	331	401	22	21	29	223	459	151
jgi.p|Debsub1|111712	23630	12204	27642	15753	17854	21985	3532	4489	6004	9404	18262	13376
jgi.p|Debsub1|111713	1090	474	758	613	635	696	63	52	81	328	763	337
jgi.p|Debsub1|111720	1132	514	594	393	440	412	28	37	37	247	469	192
jgi.p|Debsub1|111745	384	190	156	87	135	228	5	7	17	74	120	10
jgi.p|Debsub1|111746	3323	1521	4720	2127	2506	2834	2489	1913	5000	1161	2201	2406
jgi.p|Debsub1|111853	1098	579	1244	772	927	1231	31	109	106	449	878	324
jgi.p|Debsub1|111877	1642	797	1312	804	1204	1546	240	208	431	854	1436	925
jgi.p|Debsub1|112016	511	239	588	319	417	491	74	89	171	269	593	386
jgi.p|Debsub1|112100	390	169	228	131	159	217	3	9	8	67	209	41
jgi.p|Debsub1|112107	387	177	299	136	223	263	105	43	171	336	407	398
jgi.p|Debsub1|112137	1427	746	1432	1061	1108	1215	30	38	73	478	1181	447
jgi.p|Debsub1|113237	1517	763	1114	1143	1304	1625	10	37	39	405	1200	274
jgi.p|Debsub1|113334	38	11	12	10	4	13	0	0	0	3	5	0
jgi.p|Debsub1|115336	948	474	1278	601	715	713	367	273	622	737	1160	1638
jgi.p|Debsub1|115513	787	378	820	486	547	697	33	111	54	304	625	225
jgi.p|Debsub1|115515	2439	1166	2595	1468	1907	2378	226	467	421	1249	2149	1168
jgi.p|Debsub1|115522	22686	12980	37422	25610	24627	35412	14800	8532	26926	5699	16442	18541
jgi.p|Debsub1|115527	190	87	204	163	237	277	29	46	49	238	424	237
jgi.p|Debsub1|115528	759	362	513	342	414	626	27	27	69	293	657	141
jgi.p|Debsub1|115529	4087	1802	8615	2383	3486	3037	6755	3827	10828	1949	2400	5733
jgi.p|Debsub1|115534	773	376	769	394	599	1010	275	280	753	490	563	246
jgi.p|Debsub1|115537	529	224	466	252	306	427	6	24	25	175	377	106
jgi.p|Debsub1|115568	350	137	282	189	267	323	7	27	54	174	329	143
jgi.p|Debsub1|115743	1123	618	879	675	808	1197	48	75	78	498	962	226
jgi.p|Debsub1|115977	9873	5099	11152	6554	7530	9982	352	765	659	2924	6036	3736
jgi.p|Debsub1|116068	1085	582	1205	722	763	860	75	94	116	366	881	350
jgi.p|Debsub1|116078	2063	1097	2472	1692	1609	2286	113	162	137	927	2164	1369
jgi.p|Debsub1|116082	1812	897	1100	842	846	820	12	34	35	205	473	60
jgi.p|Debsub1|116093	2088	1047	1625	922	1104	1205	82	62	107	726	1466	535
jgi.p|Debsub1|116350	1581	745	1545	1219	1359	1791	144	108	237	681	1285	657
jgi.p|Debsub1|116358	1345	641	1436	1028	1175	1503	54	151	104	650	1266	439
jgi.p|Debsub1|116363	594	322	558	522	527	599	41	39	82	174	638	306
jgi.p|Debsub1|116364	1758	819	1849	994	1098	1345	75	107	137	634	1204	710
jgi.p|Debsub1|116365	424	226	261	170	188	195	23	12	42	115	254	58
jgi.p|Debsub1|116370	3143	1635	3441	2185	2818	3380	406	659	737	1589	3133	1925
jgi.p|Debsub1|116372	10	3	7	4	7	2	0	1	0	3	5	7
jgi.p|Debsub1|116375	572	316	550	400	395	593	14	21	26	184	373	91
jgi.p|Debsub1|116395	818	419	1096	594	707	857	64	129	113	326	623	373
jgi.p|Debsub1|116412	634	331	383	242	373	430	22	23	41	277	495	168
jgi.p|Debsub1|116449	7509	3518	8802	3827	5075	6153	233	448	620	2332	4098	1873
jgi.p|Debsub1|116641	1331	689	1179	1085	1084	1654	82	101	258	199	356	210
jgi.p|Debsub1|116642	4748	2384	4662	3201	3373	4155	104	246	202	1288	2969	1561
jgi.p|Debsub1|116702	4184	2296	5163	3264	4115	4786	746	995	1443	2403	4869	3926
jgi.p|Debsub1|116805	1755	855	1244	774	940	1154	41	51	56	544	1029	383
jgi.p|Debsub1|116806	595	296	370	162	231	263	16	28	30	257	338	74
jgi.p|Debsub1|116807	6160	2918	9357	4817	5095	6062	2830	3349	4506	3177	5815	5283
jgi.p|Debsub1|116814	1159	640	1679	1219	1714	1803	372	383	743	947	1563	1806
jgi.p|Debsub1|116833	1159	572	1426	1229	1092	1454	100	136	178	554	1118	738
jgi.p|Debsub1|116835	825	403	754	496	539	467	29	19	53	205	474	147
jgi.p|Debsub1|116840	1198	690	1027	609	750	894	58	86	70	602	1190	492
jgi.p|Debsub1|116883	546	242	256	165	237	340	11	22	41	145	301	57
jgi.p|Debsub1|116908	515	242	215	163	224	354	6	11	12	72	241	19
jgi.p|Debsub1|116909	210	62	91	51	73	81	7	5	13	56	99	30
jgi.p|Debsub1|116913	849	407	1037	704	761	879	97	178	156	458	883	717
jgi.p|Debsub1|116942	252	116	241	119	157	210	18	18	35	151	256	159
jgi.p|Debsub1|116966	574	277	745	366	492	502	63	135	112	399	578	469
jgi.p|Debsub1|116970	119	63	154	81	112	105	58	36	82	64	123	91
jgi.p|Debsub1|116971	2135	1061	3153	1973	2055	2485	2011	1574	2960	1306	2115	2540
jgi.p|Debsub1|116986	402	219	628	369	425	455	98	142	171	203	338	310
jgi.p|Debsub1|116991	3890	1907	4682	2982	2983	3808	310	593	545	1562	2603	2181
jgi.p|Debsub1|117011	5346	2678	8133	4823	5840	6621	503	939	999	3199	6243	5741
jgi.p|Debsub1|117015	37223	19559	43194	20092	26287	29309	6322	9165	10652	19697	34915	23353
jgi.p|Debsub1|117020	633	298	292	179	165	426	6	17	40	190	254	27
jgi.p|Debsub1|117029	1992	956	2128	1210	1419	1739	160	180	255	867	1510	699
jgi.p|Debsub1|120011	744	311	720	471	569	624	60	92	109	517	713	688
jgi.p|Debsub1|120123	1405	688	1580	913	1105	1417	88	141	165	628	1288	865
jgi.p|Debsub1|120665	6044	2950	7469	4027	4759	6459	1946	2460	5016	2507	4239	2809
jgi.p|Debsub1|120666	1608	749	1456	725	882	1080	56	83	136	640	1110	388
jgi.p|Debsub1|120673	4182	2012	3615	1896	2130	2866	243	251	609	786	1597	607
jgi.p|Debsub1|120676	1185	549	1690	889	1065	1178	453	544	709	662	1141	1370
jgi.p|Debsub1|120678	1490	707	1735	1067	1249	1373	76	107	152	748	1219	456
jgi.p|Debsub1|120722	723	350	426	283	324	591	21	41	33	149	421	123
jgi.p|Debsub1|121008	122	53	205	89	109	152	49	85	154	107	160	185
jgi.p|Debsub1|121011	2728	1368	3644	2178	2171	2777	290	585	542	1221	3025	2324
jgi.p|Debsub1|121014	947	501	877	526	580	669	51	61	95	270	481	304
jgi.p|Debsub1|121041	9545	4748	11643	4924	5356	7401	1339	1526	2309	1197	2062	2166
jgi.p|Debsub1|121051	9948	5330	7938	7674	7098	8715	282	275	485	2404	7415	2450
jgi.p|Debsub1|121068	26	10	30	20	32	25	12	7	55	7	33	29
jgi.p|Debsub1|121097	898	427	723	579	717	1145	35	30	63	381	779	224
jgi.p|Debsub1|121112	4793	2382	7448	4288	4966	5915	6475	3293	11582	3820	6216	9863
jgi.p|Debsub1|121241	1979	959	2366	1459	1686	1893	186	258	331	888	1787	1545
jgi.p|Debsub1|121242	2344	1221	2588	1929	2112	3002	143	252	208	1207	2427	1536
jgi.p|Debsub1|121243	721	389	678	573	599	806	16	22	36	173	592	136
jgi.p|Debsub1|121248	1191	485	540	310	419	420	40	14	56	264	612	151
jgi.p|Debsub1|121256	58	34	78	69	69	109	26	51	78	75	81	88
jgi.p|Debsub1|121265	785	366	774	518	635	769	126	179	160	407	752	471
jgi.p|Debsub1|121268	420	202	247	114	165	228	15	14	26	150	234	44
jgi.p|Debsub1|121355	1532	710	1908	948	1063	1316	167	224	327	535	1063	939
jgi.p|Debsub1|121356	28	9	33	16	13	27	8	5	37	13	27	17
jgi.p|Debsub1|121411	440	235	492	422	453	582	21	24	31	267	557	190
jgi.p|Debsub1|121566	4397	2260	4415	3095	3470	4390	228	279	362	1553	3559	2068
jgi.p|Debsub1|121568	4529	2229	4819	2986	3474	4061	238	421	529	1870	3655	2521
jgi.p|Debsub1|124517	566	295	622	477	492	602	132	137	267	243	510	458
jgi.p|Debsub1|124568	648	275	743	473	591	694	46	83	106	286	513	387
jgi.p|Debsub1|124622	2230	1038	3223	1698	2060	2280	1234	1102	2131	1154	2170	2008
jgi.p|Debsub1|124637	5	8	11	2	4	7	2	0	1	3	7	0
jgi.p|Debsub1|124667	1325	664	982	725	1080	1699	196	147	398	734	1436	669
jgi.p|Debsub1|124668	27	18	23	21	25	25	0	3	3	9	18	2
jgi.p|Debsub1|124669	766	360	626	424	459	572	33	29	107	185	483	232
jgi.p|Debsub1|124697	1653	837	1905	1457	1478	1708	57	76	73	605	1119	491
jgi.p|Debsub1|124724	10763	5315	7851	5783	5828	7945	148	213	370	2560	6370	1006
jgi.p|Debsub1|124738	1851	969	1852	1379	1434	1746	32	85	92	699	1398	621
jgi.p|Debsub1|124742	2001	928	3014	1798	1714	1906	1420	1828	1821	1354	1887	2638
jgi.p|Debsub1|124777	2099	978	2305	1101	1234	1455	104	154	234	1529	3989	3100
jgi.p|Debsub1|124792	403	186	613	332	337	364	720	510	911	280	413	622
jgi.p|Debsub1|124804	582	270	572	270	297	384	35	57	36	271	363	142
jgi.p|Debsub1|124805	435	231	430	312	353	397	11	23	35	129	337	138
jgi.p|Debsub1|124811	984	470	786	364	520	705	21	34	68	374	639	196
jgi.p|Debsub1|124834	231	103	365	248	288	395	405	189	560	52	181	243
jgi.p|Debsub1|124897	791	442	774	585	720	734	42	47	84	486	899	445
jgi.p|Debsub1|124901	1690	898	1783	1189	1375	1831	197	259	256	819	1635	961
jgi.p|Debsub1|124911	405	182	146	100	121	140	8	5	20	125	181	33
jgi.p|Debsub1|124912	1960	842	646	497	584	588	33	40	78	231	695	199
jgi.p|Debsub1|124925	1319	542	2095	1373	1410	1471	3218	1990	4720	970	1537	2389
jgi.p|Debsub1|124926	295	154	464	267	344	337	219	168	259	198	370	463
jgi.p|Debsub1|124932	3787	1828	4778	2748	2885	3449	229	411	458	1564	3119	2050
jgi.p|Debsub1|124940	996	467	1157	930	901	1089	77	72	92	360	762	418
jgi.p|Debsub1|124941	3280	1604	5515	3690	3695	4147	3084	2087	4828	2394	4897	6811
jgi.p|Debsub1|124954	2438	1273	1724	1058	1110	1862	16	46	107	494	1137	258
jgi.p|Debsub1|124962	2503	1139	2479	1141	1391	1549	78	168	128	1075	1594	875
jgi.p|Debsub1|124963	1145	513	684	369	466	728	16	30	103	349	726	152
jgi.p|Debsub1|124966	226	133	350	183	277	246	70	85	133	192	307	277
jgi.p|Debsub1|124973	33108	15475	49066	30705	30368	36100	15109	20648	20885	15392	27624	27824
jgi.p|Debsub1|125845	1	1	6	0	4	2	0	0	0	0	0	2
jgi.p|Debsub1|125846	2678	1529	3411	2152	2599	3252	277	378	546	1212	2457	1751
jgi.p|Debsub1|125867	712	346	613	458	541	648	29	54	69	264	536	160
jgi.p|Debsub1|125875	1869	868	2713	1366	1515	1891	533	819	1261	982	1645	1440
jgi.p|Debsub1|125966	2766	1339	2664	1925	2088	2715	184	213	404	922	1900	680
jgi.p|Debsub1|125972	1397	791	1225	673	748	882	38	77	79	543	1028	396
jgi.p|Debsub1|125988	834	368	296	200	203	369	15	24	34	147	298	89
jgi.p|Debsub1|125995	174	79	255	199	262	273	50	61	159	3013	3388	5743
