GeneID	GYAPU	GYAPW	GYAPX	GYAPY	GYAPZ	GYASA	GYOYB	GYOYC	GYASG	GYOYG	GYASN	GYASO
jgi.p|Debsub1|174406	364737	188011	521355	320867	363327	439290	158253	123733	267727	169296	315043	364018
jgi.p|Debsub1|174447	430	206	280	174	287	397	39	38	60	207	483	109
jgi.p|Debsub1|174467	435	225	533	354	369	528	16	65	47	144	290	107
jgi.p|Debsub1|174486	1504	796	1951	1491	1603	1752	286	312	473	942	1957	1490
jgi.p|Debsub1|174491	2940	1572	2086	1657	1781	2308	55	81	147	773	1766	412
jgi.p|Debsub1|174553	1115	516	1770	829	880	1100	2185	1692	2454	776	1280	1617
jgi.p|Debsub1|174589	1158	554	1375	823	935	1158	91	166	164	427	1004	521
jgi.p|Debsub1|174604	2796	1496	2694	1780	1999	2194	82	113	115	811	1770	674
jgi.p|Debsub1|174607	347	206	492	229	281	391	179	115	272	98	231	269
jgi.p|Debsub1|174618	1095	591	1073	785	984	1148	46	67	112	553	1045	353
jgi.p|Debsub1|174755	2935	1476	2963	1988	2534	3421	528	453	796	1377	2740	1518
jgi.p|Debsub1|174769	1106	455	1085	803	967	1095	36	67	50	493	860	378
jgi.p|Debsub1|17483	2527	1259	3481	2914	2582	3615	296	470	535	1146	2437	2202
jgi.p|Debsub1|174905	5713	2718	7698	4247	4310	5413	1036	1893	1555	2098	4177	3125
jgi.p|Debsub1|174934	5	1	1	2	0	7	0	0	3	2	2	0
jgi.p|Debsub1|174942	2372	1155	2361	1609	1764	1831	65	111	122	998	1891	632
jgi.p|Debsub1|174953	1132	557	971	737	763	1113	58	45	74	396	800	245
jgi.p|Debsub1|174975	1529	738	1301	735	1097	1575	378	227	706	625	1184	868
jgi.p|Debsub1|174989	1127	546	1402	624	746	892	232	263	401	574	899	1087
jgi.p|Debsub1|175018	624	325	515	352	343	555	10	32	24	169	374	66
jgi.p|Debsub1|175133	1064	517	1036	826	807	977	21	28	49	424	875	226
jgi.p|Debsub1|175154	772	506	791	785	972	1228	48	31	55	555	1080	644
jgi.p|Debsub1|175202	1991	949	1960	988	1211	1903	502	511	1472	1104	1209	549
jgi.p|Debsub1|175209	485	297	415	326	424	556	33	36	46	217	523	167
jgi.p|Debsub1|175223	164	102	256	255	420	432	52	101	104	2076	3275	1643
jgi.p|Debsub1|175225	335	172	552	397	433	453	14	20	10	316	509	234
jgi.p|Debsub1|175230	1938	1027	2845	1515	1803	2061	921	857	1584	886	1821	1723
jgi.p|Debsub1|175248	1800	842	878	761	913	1493	55	53	122	533	1271	251
jgi.p|Debsub1|175274	142	82	176	211	206	249	223	96	367	1116	1287	2703
jgi.p|Debsub1|175291	1251	594	1465	932	1170	1519	326	355	566	478	1031	727
jgi.p|Debsub1|175297	534	206	130	75	91	120	4	5	23	73	80	17
jgi.p|Debsub1|175302	619	322	486	368	410	328	10	21	23	166	381	192
jgi.p|Debsub1|175319	4261	2112	4801	3360	2735	4311	75	178	165	581	1328	872
jgi.p|Debsub1|175330	1083	559	1205	804	907	1043	151	100	331	348	900	530
jgi.p|Debsub1|175344	507	253	421	337	378	552	9	9	12	215	422	70
jgi.p|Debsub1|175352	1677	929	1663	1169	1412	2153	90	96	215	713	1559	450
jgi.p|Debsub1|175358	1413	677	735	621	687	682	36	39	44	344	866	203
jgi.p|Debsub1|175373	243	128	208	173	195	298	30	29	57	152	294	142
jgi.p|Debsub1|175437	1377	831	1926	2272	2599	3334	134	218	281	1892	3788	3007
jgi.p|Debsub1|175468	17	15	17	18	24	31	10	10	10	20	34	38
jgi.p|Debsub1|17549	2452	1667	2721	2406	2728	3819	966	606	1253	1322	3093	3456
jgi.p|Debsub1|175497	557	321	482	371	310	374	17	15	49	118	385	99
jgi.p|Debsub1|175504	3080	1504	2331	1739	1793	2737	64	74	147	852	1983	500
jgi.p|Debsub1|175518	504	277	527	345	395	509	71	113	130	230	438	403
jgi.p|Debsub1|175567	711	373	498	591	701	1201	4	12	9	186	577	75
jgi.p|Debsub1|175589	587	316	600	418	444	584	40	62	73	233	441	326
jgi.p|Debsub1|175590	3312	1478	3744	1529	1793	2116	408	717	777	1795	2514	2321
jgi.p|Debsub1|175607	1735	832	1719	969	1267	1745	73	109	125	694	1327	522
jgi.p|Debsub1|175651	283	137	294	226	260	386	11	13	29	108	333	98
jgi.p|Debsub1|175654	3773	1836	4259	3000	3666	4608	282	476	567	2210	4251	2751
jgi.p|Debsub1|175657	1154	496	1325	955	1082	1291	71	81	104	581	1200	608
jgi.p|Debsub1|175702	745	405	728	612	598	590	36	43	58	217	517	223
jgi.p|Debsub1|175706	2164	1148	1297	944	1059	1857	43	100	107	946	1964	249
jgi.p|Debsub1|175730	1267	624	1073	693	876	1003	24	35	78	403	888	279
jgi.p|Debsub1|175744	558	322	666	448	548	707	84	155	183	294	553	228
jgi.p|Debsub1|175745	436	199	261	127	191	166	18	26	42	140	215	131
jgi.p|Debsub1|175749	117	45	136	195	200	255	3	17	17	70	185	92
jgi.p|Debsub1|175820	610	293	661	571	600	883	33	52	102	196	431	250
jgi.p|Debsub1|17591	17536	9312	22121	14999	16022	20722	2409	4399	4105	8204	16269	14253
jgi.p|Debsub1|175938	1830	877	1737	1029	1069	1178	49	65	83	684	1139	655
jgi.p|Debsub1|175941	1631	870	2518	1527	1696	1985	2993	1319	4458	714	1731	2182
jgi.p|Debsub1|175956	1388	642	1151	702	867	1353	18	46	94	562	935	243
jgi.p|Debsub1|175990	68	26	65	62	59	82	38	14	100	25	35	56
jgi.p|Debsub1|175996	926	439	736	473	530	639	20	28	32	231	509	134
jgi.p|Debsub1|175997	10069	4223	15983	2787	3583	3129	2580	2814	5340	1384	1496	2613
jgi.p|Debsub1|176045	1536	729	1164	976	1011	1370	19	48	61	419	1115	291
jgi.p|Debsub1|176070	744	379	410	263	344	363	15	15	28	258	438	184
jgi.p|Debsub1|176124	11910	5949	15327	7793	9474	11998	2830	4843	5641	5428	10241	6284
jgi.p|Debsub1|176152	568	289	598	321	406	445	34	74	87	206	430	235
jgi.p|Debsub1|176167	456	169	168	112	133	283	23	17	50	152	192	30
jgi.p|Debsub1|176193	1026	499	1654	995	1036	1161	721	581	1282	550	1141	1107
jgi.p|Debsub1|176274	33	10	27	43	45	51	4	11	9	11	30	22
jgi.p|Debsub1|176308	959	487	1113	972	985	1249	73	131	154	250	575	474
jgi.p|Debsub1|17631	332	167	277	221	236	198	14	16	22	91	214	93
jgi.p|Debsub1|17632	1255	607	602	383	503	649	27	19	53	288	662	178
jgi.p|Debsub1|176325	681	290	286	195	218	336	18	26	65	130	280	55
jgi.p|Debsub1|176336	1235	577	1206	837	888	1014	68	87	109	479	828	424
jgi.p|Debsub1|17635	2644	1333	2590	1914	2308	2766	80	109	169	1280	2986	1076
jgi.p|Debsub1|176363	3177	1495	4575	1907	2116	2582	8415	3367	14744	1465	2349	3144
jgi.p|Debsub1|176401	6648	3370	5139	5929	8026	12442	91	151	222	4437	8540	1956
jgi.p|Debsub1|176406	303	189	293	193	286	349	45	36	78	168	414	207
jgi.p|Debsub1|176451	762	372	548	423	559	712	40	18	89	239	618	168
jgi.p|Debsub1|176454	1577	767	2156	1663	1790	2183	237	371	347	644	1203	665
jgi.p|Debsub1|176481	37	30	70	35	42	49	2	2	0	14	42	17
jgi.p|Debsub1|176514	2760	1323	3117	1937	2092	2899	662	685	1352	1105	1850	1610
jgi.p|Debsub1|176534	10434	5095	15197	6219	8373	9775	19868	10550	33818	6894	10846	13042
jgi.p|Debsub1|176550	1153	581	1119	766	835	776	21	35	74	328	904	254
jgi.p|Debsub1|176620	1793	904	2001	1265	1402	2108	135	416	348	910	1690	754
jgi.p|Debsub1|176631	540	297	768	411	444	570	38	68	49	215	377	254
jgi.p|Debsub1|176646	1185	612	1068	912	906	1261	41	49	72	404	960	310
jgi.p|Debsub1|176681	950	458	878	445	569	779	46	36	56	409	728	235
jgi.p|Debsub1|176686	1766	863	1481	1075	1359	2146	72	67	111	846	1726	491
jgi.p|Debsub1|176690	522	253	269	223	218	438	13	20	25	138	331	48
jgi.p|Debsub1|176696	2317	1135	797	629	707	825	36	19	48	230	760	143
jgi.p|Debsub1|176750	9982	4834	6857	6364	6532	9242	83	124	148	1240	2618	900
jgi.p|Debsub1|176753	2111	1158	3163	2021	2289	3152	587	578	983	987	2102	1957
jgi.p|Debsub1|176774	2420	1226	1581	1202	1557	2350	66	65	95	745	1858	509
jgi.p|Debsub1|176830	459	245	533	335	353	404	24	68	78	178	390	194
jgi.p|Debsub1|176871	702	314	417	291	349	542	8	22	41	162	394	65
jgi.p|Debsub1|17689	1743	925	2225	1325	1472	1454	98	212	161	618	1337	896
jgi.p|Debsub1|176895	408	218	458	273	352	435	10	31	22	130	323	61
jgi.p|Debsub1|17691	1178	583	811	423	655	844	36	50	95	382	742	130
jgi.p|Debsub1|176910	1593	832	1678	951	1290	1450	133	224	297	908	1753	843
jgi.p|Debsub1|176912	598	266	274	222	216	329	6	25	33	125	284	44
jgi.p|Debsub1|176919	395	176	442	326	459	507	40	44	103	350	663	387
jgi.p|Debsub1|176923	706	331	539	275	481	588	29	37	78	325	691	197
jgi.p|Debsub1|176933	786	323	860	427	468	529	40	71	47	331	483	301
jgi.p|Debsub1|176947	2501	1309	2848	1835	2200	2819	111	229	249	929	1983	1046
jgi.p|Debsub1|176998	2484	1266	2509	1636	1892	2633	85	149	128	960	2032	710
jgi.p|Debsub1|177078	1044	543	621	381	459	505	20	31	60	296	555	140
jgi.p|Debsub1|17711	420	219	459	266	332	479	13	14	32	180	280	79
jgi.p|Debsub1|177169	406	204	378	225	256	317	21	26	37	260	366	143
jgi.p|Debsub1|177208	101	53	115	62	76	89	5	12	14	47	84	54
jgi.p|Debsub1|177210	666	384	520	453	455	470	8	13	28	163	496	149
jgi.p|Debsub1|177228	276	130	169	93	146	216	18	20	32	178	258	43
jgi.p|Debsub1|177275	274	135	330	226	308	344	61	41	123	214	345	181
jgi.p|Debsub1|177298	760	334	452	377	446	820	28	27	65	277	668	111
jgi.p|Debsub1|177311	3206	1692	4148	2710	2942	3429	276	393	535	1359	3253	2464
jgi.p|Debsub1|177315	2140	976	1750	1280	1443	1939	41	56	57	721	1445	533
jgi.p|Debsub1|177331	1259	693	609	621	583	543	6	10	22	155	391	53
jgi.p|Debsub1|177334	1285	603	712	479	538	846	11	20	32	271	605	83
jgi.p|Debsub1|177360	426	238	637	324	318	389	102	138	157	193	317	271
jgi.p|Debsub1|177367	1518	757	685	564	697	860	35	35	41	287	858	150
jgi.p|Debsub1|177405	64	33	113	91	112	125	23	43	35	32	28	42
jgi.p|Debsub1|177473	738	359	752	417	588	900	194	178	552	334	529	335
jgi.p|Debsub1|177509	1058	452	939	663	801	963	53	99	107	575	1005	404
jgi.p|Debsub1|177516	2221	1112	1108	1008	1010	1012	20	21	38	275	747	105
jgi.p|Debsub1|177540	926	414	803	532	592	939	13	28	23	341	612	131
jgi.p|Debsub1|177550	843	426	422	422	428	411	10	13	30	141	377	55
jgi.p|Debsub1|177600	370	148	198	127	171	249	16	24	34	185	291	118
jgi.p|Debsub1|177611	539	286	383	273	326	431	11	15	30	139	347	61
jgi.p|Debsub1|177642	3878	2054	4070	1994	2394	3709	195	253	363	1256	2940	1151
jgi.p|Debsub1|177698	998	540	791	479	593	781	15	19	36	248	602	108
jgi.p|Debsub1|177724	1307	679	1739	1334	1472	1925	1849	1424	2897	999	1751	2492
jgi.p|Debsub1|177819	2303	1149	2888	1774	1855	2431	1010	754	2013	871	1634	1761
jgi.p|Debsub1|177835	693	426	442	449	458	596	14	13	25	127	410	101
jgi.p|Debsub1|177849	36	11	29	21	21	30	0	0	0	8	23	0
jgi.p|Debsub1|177869	524	245	493	353	423	554	18	52	80	215	461	168
jgi.p|Debsub1|177878	180	108	234	169	214	236	19	7	12	93	227	114
jgi.p|Debsub1|177889	344	138	253	193	261	343	23	40	39	176	330	87
jgi.p|Debsub1|177912	901	492	1086	692	836	1119	38	63	84	535	1099	614
jgi.p|Debsub1|177950	3054	1575	2544	2158	2697	3971	138	172	272	1388	3139	1394
jgi.p|Debsub1|177951	2332	1378	2449	1004	949	1175	13	47	44	79	166	84
jgi.p|Debsub1|177961	3698	1645	4858	2077	2535	2711	7030	4885	16453	2917	3891	5552
jgi.p|Debsub1|177968	1492	720	1836	736	895	1122	52	121	95	535	1089	396
jgi.p|Debsub1|177978	3	6	11	8	8	11	3	8	29	158	248	241
jgi.p|Debsub1|178000	1317	616	1332	743	965	1424	83	220	248	663	1076	363
jgi.p|Debsub1|178066	1631	909	1012	773	833	918	38	26	106	371	798	168
jgi.p|Debsub1|178101	32	20	54	48	45	59	69	26	64	28	34	53
jgi.p|Debsub1|178129	1442	644	1014	541	784	1019	45	57	110	577	1048	266
jgi.p|Debsub1|178166	1311	684	835	778	889	1049	9	24	54	422	1046	241
jgi.p|Debsub1|178179	1022	461	951	437	610	680	246	221	436	512	976	524
jgi.p|Debsub1|178186	1995	917	1251	716	951	1752	18	54	83	582	1255	100
jgi.p|Debsub1|178332	2907	1423	2738	1684	2084	2634	67	124	175	973	2333	757
jgi.p|Debsub1|178347	1144	591	653	562	700	1055	17	17	51	299	862	138
jgi.p|Debsub1|178366	2244	1079	2971	1390	1693	2267	2348	1422	4578	1000	1607	1343
jgi.p|Debsub1|178372	1761	786	1791	708	1185	1684	1319	1133	3776	1321	1389	596
jgi.p|Debsub1|178421	1666	694	1706	628	1023	1822	154	373	580	1232	1170	159
jgi.p|Debsub1|178431	3804	1967	4561	2479	3175	3570	662	567	1138	1885	3419	2524
jgi.p|Debsub1|178441	662	326	564	293	371	411	45	63	63	317	528	319
jgi.p|Debsub1|178444	637	276	706	418	464	496	128	149	196	233	449	569
jgi.p|Debsub1|178473	1766	890	2092	1240	1662	2462	98	190	329	1585	2155	1003
jgi.p|Debsub1|178525	3717	1765	4623	2883	2766	3359	242	424	485	4409	9541	7256
jgi.p|Debsub1|178555	8	9	12	9	15	19	2	3	4	8	7	4
jgi.p|Debsub1|178599	500	270	403	333	354	338	12	5	8	149	390	98
jgi.p|Debsub1|178603	43	15	57	25	32	45	10	11	7	23	61	21
jgi.p|Debsub1|178609	10671	5408	12264	7209	8051	9557	574	996	986	4464	9209	5938
jgi.p|Debsub1|178630	536	280	570	368	460	498	10	12	19	209	567	226
jgi.p|Debsub1|178638	57137	26286	65247	25679	33017	47819	11104	26149	36685	33052	46536	15404
jgi.p|Debsub1|178654	387	205	449	278	332	393	10	23	23	156	305	60
jgi.p|Debsub1|178659	1225	622	1312	804	1044	1258	141	243	235	672	1157	609
jgi.p|Debsub1|178663	2293	899	2718	129	120	176	46	93	108	47	83	56
jgi.p|Debsub1|178689	10583	5148	11447	6701	7737	9155	270	503	609	3430	7122	4620
jgi.p|Debsub1|178710	4032	2099	6864	5743	4929	5843	8415	3889	16937	1575	3159	4634
jgi.p|Debsub1|178745	2028	886	1588	257	304	470	10	17	49	153	357	75
jgi.p|Debsub1|178755	1647	763	1332	960	1185	1704	71	106	180	734	1431	384
jgi.p|Debsub1|1788	432	164	267	168	217	277	4	8	16	77	251	47
jgi.p|Debsub1|182721	689	291	516	219	296	410	21	17	13	222	456	112
jgi.p|Debsub1|182904	1323	652	1164	932	1057	1388	29	56	91	459	1020	394
jgi.p|Debsub1|183222	1122	567	1326	782	1040	1111	268	227	493	554	1097	925
jgi.p|Debsub1|183284	38942	22762	33883	44741	41410	56957	1350	1495	1865	9093	23485	12386
jgi.p|Debsub1|183611	1415	722	1686	1295	1483	1745	131	185	228	620	1449	1132
jgi.p|Debsub1|183667	144	68	94	39	45	58	14	9	29	105	104	141
jgi.p|Debsub1|183764	1655	819	1790	759	1143	1065	250	279	503	803	1449	1312
jgi.p|Debsub1|183819	13	6	18	15	7	20	11	4	16	330	363	553
jgi.p|Debsub1|183900	439	197	353	280	375	442	13	12	39	240	437	98
jgi.p|Debsub1|183929	1096	496	1462	820	995	1282	186	249	403	836	1282	1020
jgi.p|Debsub1|183937	2283	1170	2745	1534	1819	2324	181	379	320	988	2048	1079
jgi.p|Debsub1|184038	7477	3866	8832	5711	6008	8354	309	719	784	2619	6105	3313
jgi.p|Debsub1|184039	24482	12555	36517	26347	30712	35215	4423	7441	6453	18310	33969	27255
jgi.p|Debsub1|184057	8477	4609	10794	7751	8678	11029	2411	2788	4162	6346	10852	12002
jgi.p|Debsub1|1844	1217	551	1058	531	650	881	53	84	103	491	846	347
jgi.p|Debsub1|184619	3127	1494	2017	1263	1771	2554	95	125	183	1262	2730	563
jgi.p|Debsub1|184680	502	214	217	142	227	368	14	29	79	162	339	68
jgi.p|Debsub1|184768	1976	986	959	721	781	985	27	24	63	281	742	101
jgi.p|Debsub1|1848	1161	519	1344	887	939	1024	58	72	104	228	633	284
jgi.p|Debsub1|184938	4643	2009	6084	2246	2402	2869	2909	1637	4724	1374	2928	3966
jgi.p|Debsub1|185022	855	389	396	285	341	468	16	22	17	271	680	134
jgi.p|Debsub1|185100	3841	1820	3327	1771	2338	3532	106	199	227	1432	2922	581
jgi.p|Debsub1|185340	1243	612	608	456	521	702	18	31	42	236	610	97
jgi.p|Debsub1|185544	1215	575	1187	903	963	1198	58	78	114	351	709	471
jgi.p|Debsub1|185568	2933	1379	3915	2294	2620	2998	389	859	778	1364	2723	2094
jgi.p|Debsub1|185610	11040	5153	10859	6414	7430	9709	310	553	682	3837	6696	3131
jgi.p|Debsub1|185702	599	298	302	314	338	411	8	14	27	120	368	80
jgi.p|Debsub1|185734	284	158	393	306	376	455	118	115	167	1033	1680	2535
jgi.p|Debsub1|185988	955	463	1059	669	730	955	47	77	88	499	786	307
jgi.p|Debsub1|186204	3593	1834	4887	2971	3329	3889	235	574	376	2072	3464	2218
jgi.p|Debsub1|186520	165	65	113	66	78	115	3	6	30	65	109	16
jgi.p|Debsub1|186607	9	1	6	6	11	11	0	1	12	7	12	4
jgi.p|Debsub1|1867	2158	1175	2009	1575	1655	2220	57	79	98	870	1797	612
jgi.p|Debsub1|186757	855	438	927	600	865	995	293	195	592	544	1068	766
jgi.p|Debsub1|186897	3248	1758	3082	2282	2666	3483	130	121	236	1385	3413	1055
jgi.p|Debsub1|186980	6581	3405	7461	5210	5876	6662	304	452	564	2564	6524	3527
jgi.p|Debsub1|1873	916	370	670	350	429	653	26	45	35	304	459	39
jgi.p|Debsub1|187345	115770	53510	164812	80267	97531	105844	111384	78160	182186	71472	122179	165231
jgi.p|Debsub1|1874	541	249	508	323	372	478	25	29	40	205	394	104
jgi.p|Debsub1|187444	1390	687	1416	920	1202	1661	132	119	173	522	1277	542
jgi.p|Debsub1|187672	2966	1417	2612	2268	2173	3060	66	88	130	1077	2520	852
jgi.p|Debsub1|1877	8887	4569	10640	6686	7533	9442	1219	1954	2103	3573	7283	6224
jgi.p|Debsub1|187725	908	503	478	384	512	567	8	14	43	197	574	148
jgi.p|Debsub1|187735	714	378	515	443	541	386	6	10	21	172	534	86
jgi.p|Debsub1|187926	6412	3071	7607	4225	4931	6263	940	935	1870	3080	5379	4300
jgi.p|Debsub1|1880	1437	757	1564	827	1250	1764	794	435	1581	914	1522	1120
jgi.p|Debsub1|1882	2707	1592	2776	2235	2406	2129	62	122	80	680	1834	669
jgi.p|Debsub1|188365	2692	1296	1950	1460	1668	2311	77	83	131	875	1779	584
jgi.p|Debsub1|1887	6844	3988	7020	8811	8387	12682	443	720	759	1337	3349	2633
jgi.p|Debsub1|188742	335	149	176	105	142	165	15	7	15	73	184	75
jgi.p|Debsub1|188801	323	145	207	170	186	147	8	3	12	82	200	25
jgi.p|Debsub1|188817	1747	880	2350	1357	1568	1758	260	511	546	772	1597	1350
jgi.p|Debsub1|189087	856	450	892	705	750	781	22	37	37	316	704	252
jgi.p|Debsub1|189140	1584	773	1224	800	1245	1657	141	123	275	903	1722	714
jgi.p|Debsub1|189262	19473	9755	22262	12696	13991	17281	508	1081	1009	5788	12349	5256
jgi.p|Debsub1|189304	1183	606	1571	1169	1203	1522	329	532	667	717	1355	1614
jgi.p|Debsub1|189516	3562	1725	4243	2356	2877	3335	192	347	370	1496	2970	1738
jgi.p|Debsub1|189674	2023	1218	2885	1974	2047	2162	216	386	252	1096	2656	1630
jgi.p|Debsub1|189949	12	5	7	5	24	24	4	4	15	11	9	11
jgi.p|Debsub1|190214	988	561	829	832	914	976	20	35	50	332	975	204
jgi.p|Debsub1|190390	12	5	23	16	18	25	9	7	15	0	4	2
jgi.p|Debsub1|190396	7817	4159	7509	6227	7664	10174	405	526	853	3257	6544	4229
jgi.p|Debsub1|190985	909	464	703	478	593	707	20	22	44	222	632	92
jgi.p|Debsub1|191057	1182	576	1130	576	535	794	17	43	35	286	604	189
jgi.p|Debsub1|191516	613	299	387	278	295	498	13	16	45	288	479	109
jgi.p|Debsub1|191863	306	148	186	130	143	204	6	15	21	84	198	25
jgi.p|Debsub1|191987	3040	1481	3180	2092	2361	2661	221	311	350	951	1828	983
jgi.p|Debsub1|192038	7621	3808	9797	5439	6175	6983	1510	2044	2472	3998	6885	8468
jgi.p|Debsub1|192246	765	388	401	367	364	441	16	19	22	120	428	58
jgi.p|Debsub1|192389	564	293	268	227	216	184	11	12	28	79	195	68
jgi.p|Debsub1|192430	2936	1507	2374	1460	2107	2829	169	236	419	1531	2763	1119
jgi.p|Debsub1|192584	4514	2423	4198	3000	3532	4175	222	251	347	1853	4308	1651
jgi.p|Debsub1|193305	801	442	498	354	387	565	9	15	18	225	434	32
jgi.p|Debsub1|193526	3798	1815	3956	2149	2462	3127	229	425	481	1970	2976	2509
jgi.p|Debsub1|193580	1622	775	2152	1065	1345	1724	191	279	417	745	1442	933
jgi.p|Debsub1|193681	1429	735	1200	902	1206	1593	42	49	98	787	1752	716
jgi.p|Debsub1|193723	6249	3200	5077	3746	4233	4265	119	176	190	2028	4263	1099
jgi.p|Debsub1|193838	712	370	658	442	557	693	20	33	47	254	706	295
jgi.p|Debsub1|193980	1456	727	936	918	1110	1750	123	102	185	432	888	362
jgi.p|Debsub1|194043	1146	632	877	434	593	647	49	92	124	620	868	591
jgi.p|Debsub1|194078	664	391	743	454	647	766	30	60	97	298	711	331
jgi.p|Debsub1|194255	1251	571	1229	739	1004	1333	68	99	147	501	1012	421
jgi.p|Debsub1|194260	62479	29677	82954	41398	48050	57018	20373	26446	36075	26923	49926	55107
jgi.p|Debsub1|194311	661	334	679	423	502	633	66	56	94	317	619	411
jgi.p|Debsub1|194605	4239	2168	4080	2852	3258	4681	86	175	213	1495	3239	938
jgi.p|Debsub1|194631	3786	1879	3375	2155	2475	3009	79	139	142	1128	2241	965
jgi.p|Debsub1|194822	1414	793	1785	998	1152	1598	62	189	112	750	1319	548
jgi.p|Debsub1|195216	701	312	771	441	500	597	41	97	93	173	345	227
jgi.p|Debsub1|195376	1069	493	822	492	603	778	38	25	44	340	719	243
jgi.p|Debsub1|195592	1195	639	1326	845	1041	1414	186	164	329	539	1101	633
jgi.p|Debsub1|195741	7492	3776	4807	3175	3878	5885	118	151	316	1805	4809	869
jgi.p|Debsub1|195803	1112	565	936	617	928	1205	151	146	236	586	1128	560
jgi.p|Debsub1|195955	1183	613	926	556	724	911	32	51	68	475	1140	254
jgi.p|Debsub1|196000	1036	517	685	441	515	779	16	11	46	172	579	100
jgi.p|Debsub1|196003	18882	8848	29010	12166	14869	14077	20823	22121	28990	11929	16988	23867
jgi.p|Debsub1|196048	720	383	745	576	591	818	19	37	33	291	688	256
jgi.p|Debsub1|196117	7961	3984	10956	5079	5597	6738	4232	2720	6650	2685	5397	6608
jgi.p|Debsub1|196196	2944	1473	2282	1749	1747	1939	45	80	82	746	1761	652
jgi.p|Debsub1|196300	838	415	716	370	505	589	26	31	79	507	749	404
jgi.p|Debsub1|196417	1578	793	1129	863	898	1224	54	41	127	507	1266	471
jgi.p|Debsub1|196464	443	214	285	203	267	356	20	20	42	152	343	78
jgi.p|Debsub1|196489	1293	612	964	655	784	964	48	46	86	434	1032	442
jgi.p|Debsub1|196514	1982	919	2390	1287	1476	1975	1621	1148	3057	813	1428	1435
jgi.p|Debsub1|196538	175	78	71	39	54	39	10	11	38	56	64	49
jgi.p|Debsub1|196588	3325	1834	2174	2100	2039	1968	51	39	80	512	1367	392
jgi.p|Debsub1|196698	14381	6634	13461	5527	6778	8138	815	866	1598	4059	8478	5735
jgi.p|Debsub1|196986	891	435	914	631	675	855	13	53	52	249	544	219
jgi.p|Debsub1|197562	1483	705	1819	1331	1372	1655	20	96	70	720	1166	614
jgi.p|Debsub1|197887	4032	2225	3619	3153	3670	4715	124	186	254	1573	3884	1932
jgi.p|Debsub1|198100	1091	536	769	537	700	864	34	25	66	357	731	306
jgi.p|Debsub1|198210	3743	1848	4161	2452	2973	3617	245	426	544	1461	3007	1800
jgi.p|Debsub1|198619	5008	2364	3215	2679	2998	4004	72	86	181	1412	3464	733
jgi.p|Debsub1|198866	953	437	400	432	407	376	10	15	26	131	418	84
jgi.p|Debsub1|199129	3034	1565	3935	2008	2309	2734	166	451	318	1315	2686	1692
jgi.p|Debsub1|199192	2493	1246	2166	1208	1555	2217	68	137	174	1104	2015	519
jgi.p|Debsub1|199276	3980	1868	5796	3220	3296	4072	2054	2636	2899	2038	2796	2872
jgi.p|Debsub1|1993	47	27	37	39	27	43	10	7	18	9	20	19
jgi.p|Debsub1|199403	4278	1921	5593	3220	3775	3818	607	912	1503	2288	4116	4640
jgi.p|Debsub1|199493	3508	1573	1808	1243	1538	2416	33	51	65	697	1673	166
jgi.p|Debsub1|1995	967	491	941	663	634	1016	13	30	30	313	759	146
jgi.p|Debsub1|199565	301	160	257	139	300	330	56	88	164	184	292	74
jgi.p|Debsub1|199769	7576	3899	10929	5774	6414	7656	1615	1838	2574	3227	6657	6134
jgi.p|Debsub1|199775	2280	1084	2134	1520	1801	2317	95	112	195	736	1924	937
jgi.p|Debsub1|1998	852	425	653	511	499	779	28	21	61	300	585	124
jgi.p|Debsub1|199871	1472	724	1036	784	855	970	55	52	107	404	1121	396
jgi.p|Debsub1|199960	408	151	234	130	196	334	15	11	26	136	224	79
jgi.p|Debsub1|200351	1314	555	599	352	598	743	38	26	90	345	883	252
jgi.p|Debsub1|200634	822	396	505	341	378	675	30	26	57	221	485	120
jgi.p|Debsub1|200812	479	267	504	289	363	471	7	31	27	179	392	91
jgi.p|Debsub1|200880	503	233	903	443	607	556	396	425	593	325	707	867
jgi.p|Debsub1|201118	1367	734	2108	1445	1447	2098	486	583	1023	708	1474	1107
jgi.p|Debsub1|201217	3570	1826	3728	2370	2608	3421	88	168	146	2610	5004	3198
jgi.p|Debsub1|201265	55	46	121	56	68	74	30	18	28	56	62	65
jgi.p|Debsub1|2014	885	429	966	602	656	742	22	35	52	305	627	248
jgi.p|Debsub1|201430	502	211	330	211	241	315	9	7	23	112	227	37
jgi.p|Debsub1|201479	981	556	798	562	690	935	37	54	129	309	813	216
jgi.p|Debsub1|201514	3540	1510	4528	2038	2648	2965	1714	2065	2917	4085	4434	9135
jgi.p|Debsub1|201731	435	191	284	114	187	368	18	16	37	275	312	59
jgi.p|Debsub1|201924	112	78	92	123	113	164	10	14	9	136	207	79
jgi.p|Debsub1|201937	3438	1792	3055	2088	2411	3387	101	121	230	1034	2619	1090
jgi.p|Debsub1|201962	714	352	494	357	390	733	11	15	26	266	629	95
jgi.p|Debsub1|201979	1247	641	727	614	693	838	54	39	64	295	734	284
jgi.p|Debsub1|202108	554	285	539	324	396	560	21	72	80	285	537	169
jgi.p|Debsub1|202234	16502	7973	25025	15950	18277	20716	9134	11026	14590	13384	24839	28962
jgi.p|Debsub1|202242	1360	705	438	316	413	321	88	60	158	242	524	389
jgi.p|Debsub1|202252	10982	5330	11964	8082	8133	10347	350	459	618	3592	8167	3451
